Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I	SBS96J	SBS96K	SBS96L
BRCA_TCGA-EW-A1J1	5	0	2	2	0	2	0	0	1	9	0	2
BRCA_TCGA-EW-A1J3	0	0	0	3	0	1	4	0	17	4	1	0
BRCA_TCGA-EW-A1J5	0	5	31	1	7	0	0	0	32	0	464	0
BRCA_TCGA-EW-A1J6	8	0	0	0	0	2	1	0	6	25	2	0
BRCA_TCGA-EW-A1OV	4	0	11	0	2	0	1	0	18	4	100	0
BRCA_TCGA-EW-A1OX	1	0	1	4	1	0	0	0	0	8	6	0
BRCA_TCGA-EW-A1OZ	16	1	3	3	1	2	2	2	18	9	11	8
BRCA_TCGA-EW-A1P0	2	0	1	0	4	1	1	3	2	12	0	2
BRCA_TCGA-EW-A1P1	1	0	0	0	0	0	0	0	0	2	0	0
BRCA_TCGA-EW-A1P3	3	0	1	0	0	0	0	4	12	7	1	0
BRCA_TCGA-EW-A1P4	10	2	3	0	8	0	12	0	0	31	9	2
BRCA_TCGA-EW-A1P5	6	2	0	6	0	0	0	1	0	4	1	0
BRCA_TCGA-EW-A1P6	5	0	1	0	0	0	3	0	5	12	0	0
BRCA_TCGA-EW-A1P7	0	0	0	1	6	0	2	0	1	8	0	1
BRCA_TCGA-EW-A1P8	0	0	3	8	0	2	0	4	9	12	1	0
BRCA_TCGA-EW-A1PA	2	1	8	4	0	5	1	0	3	12	5	0
BRCA_TCGA-EW-A1PB	4	8	1	0	7	0	5	0	11	61	85	0
BRCA_TCGA-EW-A1PD	0	2	1	3	7	5	6	0	10	36	20	3
BRCA_TCGA-EW-A1PE	2	0	2	6	0	0	3	0	5	10	7	3
BRCA_TCGA-EW-A1PG	2	0	4	1	0	0	3	1	0	0	0	0
BRCA_TCGA-EW-A1PH	14	1	5	0	0	0	2	7	9	16	7	1
BRCA_TCGA-EW-A2FR	7	1	1	0	0	0	0	4	11	16	14	0
BRCA_TCGA-EW-A2FS	8	1	0	0	2	5	4	8	14	2	1	0
BRCA_TCGA-EW-A2FV	1	0	5	1	1	0	0	5	5	13	1	0
BRCA_TCGA-EW-A2FW	9	1	0	2	0	0	1	1	5	4	3	0
BRCA_TCGA-EW-A423	7	0	4	11	0	0	0	11	23	11	21	0
BRCA_TCGA-EW-A6S9	7	1	2	2	0	2	0	4	4	5	4	0
BRCA_TCGA-EW-A6SA	9	4	8	11	14	2	3	1	19	32	19	1
BRCA_TCGA-EW-A6SB	12	0	7	1	4	2	7	9	10	19	6	4
BRCA_TCGA-EW-A6SC	0	0	0	6	4	0	4	4	9	5	7	0
BRCA_TCGA-EW-A6SD	9	2	0	2	1	3	3	8	0	4	36	0
BRCA_TCGA-GI-A2C8	15	2	0	6	11	4	0	8	0	76	24	2
BRCA_TCGA-GM-A2D9	0	13	37	6	1	1	4	0	82	0	501	0
BRCA_TCGA-GM-A2DA	10	2	4	0	7	0	0	0	0	13	9	0
BRCA_TCGA-GM-A2DB	17	4	3	0	3	7	6	1	11	61	12	3
BRCA_TCGA-GM-A2DC	10	0	0	0	0	0	0	1	9	5	0	2
BRCA_TCGA-GM-A2DD	4	1	3	7	4	2	6	5	6	22	6	2
BRCA_TCGA-GM-A2DF	10	0	3	2	1	2	3	0	12	9	7	4
BRCA_TCGA-GM-A2DH	9	9	5	3	16	0	0	5	0	75	108	2
BRCA_TCGA-GM-A2DI	1	0	11	1	0	0	0	0	8	2	68	0
BRCA_TCGA-GM-A2DK	5	0	4	0	2	0	3	8	7	3	4	1
BRCA_TCGA-GM-A2DL	6	6	3	0	1	0	2	0	7	13	11	0
BRCA_TCGA-GM-A2DM	0	2	3	0	0	0	6	1	2	8	4	1
BRCA_TCGA-GM-A2DN	3	0	1	0	0	1	1	1	7	3	2	0
BRCA_TCGA-GM-A2DO	3	2	30	1	4	0	0	0	15	0	165	0
BRCA_TCGA-GM-A3NW	12	1	4	5	0	0	0	0	8	9	53	3
BRCA_TCGA-GM-A3XL	9	1	3	1	7	0	5	15	0	59	44	0
BRCA_TCGA-GM-A4E0	9	0	3	0	3	2	1	0	0	16	0	0
BRCA_TCGA-GM-A5PV	4	0	4	0	0	1	6	2	6	14	9	1
BRCA_TCGA-GM-A5PX	5	0	2	1	4	0	3	4	8	5	8	2
BRCA_TCGA-HN-A2NL	9	0	1	0	0	7	5	8	7	44	10	0
BRCA_TCGA-HN-A2OB	5	0	0	0	3	0	1	0	0	4	4	2
BRCA_TCGA-JL-A3YX	7	1	1	3	4	4	0	2	6	1	20	0
BRCA_TCGA-LD-A66U	7	2	0	6	9	0	6	0	6	7	1	0
BRCA_TCGA-LD-A74U	7	0	27	3	0	0	0	0	59	0	256	0
BRCA_TCGA-LD-A7W5	14	2	3	2	10	0	2	1	9	5	16	1
BRCA_TCGA-LD-A7W6	6	2	1	6	0	0	4	0	9	14	4	0
BRCA_TCGA-LD-A9QF	12	0	2	0	0	0	4	0	6	12	3	0
BRCA_TCGA-LL-A440	1	0	1	0	0	0	0	0	3	0	1	0
BRCA_TCGA-LL-A50Y	12	0	0	0	4	0	8	0	8	9	2	0
BRCA_TCGA-LL-A5YL	8	0	14	2	1	1	3	0	22	8	34	0
BRCA_TCGA-LL-A5YM	4	0	1	4	3	0	1	0	9	14	4	0
BRCA_TCGA-LL-A5YN	6	0	3	1	4	0	4	0	13	8	0	4
BRCA_TCGA-LL-A5YO	1	2	1	5	5	0	1	3	0	24	16	3
BRCA_TCGA-LL-A5YP	0	5	2	7	9	0	5	0	15	47	15	0
BRCA_TCGA-LL-A6FP	0	3	8	5	3	0	4	0	19	17	15	1
BRCA_TCGA-LL-A6FQ	15	0	3	7	0	0	0	10	17	13	4	0
BRCA_TCGA-LL-A6FR	13	0	4	0	11	0	7	0	7	18	3	0
BRCA_TCGA-LL-A73Y	7	3	11	3	8	0	13	3	0	22	121	2
BRCA_TCGA-LL-A73Z	10	0	0	1	11	0	0	0	6	15	3	2
BRCA_TCGA-LL-A740	4	2	2	6	2	0	9	0	24	14	5	0
BRCA_TCGA-LL-A7SZ	15	3	8	4	4	0	2	10	8	9	9	3
BRCA_TCGA-LL-A7T0	18	2	6	7	3	0	5	0	1	21	13	1
BRCA_TCGA-LL-A8F5	12	3	4	0	14	4	10	19	21	87	20	6
BRCA_TCGA-LL-A9Q3	9	0	6	8	3	4	1	2	8	18	8	1
BRCA_TCGA-OK-A5Q2	9	0	10	0	5	0	0	0	2	7	6	4
BRCA_TCGA-OL-A5D6	9	2	4	0	0	0	4	0	12	17	7	2
BRCA_TCGA-OL-A5D7	10	1	0	0	7	0	6	1	9	28	14	4
BRCA_TCGA-OL-A5D8	8	0	0	5	0	1	0	4	5	6	4	6
BRCA_TCGA-OL-A5DA	8	1	17	1	7	0	2	0	5	10	61	2
BRCA_TCGA-OL-A5RU	7	0	0	6	0	0	3	0	16	13	1	0
BRCA_TCGA-OL-A5RV	6	0	0	0	4	0	0	0	1	5	0	1
BRCA_TCGA-OL-A5RW	0	1	8	10	15	0	8	13	1	74	119	4
BRCA_TCGA-OL-A5RX	7	0	3	5	1	0	2	4	0	10	3	0
BRCA_TCGA-OL-A5RY	3	0	0	2	3	0	0	2	0	0	3	0
BRCA_TCGA-OL-A5RZ	23	4	9	15	0	4	5	0	18	51	20	3
BRCA_TCGA-OL-A5S0	13	0	2	0	4	0	4	0	6	8	5	2
BRCA_TCGA-OL-A66H	2	0	0	3	3	0	0	2	3	13	1	0
BRCA_TCGA-OL-A66I	6	0	4	3	0	6	1	0	14	16	6	0
BRCA_TCGA-OL-A66J	12	3	1	5	0	3	4	7	14	8	10	1
BRCA_TCGA-OL-A66K	6	0	0	14	0	0	0	0	7	16	4	0
BRCA_TCGA-OL-A66L	3	1	8	5	0	0	0	8	10	0	59	0
BRCA_TCGA-OL-A66N	16	0	3	3	3	2	3	2	7	15	3	1
BRCA_TCGA-OL-A66O	11	0	0	2	1	0	0	6	4	10	2	2
BRCA_TCGA-OL-A66P	4	5	7	7	2	5	15	6	15	53	3	1
BRCA_TCGA-OL-A6VO	8	3	0	3	2	0	0	2	8	7	3	2
BRCA_TCGA-OL-A6VQ	7	3	5	3	4	0	5	0	7	1	47	0
BRCA_TCGA-OL-A6VR	2	0	1	5	2	0	1	0	0	5	1	0
BRCA_TCGA-OL-A97C	8	1	0	6	14	3	4	3	10	18	2	1
BRCA_TCGA-PE-A5DC	11	0	4	5	5	6	9	1	19	64	21	9
BRCA_TCGA-PE-A5DD	7	0	7	3	0	0	0	7	18	6	37	0
BRCA_TCGA-PE-A5DE	0	1	89	16	0	0	0	0	67	0	516	0
BRCA_TCGA-PL-A8LV	7	9	1	4	4	0	9	11	12	50	46	2
BRCA_TCGA-PL-A8LX	9	0	0	3	8	0	8	0	4	14	1	2
BRCA_TCGA-PL-A8LY	1	0	0	0	1	0	0	3	1	0	0	1
BRCA_TCGA-PL-A8LZ	0	0	9	6	1	13	0	7	26	61	13	0
BRCA_TCGA-S3-A6ZF	18	1	0	0	0	0	1	0	15	10	5	2
BRCA_TCGA-S3-A6ZG	13	0	11	0	8	0	0	2	3	17	3	3
BRCA_TCGA-S3-A6ZH	9	2	5	5	3	0	1	0	0	12	4	4
BRCA_TCGA-S3-AA0Z	12	6	0	1	2	0	4	11	18	5	18	0
BRCA_TCGA-S3-AA10	1	0	0	5	5	3	12	0	24	71	23	6
BRCA_TCGA-S3-AA11	0	5	6	6	4	2	6	2	14	47	4	0
BRCA_TCGA-S3-AA12	9	0	3	0	0	2	3	3	18	15	5	2
BRCA_TCGA-S3-AA14	10	0	0	1	2	0	0	0	0	4	7	0
BRCA_TCGA-S3-AA15	2	1	5	3	0	2	0	1	6	2	36	2
BRCA_TCGA-S3-AA17	10	0	6	3	12	0	5	16	5	61	19	4
BRCA_TCGA-UL-AAZ6	8	5	3	6	24	2	8	0	7	51	21	5
BRCA_TCGA-UU-A93S	0	5	2	27	0	9	0	11	26	93	19	4
BRCA_TCGA-V7-A7HQ	3	0	1	3	0	0	2	0	5	12	5	0
BRCA_TCGA-W8-A86G	9	0	0	0	4	0	5	0	5	9	3	0
BRCA_TCGA-WT-AB41	6	0	4	0	7	0	3	0	16	5	20	1
BRCA_TCGA-WT-AB44	10	4	1	11	0	0	0	4	8	20	0	2
BRCA_TCGA-XX-A899	0	0	11	1	4	0	2	0	10	5	27	0
BRCA_TCGA-XX-A89A	18	3	18	2	3	0	0	10	0	9	202	0
BRCA_TCGA-Z7-A8R5	16	0	0	0	6	0	0	2	5	4	1	0
BRCA_TCGA-Z7-A8R6	3	3	10	12	2	0	2	0	17	0	57	1
COAD_TCGA-3L-AA1B	63	5	19	9	0	9	1	4	22	40	8	0
COAD_TCGA-4N-A93T	46	9	9	0	14	2	0	12	14	34	2	1
COAD_TCGA-4T-AA8H	53	7	9	23	0	8	0	8	45	26	0	0
COAD_TCGA-5M-AAT4	69	11	4	22	4	8	0	7	12	74	19	25
COAD_TCGA-5M-AAT5	46	10	1	11	0	2	0	4	22	23	2	3
COAD_TCGA-5M-AAT6	970	0	61	357	273	39	273	528	0	0	0	8
COAD_TCGA-5M-AATA	49	4	7	12	5	1	9	0	12	16	0	3
COAD_TCGA-5M-AATE	69	7	8	8	16	5	6	0	14	29	14	8
COAD_TCGA-A6-2671	36	4	2	9	2	0	0	3	4	31	3	0
COAD_TCGA-A6-2674	58	2	8	10	0	6	2	9	12	32	24	4
COAD_TCGA-A6-2675	68	3	2	14	0	0	5	2	13	22	9	2
COAD_TCGA-A6-2677	66	5	20	9	11	4	0	12	20	49	0	3
COAD_TCGA-A6-2681	67	2	4	4	0	8	6	20	9	52	1	9
COAD_TCGA-A6-2684	58	1	6	14	0	1	0	13	20	25	9	0
COAD_TCGA-A6-2685	26	1	2	3	1	1	0	5	10	11	7	0
COAD_TCGA-A6-2686	837	0	69	337	577	162	80	280	151	17	7	10
COAD_TCGA-A6-3809	378	0	0	181	245	98	165	289	4	70	3	43
COAD_TCGA-A6-3810	70	3	12	9	15	7	4	6	32	55	22	15
COAD_TCGA-A6-4105	60	0	2	31	0	13	7	12	8	66	15	5
COAD_TCGA-A6-4107	93	14	7	2	22	0	3	24	30	43	7	2
COAD_TCGA-A6-5656	76	4	8	15	1	1	5	4	10	34	3	3
COAD_TCGA-A6-5657	47	1	16	0	1	12	3	0	23	45	11	0
COAD_TCGA-A6-5659	98	12	34	13	0	7	0	25	44	72	4	0
COAD_TCGA-A6-5660	69	3	7	4	7	0	6	16	11	35	9	0
COAD_TCGA-A6-5661	551	10	35	243	377	100	11	130	9	83	9	3
COAD_TCGA-A6-5662	27	0	7	8	5	0	4	0	5	28	6	1
COAD_TCGA-A6-5664	29	6	0	3	2	0	9	10	0	15	1	3
COAD_TCGA-A6-5665	621	0	40	276	233	147	494	313	33	35	0	28
COAD_TCGA-A6-5666	54	7	13	2	1	7	5	6	0	17	5	6
COAD_TCGA-A6-5667	25	0	6	0	2	0	0	3	31	19	4	0
COAD_TCGA-A6-6137	51	6	12	4	8	0	8	0	21	44	3	4
COAD_TCGA-A6-6138	47	2	4	6	7	0	8	11	40	24	0	2
COAD_TCGA-A6-6142	39	1	1	0	9	0	12	5	19	22	5	4
COAD_TCGA-A6-6648	25	2	3	29	0	0	2	17	23	10	6	0
COAD_TCGA-A6-6649	68	4	7	11	13	5	2	0	11	28	11	5
COAD_TCGA-A6-6651	33	3	0	8	3	0	3	14	2	37	16	2
COAD_TCGA-A6-6652	37	2	0	0	14	0	8	0	19	17	6	5
COAD_TCGA-A6-6653	621	4	42	74	270	41	142	59	63	44	0	21
COAD_TCGA-A6-6654	168	5	9	12	1	4	6	0	0	23	11	4
COAD_TCGA-A6-6780	424	0	1	150	203	139	153	365	10	7	5	20
COAD_TCGA-A6-6781	1344	8	18	226	476	48	34	201	115	0	3	1
COAD_TCGA-A6-6782	48	10	11	2	5	5	8	0	15	66	14	7
COAD_TCGA-A6-A565	167	0	10	62	110	14	28	64	25	3	5	1
COAD_TCGA-A6-A566	79	10	9	7	8	7	5	0	34	52	5	1
COAD_TCGA-A6-A567	26	7	10	0	1	0	4	0	6	21	0	2
COAD_TCGA-A6-A56B	57	2	7	4	5	0	0	8	5	38	5	0
COAD_TCGA-AA-3489	30	9	9	2	8	4	8	3	13	48	11	2
COAD_TCGA-AA-3492	744	0	68	479	438	158	255	360	36	78	31	27
COAD_TCGA-AA-3496	60	7	11	3	11	0	13	5	20	28	4	10
COAD_TCGA-AA-3502	101	3	24	23	2	3	0	16	15	51	4	5
COAD_TCGA-AA-3506	101	7	12	5	4	3	13	0	11	46	1	8
COAD_TCGA-AA-3510	61	2084	1709	474	97	0	61	47	0	0	49	1
COAD_TCGA-AA-3511	41	3	19	4	6	0	5	15	20	30	18	17
COAD_TCGA-AA-3522	3	2	4	4	0	0	0	0	0	3	0	0
COAD_TCGA-AA-3556	12	0	0	7	0	0	0	2	4	0	0	1
COAD_TCGA-AA-3655	38	0	8	16	0	3	11	5	10	12	3	1
COAD_TCGA-AA-3660	61	6	11	33	0	1	0	4	22	37	3	0
COAD_TCGA-AA-3662	50	5	2	0	2	0	1	8	16	26	4	0
COAD_TCGA-AA-3663	367	0	10	250	477	291	472	385	33	0	5	70
COAD_TCGA-AA-3697	67	4	9	6	21	10	7	0	0	113	29	13
COAD_TCGA-AA-3712	23	12	5	10	1	13	6	0	3	44	80	0
COAD_TCGA-AA-3713	320	0	30	323	98	106	35	136	54	70	12	21
COAD_TCGA-AA-3947	615	0	56	594	449	320	176	472	57	94	18	108
COAD_TCGA-AA-3984	170	2370	2692	1055	0	98	465	295	180	0	35	202
COAD_TCGA-AA-A00N	338	2102	2986	1032	0	94	379	210	0	0	0	187
COAD_TCGA-AA-A010	350	4537	2374	1373	276	1301	590	0	154	0	0	222
COAD_TCGA-AA-A01P	379	7	30	139	193	47	126	80	7	55	11	22
COAD_TCGA-AA-A01R	1285	0	73	281	361	114	108	239	32	6	0	7
COAD_TCGA-AA-A022	721	0	66	361	277	116	76	204	15	71	0	0
COAD_TCGA-AD-5900	545	0	68	334	394	154	78	283	0	39	15	0
COAD_TCGA-AD-6548	60	1	9	0	5	0	11	5	28	35	7	10
COAD_TCGA-AD-6888	65	2	11	13	4	3	2	19	7	16	0	2
COAD_TCGA-AD-6889	579	0	28	272	526	132	70	343	69	30	13	8
COAD_TCGA-AD-6890	71	5	4	11	0	2	4	5	0	31	8	3
COAD_TCGA-AD-6895	467	4	87	444	252	35	134	106	321	239	76	31
COAD_TCGA-AD-6899	73	6	14	22	0	4	0	8	33	30	22	1
COAD_TCGA-AD-6901	98	9	17	17	26	2	3	30	6	92	29	9
COAD_TCGA-AD-6963	44	1	0	9	9	0	7	2	3	18	15	4
COAD_TCGA-AD-6964	229	6	31	284	460	50	455	142	238	18	3	0
COAD_TCGA-AD-6965	61	4	8	15	2	8	1	12	16	26	9	0
COAD_TCGA-AD-A5EJ	467	0	17	232	366	195	86	294	40	11	17	20
COAD_TCGA-AD-A5EK	36	2	2	11	0	11	0	0	20	34	9	2
COAD_TCGA-AM-5820	44	7	3	11	0	0	1	4	11	17	4	0
COAD_TCGA-AM-5821	370	0	22	411	172	153	106	254	0	47	2	67
COAD_TCGA-AU-3779	57	10	3	3	10	0	5	1	14	32	7	1
COAD_TCGA-AU-6004	461	0	42	145	159	57	81	208	7	7	0	0
COAD_TCGA-AY-5543	51	9	12	0	10	2	14	14	14	29	9	1
COAD_TCGA-AY-6196	42	2	9	0	26	9	16	0	42	146	15	7
COAD_TCGA-AY-6197	266	0	25	122	221	75	304	269	44	0	0	0
COAD_TCGA-AY-6386	63	3	8	0	7	0	2	12	23	28	2	0
COAD_TCGA-AY-A54L	60	7	8	7	10	11	0	14	23	50	5	5
COAD_TCGA-AY-A69D	90	16	19	12	5	12	4	17	45	55	4	0
COAD_TCGA-AY-A71X	51	1	13	15	0	2	0	2	9	19	3	5
COAD_TCGA-AY-A8YK	29	0	6	10	6	6	0	11	3	21	1	3
COAD_TCGA-AZ-4308	28	0	7	4	1	2	17	0	7	25	5	0
COAD_TCGA-AZ-4315	275	2942	3440	1373	31	258	866	218	10	0	0	295
COAD_TCGA-AZ-4323	20	2	6	0	10	1	9	0	10	13	0	8
COAD_TCGA-AZ-4614	79	1	2	11	16	10	10	1	15	72	15	40
COAD_TCGA-AZ-4615	286	0	26	43	176	68	100	234	0	20	11	7
COAD_TCGA-AZ-4616	42	5	11	11	0	2	3	20	5	18	5	6
COAD_TCGA-AZ-4681	33	0	1	9	2	3	0	10	11	28	7	0
COAD_TCGA-AZ-4682	51	3	10	0	5	0	0	4	6	18	7	3
COAD_TCGA-AZ-5403	19	8	6	14	0	0	7	0	17	27	3	5
COAD_TCGA-AZ-5407	49	5	1	22	1	2	0	1	12	35	0	3
COAD_TCGA-AZ-6598	698	0	64	748	384	182	125	330	106	49	2	6
COAD_TCGA-AZ-6599	0	2	32	38	0	1	0	0	267	0	78	1
COAD_TCGA-AZ-6600	65	8	3	0	2	6	7	3	13	60	12	3
COAD_TCGA-AZ-6601	1370	0	42	293	507	185	67	240	102	0	0	3
COAD_TCGA-AZ-6603	42	2	13	0	1	1	4	6	10	19	0	1
COAD_TCGA-AZ-6605	46	3	20	6	18	1	21	7	6	29	6	8
COAD_TCGA-AZ-6606	79	2	8	3	10	4	11	9	24	22	16	17
COAD_TCGA-AZ-6607	21	0	4	2	0	0	6	17	22	19	4	6
COAD_TCGA-AZ-6608	42	2	3	0	10	0	34	0	2	101	9	17
COAD_TCGA-CA-5254	89	2	9	15	4	11	16	15	25	70	8	3
COAD_TCGA-CA-5255	26	2	5	1	7	0	8	2	7	14	0	3
COAD_TCGA-CA-5256	43	4	5	7	4	0	4	16	15	5	0	3
COAD_TCGA-CA-5796	39	3	1	0	0	1	7	5	19	21	0	0
COAD_TCGA-CA-5797	18	2	1	0	4	0	5	0	25	27	6	1
COAD_TCGA-CA-6715	33	5	11	0	0	18	12	6	14	21	0	3
COAD_TCGA-CA-6716	96	6	6	12	9	9	6	0	5	46	11	1
COAD_TCGA-CA-6717	261	5091	2794	518	0	530	990	1491	189	0	47	1054
COAD_TCGA-CA-6718	38	2486	1042	153	3	13	76	455	0	12	8	142
COAD_TCGA-CA-6719	64	7	10	12	0	5	19	13	18	12	1	0
COAD_TCGA-CK-4947	53	2	2	9	0	0	4	15	7	31	3	7
COAD_TCGA-CK-4948	58	3	1	8	6	2	3	8	6	37	7	3
COAD_TCGA-CK-4950	61	9	8	3	19	2	8	2	26	83	2	5
COAD_TCGA-CK-4951	236	45	333	1648	653	0	344	0	1966	810	405	16
COAD_TCGA-CK-4952	74	0	5	0	0	7	12	4	44	30	12	14
COAD_TCGA-CK-5912	32	0	7	3	11	0	3	0	2	23	4	2
COAD_TCGA-CK-5913	375	0	18	81	133	91	103	208	39	1	0	0
COAD_TCGA-CK-5914	59	8	13	22	0	5	4	6	19	47	6	3
COAD_TCGA-CK-5915	76	3	0	0	6	0	8	7	12	12	3	2
COAD_TCGA-CK-5916	658	26	24	204	388	21	208	214	35	35	5	0
COAD_TCGA-CK-6746	336	0	27	208	287	82	141	279	29	44	3	20
COAD_TCGA-CK-6747	76	3	15	19	0	0	0	16	2	23	7	4
COAD_TCGA-CK-6748	31	0	5	0	7	4	6	6	0	24	2	6
COAD_TCGA-CK-6751	60	11	16	34	0	3	0	8	50	41	3	3
COAD_TCGA-CM-4743	483	0	19	126	253	130	115	206	25	38	10	13
COAD_TCGA-CM-4744	86	7	9	0	1	7	14	3	20	50	2	2
COAD_TCGA-CM-4746	476	0	24	183	94	66	0	75	9	3	4	7
COAD_TCGA-CM-4747	54	2	0	21	0	0	1	10	17	23	6	3
COAD_TCGA-CM-4748	28	4	1	6	0	4	11	1	6	27	5	2
COAD_TCGA-CM-4750	44	9	0	0	0	0	4	3	21	33	0	4
COAD_TCGA-CM-4751	55	3	0	27	0	0	3	14	2	20	1	3
COAD_TCGA-CM-4752	80	8	12	2	14	5	9	0	12	33	3	0
COAD_TCGA-CM-5341	88	2	0	0	8	3	14	7	14	52	15	3
COAD_TCGA-CM-5344	46	7	0	2	12	0	3	0	0	28	2	0
COAD_TCGA-CM-5348	84	2	28	18	6	7	11	0	8	62	23	4
COAD_TCGA-CM-5349	73	2	11	4	1	0	3	9	14	22	2	6
COAD_TCGA-CM-5860	60	2	17	9	0	5	0	12	16	30	4	3
COAD_TCGA-CM-5861	323	0	32	246	284	134	461	231	30	41	7	34
COAD_TCGA-CM-5862	61	3	4	4	6	4	7	9	4	21	5	7
COAD_TCGA-CM-5863	33	3	8	5	0	0	0	13	14	7	3	1
COAD_TCGA-CM-5864	41	8	9	28	1	2	2	26	36	108	5	0
COAD_TCGA-CM-5868	38	6	7	3	19	0	2	16	9	16	8	3
COAD_TCGA-CM-6161	52	2	4	0	7	0	7	9	22	32	1	1
COAD_TCGA-CM-6163	55	1	11	0	0	2	4	9	17	33	9	2
COAD_TCGA-CM-6164	19	1	8	8	0	5	2	16	11	27	1	0
COAD_TCGA-CM-6165	41	6	2	4	14	4	3	10	15	52	3	0
COAD_TCGA-CM-6166	28	6	13	23	0	1	0	1	0	34	12	0
COAD_TCGA-CM-6167	39	2	3	5	0	3	0	10	14	28	0	0
COAD_TCGA-CM-6168	83	3	9	26	32	8	14	25	15	54	16	6
COAD_TCGA-CM-6169	55	5	2	2	17	0	9	0	0	41	3	2
COAD_TCGA-CM-6170	39	1	3	10	3	0	0	16	43	1	9	5
COAD_TCGA-CM-6171	649	0	22	101	257	84	88	203	69	4	7	3
COAD_TCGA-CM-6172	42	1	12	13	0	0	0	4	19	32	8	9
COAD_TCGA-CM-6674	486	0	32	109	196	16	74	134	0	0	10	7
COAD_TCGA-CM-6675	28	0	3	11	0	7	0	16	28	30	0	5
COAD_TCGA-CM-6676	47	3	7	16	0	5	3	9	17	31	0	5
COAD_TCGA-CM-6677	66	10	9	26	0	7	2	4	17	35	3	4
COAD_TCGA-CM-6678	75	7	5	11	0	0	9	9	40	21	1	1
COAD_TCGA-CM-6679	21	2	1	18	0	0	12	22	9	11	6	4
COAD_TCGA-CM-6680	46	0	13	4	0	0	10	7	16	26	2	1
COAD_TCGA-D5-5537	46	6	6	16	0	1	4	7	24	28	0	1
COAD_TCGA-D5-5538	49	6	8	0	14	0	8	13	19	38	1	7
COAD_TCGA-D5-5539	56	1	0	0	9	0	6	1	19	39	5	10
COAD_TCGA-D5-5540	70	5	9	12	0	1	1	3	8	50	13	5
COAD_TCGA-D5-5541	31	0	10	6	1	0	2	7	19	12	2	1
COAD_TCGA-D5-6529	57	7	10	20	10	0	0	3	9	26	4	1
COAD_TCGA-D5-6530	535	0	11	119	260	56	83	126	28	4	0	5
COAD_TCGA-D5-6531	104	10	11	10	7	4	5	0	27	57	7	12
COAD_TCGA-D5-6532	56	5	13	8	4	4	1	8	2	27	27	9
COAD_TCGA-D5-6533	54	4	16	0	16	3	9	4	29	76	9	7
COAD_TCGA-D5-6534	56	7	7	0	20	6	3	0	7	80	10	13
COAD_TCGA-D5-6535	49	9	8	8	7	11	11	0	19	70	28	12
COAD_TCGA-D5-6536	39	0	6	23	0	6	4	4	0	45	7	0
COAD_TCGA-D5-6537	65	9	9	0	4	5	4	5	0	39	1	2
COAD_TCGA-D5-6538	63	2	13	32	0	1	0	13	17	31	6	3
COAD_TCGA-D5-6539	41	4	7	0	10	1	9	2	2	37	10	4
COAD_TCGA-D5-6540	434	0	58	423	193	147	0	143	14	80	0	22
COAD_TCGA-D5-6541	67	1	1	1	6	0	2	9	0	19	8	0
COAD_TCGA-D5-6898	37	5	2	8	3	2	2	4	0	31	5	1
COAD_TCGA-D5-6920	57	5	7	19	6	0	3	0	2	34	16	2
COAD_TCGA-D5-6922	52	2	8	19	0	0	2	5	13	29	13	7
COAD_TCGA-D5-6924	66	6	5	0	9	1	8	1	25	61	7	9
COAD_TCGA-D5-6926	59	4	4	0	1	0	9	24	14	29	14	4
COAD_TCGA-D5-6927	226	1	13	107	121	57	123	153	7	0	1	4
COAD_TCGA-D5-6928	515	3	44	627	273	211	30	198	81	69	25	0
COAD_TCGA-D5-6929	29	1	8	12	0	16	0	22	23	26	18	6
COAD_TCGA-D5-6930	356	10	48	716	120	90	0	35	84	69	15	18
COAD_TCGA-D5-6931	51	6	19	39	0	11	4	7	67	62	7	142
COAD_TCGA-D5-6932	37	8	4	5	10	8	7	17	9	56	5	10
COAD_TCGA-D5-7000	62	0	8	4	9	1	2	1	1	47	10	3
COAD_TCGA-DM-A0X9	73	7	18	5	12	4	5	7	29	59	11	8
COAD_TCGA-DM-A0XD	68	7	16	26	0	0	0	22	35	33	16	4
COAD_TCGA-DM-A0XF	27	4	13	0	24	0	4	5	15	67	10	5
COAD_TCGA-DM-A1D0	49	1	1	0	5	8	6	8	7	50	13	6
COAD_TCGA-DM-A1D4	102	8	8	16	2	11	9	22	8	37	8	4
COAD_TCGA-DM-A1D6	65	0	6	2	10	3	7	7	2	30	17	3
COAD_TCGA-DM-A1D7	55	4	0	6	18	3	4	7	17	68	10	1
COAD_TCGA-DM-A1D8	51	7	14	11	3	7	1	19	13	81	8	13
COAD_TCGA-DM-A1D9	37	3	12	0	9	11	9	0	23	68	5	3
COAD_TCGA-DM-A1DA	66	6	10	31	16	19	0	15	38	141	7	28
COAD_TCGA-DM-A1DB	30	1	5	3	8	0	4	4	6	19	7	6
COAD_TCGA-DM-A1HA	71	6	0	15	0	6	6	0	8	64	13	2
COAD_TCGA-DM-A1HB	351	0	22	148	202	89	216	339	0	62	14	22
COAD_TCGA-DM-A280	45	8	6	15	0	0	5	0	16	35	4	44
COAD_TCGA-DM-A282	57	6	10	0	1	4	9	2	17	21	11	0
COAD_TCGA-DM-A285	43	5	14	19	0	1	2	32	16	79	14	10
