Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I	SBS96J	SBS96K	SBS96L	SBS96M
COAD_TCGA-CM-6170	3.36E+00	3.14E-01	9.83E-01	1.79E+00	1.67E+00	8.95E-01	6.40E-01	9.98E-01	2.74E+00	1.51E+00	1.40E+00	1.73E+00	1.59E+00
COAD_TCGA-CM-6171	2.46E+01	1.93E+00	9.70E+00	1.43E+01	3.30E+01	5.18E+00	6.81E+00	2.87E+01	4.10E+00	3.06E+01	5.73E+00	1.09E+00	1.82E+00
COAD_TCGA-CM-6172	1.68E+00	5.00E-01	1.36E+00	1.68E+00	9.52E-01	0.00E+00	2.24E-01	1.76E+00	1.53E+00	3.82E+00	2.99E+00	1.16E+00	9.67E-01
COAD_TCGA-CM-6674	1.94E+01	5.97E-01	4.19E+00	6.45E+00	2.30E+01	6.16E-01	6.04E+00	1.98E+01	1.78E+00	2.86E+01	2.13E+00	1.12E+00	1.39E+00
COAD_TCGA-CM-6675	2.12E+00	3.40E-01	1.42E+00	9.43E-01	0.00E+00	1.43E+00	1.51E+00	1.15E+00	2.98E+00	3.14E+00	3.44E+00	6.70E-01	2.25E+00
COAD_TCGA-CM-6676	3.75E+00	5.97E-01	1.75E+00	2.72E+00	7.12E-01	1.31E+00	1.32E+00	1.73E+00	2.37E+00	4.05E+00	2.71E+00	0.00E+00	1.22E+00
COAD_TCGA-CM-6677	4.59E+00	1.33E+00	1.50E+00	2.98E+00	5.17E-01	2.29E+00	1.99E+00	3.39E+00	2.82E+00	3.45E+00	2.61E+00	5.17E-01	1.06E+00
COAD_TCGA-CM-6678	4.31E+00	4.00E-01	1.51E+00	1.44E+00	8.60E-01	4.00E-01	1.80E+00	2.13E+00	2.79E+00	3.59E+00	2.75E+00	3.07E-01	6.11E-01
COAD_TCGA-CM-6679	1.88E+00	6.67E-01	3.67E-01	1.62E+00	1.18E+00	1.00E-01	2.55E+00	1.46E+00	3.01E+00	3.56E+00	2.06E+00	1.03E+00	9.64E-01
COAD_TCGA-CM-6680	2.73E+00	0.00E+00	1.48E+00	2.12E+00	0.00E+00	8.97E-01	2.00E+00	2.00E+00	2.73E+00	2.86E+00	2.62E+00	6.99E-01	2.13E-01
COAD_TCGA-D5-5537	3.10E+00	5.37E-01	1.40E+00	2.01E+00	1.79E+00	4.77E-01	1.19E+00	2.10E+00	3.07E+00	3.38E+00	3.23E+00	5.59E-01	3.48E-01
COAD_TCGA-D5-5538	2.29E+00	5.86E-01	1.03E+00	1.12E+00	2.86E+00	7.90E-01	2.16E+00	2.24E+00	2.59E+00	2.61E+00	3.54E+00	4.48E-01	1.09E+00
COAD_TCGA-D5-5539	2.39E+00	2.98E-01	1.65E+00	1.61E+00	1.92E+00	9.94E-01	1.04E+00	2.70E+00	2.45E+00	2.50E+00	2.79E+00	1.29E+00	1.52E+00
COAD_TCGA-D5-5540	3.20E+00	8.59E-01	1.85E+00	1.78E+00	5.04E-01	3.96E-01	6.15E-01	3.22E+00	1.88E+00	4.91E+00	4.26E+00	1.13E+00	1.46E+00
COAD_TCGA-D5-5541	2.62E+00	0.00E+00	1.62E+00	1.09E+00	9.91E-01	6.15E-01	1.19E+00	8.23E-01	2.64E+00	1.15E+00	1.39E+00	8.83E-01	9.12E-01
COAD_TCGA-D5-6529	3.74E+00	7.61E-01	1.40E+00	3.19E+00	1.62E+00	0.00E+00	9.45E-01	1.90E+00	1.80E+00	3.31E+00	1.77E+00	1.06E+00	5.78E-01
COAD_TCGA-D5-6530	1.70E+01	1.08E+00	6.93E+00	7.79E+00	2.76E+01	2.12E+00	4.68E+00	2.34E+01	6.04E+00	3.11E+01	2.46E+00	5.47E-01	9.89E-01
COAD_TCGA-D5-6531	3.84E+00	1.14E+00	2.22E+00	2.62E+00	1.50E+00	1.20E+00	1.19E+00	3.71E+00	3.80E+00	5.70E+00	4.11E+00	1.35E+00	1.69E+00
COAD_TCGA-D5-6532	1.05E+00	1.34E+00	2.16E+00	3.06E-01	2.05E+00	8.84E-01	1.13E+00	1.45E+00	1.84E+00	1.85E+00	3.33E+00	1.90E+00	1.01E+00
COAD_TCGA-D5-6533	2.79E+00	9.07E-01	1.54E+00	1.22E+00	1.77E+00	1.20E+00	9.94E-01	3.16E+00	2.44E+00	3.32E+00	5.27E+00	2.06E+00	1.33E+00
COAD_TCGA-D5-6534	3.70E+00	9.80E-01	1.46E+00	1.21E+00	2.25E+00	1.41E+00	5.62E-01	2.73E+00	2.02E+00	4.99E+00	5.16E+00	6.40E-01	1.47E+00
COAD_TCGA-D5-6535	2.56E+00	1.69E+00	1.12E+00	2.00E+00	1.61E+00	2.98E+00	1.67E+00	2.62E+00	2.79E+00	6.58E+00	4.63E+00	2.20E+00	1.47E+00
COAD_TCGA-D5-6536	2.66E+00	0.00E+00	7.67E-01	3.01E+00	1.62E+00	1.03E+00	9.98E-01	1.20E+00	1.26E+00	2.63E+00	1.96E+00	1.10E+00	1.00E-01
COAD_TCGA-D5-6537	3.71E+00	9.78E-01	1.27E+00	1.44E+00	1.60E+00	1.27E+00	1.18E+00	3.63E+00	1.13E+00	2.13E+00	3.80E+00	3.48E-01	8.94E-01
COAD_TCGA-D5-6538	4.06E+00	7.86E-01	2.14E+00	1.77E+00	1.17E+00	7.72E-01	1.09E+00	2.61E+00	3.15E+00	2.83E+00	3.01E+00	5.67E-01	1.14E+00
COAD_TCGA-D5-6539	2.38E+00	1.02E+00	1.03E+00	9.07E-01	1.39E+00	1.02E+00	1.91E+00	1.85E+00	2.16E+00	1.57E+00	2.97E+00	1.09E+00	9.46E-01
COAD_TCGA-D5-6540	1.40E+01	3.35E+00	6.76E+00	1.76E+01	2.98E+01	1.02E+01	2.34E+00	2.92E+01	5.00E-01	2.93E+01	9.69E+00	1.16E+00	3.60E+00
COAD_TCGA-D5-6541	3.81E+00	5.67E-01	1.28E+00	2.15E+00	8.03E-01	5.12E-01	8.17E-01	2.27E+00	2.02E+00	1.15E+00	2.34E+00	7.72E-01	0.00E+00
COAD_TCGA-D5-6898	1.78E+00	6.11E-01	6.19E-01	8.75E-01	7.06E-01	4.00E-01	1.35E+00	2.05E+00	1.05E+00	2.08E+00	3.10E+00	5.33E-01	3.35E-01
COAD_TCGA-D5-6920	2.82E+00	1.13E+00	1.52E+00	2.75E+00	1.27E+00	0.00E+00	1.12E+00	2.66E+00	1.69E+00	2.85E+00	3.30E+00	1.36E+00	9.20E-01
COAD_TCGA-D5-6922	1.76E+00	3.67E-01	1.71E+00	1.51E+00	8.06E-01	0.00E+00	1.46E+00	2.37E+00	1.95E+00	2.27E+00	2.89E+00	1.05E+00	7.77E-01
COAD_TCGA-D5-6924	4.42E+00	6.83E-01	1.32E+00	1.97E+00	1.51E+00	1.13E+00	1.02E+00	2.99E+00	3.17E+00	3.84E+00	4.49E+00	1.45E+00	1.07E+00
COAD_TCGA-D5-6926	3.42E+00	1.23E+00	8.97E-01	1.51E+00	9.21E-01	0.00E+00	1.27E+00	1.81E+00	1.93E+00	2.56E+00	2.54E+00	1.37E+00	1.35E+00
COAD_TCGA-D5-6927	8.16E+00	2.50E+00	2.66E+00	5.22E+00	2.06E+01	2.95E+00	7.13E+00	1.39E+01	3.24E+00	2.29E+01	2.33E+00	0.00E+00	1.35E+00
COAD_TCGA-D5-6928	1.63E+01	2.75E+00	9.51E+00	8.79E+00	4.21E+01	7.11E+00	8.29E+00	3.49E+01	9.41E+00	4.49E+01	4.57E+00	2.97E+00	1.03E+00
COAD_TCGA-D5-6929	2.42E+00	4.73E-01	1.41E+00	9.69E-01	3.44E+00	1.45E+00	1.49E+00	2.05E+00	1.55E+00	3.77E+00	1.64E+00	1.50E+00	8.84E-01
COAD_TCGA-D5-6930	1.56E+01	1.45E+00	4.17E+00	1.30E+01	9.70E+00	6.63E+00	4.31E+00	1.79E+01	7.09E+00	9.79E+00	6.03E+00	1.62E+00	1.94E+00
COAD_TCGA-D5-6931	4.50E+00	1.03E+00	2.32E+00	1.76E+00	2.17E+00	1.90E+00	1.44E+00	2.15E+00	6.32E+00	5.54E+00	4.18E+00	1.38E+00	4.83E+00
COAD_TCGA-D5-6932	1.70E+00	1.39E+00	9.71E-01	1.36E+00	2.24E+00	1.56E+00	1.73E+00	8.49E-01	1.07E+00	3.29E+00	3.33E+00	8.19E-01	1.11E+00
COAD_TCGA-D5-7000	1.84E+00	1.00E-01	8.67E-01	1.93E+00	1.33E+00	1.05E+00	0.00E+00	2.11E+00	1.59E+00	3.49E+00	3.91E+00	9.80E-01	1.27E+00
COAD_TCGA-DM-A0X9	2.43E+00	8.33E-01	2.20E+00	1.86E+00	2.09E+00	1.76E+00	1.39E+00	2.47E+00	2.94E+00	4.85E+00	5.07E+00	1.07E+00	1.06E+00
COAD_TCGA-DM-A0XD	1.98E+00	5.97E-01	1.63E+00	1.89E+00	1.25E+00	1.62E+00	7.00E-01	3.31E+00	2.93E+00	4.06E+00	4.70E+00	1.07E+00	7.89E-01
COAD_TCGA-DM-A0XF	2.09E+00	7.18E-01	9.07E-01	8.75E-01	2.21E+00	1.33E-01	9.89E-01	1.43E+00	3.20E+00	3.87E+00	4.84E+00	1.33E+00	9.48E-01
COAD_TCGA-DM-A1D0	2.19E+00	8.67E-01	1.10E+00	1.26E+00	1.29E+00	2.40E+00	1.60E+00	2.09E+00	1.90E+00	1.90E+00	1.77E+00	1.04E+00	8.70E-01
COAD_TCGA-DM-A1D4	4.77E+00	1.30E+00	1.24E+00	2.37E+00	1.40E+00	2.03E+00	2.86E+00	3.57E+00	2.02E+00	4.19E+00	4.83E+00	5.54E-01	1.14E+00
COAD_TCGA-DM-A1D6	3.27E+00	1.08E+00	1.25E+00	3.40E-01	1.98E+00	8.00E-01	9.29E-01	1.84E+00	1.72E+00	2.12E+00	1.97E+00	1.70E+00	7.52E-01
COAD_TCGA-DM-A1D7	4.57E+00	5.39E-01	1.22E+00	2.28E+00	1.77E+00	1.14E+00	9.22E-01	2.22E+00	3.31E+00	3.87E+00	4.48E+00	1.01E+00	6.23E-01
COAD_TCGA-DM-A1D8	4.06E+00	1.10E+00	1.07E+00	1.37E+00	2.25E+00	1.89E+00	1.51E+00	4.49E+00	2.68E+00	8.33E+00	6.32E+00	1.29E+00	2.18E+00
COAD_TCGA-DM-A1D9	2.94E+00	7.60E-01	1.53E+00	1.82E+00	1.45E+00	1.25E+00	1.48E+00	1.20E+00	2.91E+00	2.47E+00	2.54E+00	1.53E+00	9.36E-01
COAD_TCGA-DM-A1DA	4.07E+00	1.18E+00	1.31E+00	4.04E+00	4.42E+00	3.20E+00	6.53E-01	5.29E+00	3.60E+00	1.11E+01	1.05E+01	7.48E-01	1.60E+00
COAD_TCGA-DM-A1DB	2.08E+00	7.63E-01	1.00E+00	6.29E-01	8.46E-01	0.00E+00	1.19E+00	9.20E-01	1.73E+00	9.67E-01	2.07E+00	1.00E+00	1.34E+00
COAD_TCGA-DM-A1HA	3.98E+00	1.06E+00	1.07E+00	2.91E+00	3.06E-01	1.56E+00	1.32E+00	2.05E+00	2.04E+00	5.70E+00	4.40E+00	1.51E+00	6.29E-01
COAD_TCGA-DM-A1HB	1.58E+01	1.94E+00	5.69E+00	1.04E+01	3.72E+01	4.72E+00	1.62E+01	2.38E+01	4.71E+00	4.13E+01	8.22E+00	9.07E-01	2.54E+00
COAD_TCGA-DM-A280	2.59E+00	8.95E-01	9.71E-01	1.90E+00	1.00E-01	0.00E+00	1.43E+00	1.88E+00	1.96E+00	6.23E+00	3.89E+00	1.37E+00	3.18E+00
COAD_TCGA-DM-A282	3.25E+00	1.04E+00	1.19E+00	0.00E+00	1.01E+00	1.30E+00	1.78E+00	2.40E+00	2.52E+00	1.73E+00	3.20E+00	1.16E+00	1.00E-01
COAD_TCGA-DM-A285	3.17E+00	1.09E+00	1.07E+00	1.60E+00	5.54E-01	1.53E+00	2.39E+00	3.65E+00	2.31E+00	4.82E+00	7.63E+00	6.74E-01	1.58E+00
COAD_TCGA-DM-A288	1.89E+00	1.02E+00	6.87E-01	1.78E+00	1.05E+00	1.23E+00	8.19E-01	1.39E+00	1.51E+00	1.97E+00	1.80E+00	1.08E+00	5.04E-01
COAD_TCGA-DM-A28A	4.14E+00	1.35E+00	1.18E+00	1.98E+00	3.15E+00	9.17E-01	1.84E+00	2.80E+00	2.31E+00	3.62E+00	5.53E+00	1.17E+00	6.80E-01
COAD_TCGA-DM-A28C	2.28E+00	6.54E-01	9.07E-01	1.56E+00	1.92E+00	2.00E-01	3.06E-01	2.36E+00	1.69E+00	4.01E+00	4.51E+00	1.27E+00	7.16E-01
COAD_TCGA-DM-A28E	2.99E+00	4.28E-01	1.13E+00	1.60E+00	7.45E-01	0.00E+00	2.89E+00	1.30E+00	1.81E+00	2.11E+00	2.23E+00	1.10E+00	8.72E-01
COAD_TCGA-DM-A28F	3.69E+00	2.14E+00	1.57E+00	3.59E+00	2.29E+00	1.57E+00	2.96E+00	2.85E+00	3.30E+00	6.24E+00	4.32E+00	1.91E+00	2.22E+00
COAD_TCGA-DM-A28G	5.48E+00	3.94E-01	7.42E-01	2.61E+00	2.96E+00	1.42E+00	1.13E+00	1.72E+00	3.04E+00	2.44E+00	2.99E+00	7.60E-01	1.03E+00
COAD_TCGA-DM-A28H	4.21E+00	1.51E+00	1.48E+00	3.58E+00	1.90E+00	7.06E-01	1.93E+00	2.00E+00	2.60E+00	2.37E+00	2.72E+00	1.27E+00	2.24E-01
COAD_TCGA-DM-A28K	3.79E+00	6.32E-01	9.09E-01	1.60E+00	1.57E+00	5.86E-01	1.05E+00	2.29E+00	1.82E+00	1.68E+00	2.07E+00	8.14E-01	1.05E+00
COAD_TCGA-DM-A28M	3.04E+00	6.32E-01	7.57E-01	1.35E+00	4.73E-01	6.40E-01	1.76E+00	1.46E+00	2.87E+00	2.12E+00	1.57E+00	2.69E-01	1.39E+00
COAD_TCGA-F4-6459	1.51E+00	9.32E-01	1.12E+00	6.99E-01	2.85E+00	8.67E-01	1.12E+00	1.39E+00	3.38E+00	2.00E+00	1.72E+00	1.60E+00	1.09E+00
COAD_TCGA-F4-6460	2.31E+00	7.18E-01	1.84E+00	2.03E+00	1.97E+00	2.10E+00	1.84E+00	2.16E+00	1.54E+00	2.46E+00	4.01E+00	7.67E-01	9.89E-01
COAD_TCGA-F4-6461	4.20E+00	7.95E-01	1.15E+00	3.02E+00	2.13E+00	4.71E-01	1.38E+00	2.49E+00	3.38E+00	3.26E+00	2.71E+00	9.55E-01	8.98E-01
COAD_TCGA-F4-6463	2.28E+00	4.58E-01	1.32E+00	2.84E+00	1.85E+00	4.00E-01	0.00E+00	1.21E+00	1.33E+00	8.85E-01	1.24E+00	4.76E-01	7.77E-01
COAD_TCGA-F4-6569	3.07E+00	1.03E+00	1.05E+00	1.78E+00	8.16E-01	1.03E+00	1.18E+00	1.57E+00	1.40E+00	2.17E+00	1.79E+00	1.09E+00	1.43E+00
COAD_TCGA-F4-6570	1.35E+01	2.40E+00	8.04E+00	1.23E+01	3.14E+01	8.71E+00	5.32E+00	3.02E+01	6.34E+00	3.43E+01	9.67E+00	1.94E+00	3.17E+00
COAD_TCGA-F4-6703	9.03E+00	1.46E+00	2.62E+00	1.02E+01	2.27E+01	2.91E+00	4.38E+00	1.07E+01	3.69E+00	1.93E+01	5.93E+00	1.48E+00	3.26E+00
COAD_TCGA-F4-6704	3.31E+00	7.46E-01	1.38E+00	2.63E+00	1.75E+00	9.64E-01	0.00E+00	6.53E-01	1.75E+00	2.45E+00	1.67E+00	3.06E-01	2.11E+00
COAD_TCGA-F4-6805	2.28E+00	7.90E-01	1.08E+00	1.49E+00	1.16E+00	9.21E-01	1.72E+00	5.26E-01	9.40E-01	1.79E+00	1.84E+00	2.33E-01	9.36E-01
COAD_TCGA-F4-6806	3.94E+00	9.48E-01	6.80E-01	3.03E+00	1.92E+00	4.01E-01	2.43E+00	2.59E+00	1.56E+00	2.03E+00	2.77E+00	8.60E-01	1.00E-01
COAD_TCGA-F4-6807	2.02E+00	1.31E+00	1.34E+00	1.38E+00	3.12E+00	2.18E+00	9.57E-01	6.46E+00	3.29E+00	7.84E+00	6.64E+00	1.17E+00	1.55E+00
COAD_TCGA-F4-6808	3.01E+00	1.08E+00	1.33E+00	2.28E+00	1.64E+00	1.50E+00	1.27E+00	2.48E+00	3.38E+00	4.92E+00	3.92E+00	5.63E-01	1.32E+00
COAD_TCGA-F4-6809	1.54E+00	1.51E+00	4.07E-01	1.32E+00	2.05E+00	1.66E+00	2.92E+00	1.97E+00	2.14E+00	4.20E+00	5.25E+00	1.64E+00	2.09E+00
COAD_TCGA-F4-6854	1.78E+00	5.00E-01	9.98E-01	1.07E+00	1.78E+00	1.59E+00	1.14E+00	1.63E+00	2.40E+00	3.82E+00	3.13E+00	1.33E+00	9.48E-01
COAD_TCGA-F4-6855	2.72E+00	5.12E-01	8.92E-01	1.29E+00	6.53E-01	1.63E+00	8.44E-01	1.75E+00	2.12E+00	5.41E+00	4.98E+00	8.46E-01	1.00E-01
COAD_TCGA-F4-6856	1.13E+01	1.45E+00	4.22E+00	9.99E+00	1.12E+01	5.22E+00	4.43E+00	1.28E+01	5.99E+00	1.41E+01	4.98E+00	9.80E-01	1.42E+00
COAD_TCGA-G4-6293	3.72E+00	6.37E-01	1.09E+00	2.54E+00	1.55E+00	0.00E+00	9.04E-01	2.27E+00	2.75E+00	2.44E+00	2.61E+00	8.72E-01	4.16E-01
COAD_TCGA-G4-6294	1.90E+00	5.54E-01	9.45E-01	2.78E+00	2.46E+00	1.61E+00	9.32E-01	2.93E+00	2.18E+00	2.40E+00	4.20E+00	1.00E+00	1.72E+00
COAD_TCGA-G4-6295	3.25E+00	1.19E+00	1.16E+00	2.83E+00	1.75E+00	1.55E+00	1.11E+00	2.15E+00	2.72E+00	2.72E+00	3.75E+00	1.23E+00	7.27E-01
COAD_TCGA-G4-6297	2.52E+00	7.30E-01	1.50E+00	8.92E-01	3.01E+00	1.93E+00	2.67E-01	1.77E+00	2.10E+00	6.32E-01	2.21E+00	5.12E-01	5.04E-01
COAD_TCGA-G4-6298	2.76E+00	1.19E+00	1.12E+00	1.03E+00	1.10E+00	5.21E-01	3.79E-01	2.28E+00	2.09E+00	1.43E+00	1.89E+00	0.00E+00	0.00E+00
COAD_TCGA-G4-6299	3.34E+00	6.57E-01	1.17E+00	1.52E+00	1.62E+00	2.07E+00	1.78E+00	2.11E+00	3.31E+00	3.37E+00	4.55E+00	1.89E+00	1.55E+00
COAD_TCGA-G4-6302	1.55E+01	2.14E+00	5.07E+00	1.10E+01	3.20E+01	4.60E+00	6.15E+00	2.14E+01	2.26E+00	3.09E+01	6.07E+00	1.62E+00	2.15E+00
COAD_TCGA-G4-6303	1.67E+00	1.31E+00	2.35E+00	1.45E+00	1.44E+00	0.00E+00	1.53E-01	3.23E+00	2.04E+00	1.81E+00	1.57E+00	7.22E-01	5.37E-01
COAD_TCGA-G4-6304	8.68E+00	1.32E+00	4.60E+00	7.65E+00	2.54E+01	3.96E+00	5.42E+00	1.82E+01	7.23E+00	2.34E+01	4.64E+00	8.14E-01	1.06E+00
COAD_TCGA-G4-6306	3.12E+00	1.11E+00	1.44E+00	2.18E+00	2.51E+00	1.33E+00	2.08E+00	2.33E+00	1.24E+00	1.77E+00	2.56E+00	5.93E-01	9.92E-01
COAD_TCGA-G4-6307	1.58E+00	9.78E-01	1.16E+00	1.61E+00	1.13E+00	5.67E-01	1.63E+00	1.02E+00	1.55E+00	3.57E+00	3.76E+00	1.47E+00	6.36E-01
COAD_TCGA-G4-6309	1.79E+01	1.40E+00	7.01E+00	5.71E+00	1.93E+01	3.06E+00	2.73E+00	1.90E+01	1.33E+00	1.97E+01	2.56E+00	0.00E+00	2.23E+00
COAD_TCGA-G4-6310	4.07E+00	8.79E-01	1.75E+00	2.45E+00	1.33E+00	1.15E+00	0.00E+00	2.10E+00	2.78E+00	2.77E+00	2.85E+00	9.91E-01	4.16E-01
COAD_TCGA-G4-6311	2.07E+00	1.57E+00	1.29E+00	1.28E+00	7.75E-01	1.22E+00	1.17E+00	1.51E+00	3.31E+00	6.09E+00	6.39E+00	8.30E-01	1.64E+00
COAD_TCGA-G4-6314	2.55E+00	1.03E+00	1.75E+00	2.13E+00	0.00E+00	2.51E+00	1.54E+00	2.09E+00	1.58E+00	1.47E+00	2.70E+00	1.92E+00	7.67E-01
COAD_TCGA-G4-6315	5.48E+00	5.62E-01	1.58E+00	3.01E+00	0.00E+00	3.42E-01	1.33E+00	2.63E+00	1.85E+00	4.94E+00	4.68E+00	1.10E+00	6.67E-01
COAD_TCGA-G4-6317	2.94E+00	6.33E-01	1.89E+00	2.11E+00	1.65E+00	2.13E-01	1.48E+00	2.08E+00	1.65E+00	2.13E+00	2.19E+00	1.08E+00	3.40E-01
COAD_TCGA-G4-6320	2.02E+01	2.86E+00	8.27E+00	1.04E+01	1.50E+01	6.84E+00	4.90E+00	2.75E+01	9.51E+00	1.82E+01	1.33E+01	1.31E+00	1.16E+00
COAD_TCGA-G4-6321	2.66E+00	1.20E+00	1.08E+00	9.92E-01	1.26E+00	0.00E+00	0.00E+00	1.90E+00	2.89E+00	3.48E+00	2.64E+00	5.73E-01	4.42E-01
COAD_TCGA-G4-6322	2.31E+00	1.25E+00	1.19E+00	9.80E-01	0.00E+00	9.36E-01	1.17E+00	9.00E-01	3.07E+00	2.13E+00	2.51E+00	9.45E-01	0.00E+00
COAD_TCGA-G4-6323	2.01E+00	9.12E-01	9.09E-01	2.75E+00	3.40E-01	7.16E-01	1.71E+00	2.48E+00	2.35E+00	2.69E+00	3.17E+00	1.13E+00	8.62E-01
COAD_TCGA-G4-6586	1.62E+01	1.61E+00	5.08E+00	1.47E+01	3.62E+01	6.65E+00	9.70E+00	2.15E+01	4.53E+00	3.44E+01	4.83E+00	1.18E+00	2.68E+00
COAD_TCGA-G4-6588	2.07E+01	3.44E+00	7.74E+00	1.37E+01	5.39E+01	6.39E+00	1.49E+01	4.51E+01	1.26E+01	6.54E+01	5.34E+00	1.07E+00	3.02E+00
COAD_TCGA-G4-6625	2.14E+00	5.00E-01	1.54E+00	1.31E+00	3.12E+00	1.00E-01	1.11E+00	1.15E+00	2.30E+00	3.06E+00	3.57E+00	8.19E-01	1.64E+00
COAD_TCGA-G4-6626	3.77E+00	0.00E+00	1.39E+00	2.01E+00	3.00E-01	3.00E-01	1.19E+00	2.19E+00	2.50E+00	4.80E+00	4.81E+00	1.60E+00	0.00E+00
COAD_TCGA-G4-6627	3.74E+00	6.18E-01	1.07E+00	2.49E+00	1.37E+00	1.14E+00	1.41E+00	2.65E+00	1.43E+00	3.49E+00	3.61E+00	9.87E-01	7.52E-01
COAD_TCGA-G4-6628	1.71E+01	3.05E+00	6.92E+00	9.63E+00	5.50E+01	1.20E+01	6.10E+00	4.80E+01	1.44E+01	6.12E+01	5.66E+00	9.09E-01	3.46E+00
COAD_TCGA-NH-A50T	4.49E+00	1.33E+00	1.70E+00	2.95E+00	1.25E+00	2.00E-01	1.04E+00	2.33E+00	1.65E+00	2.91E+00	3.47E+00	6.96E-01	2.13E-01
COAD_TCGA-NH-A50U	1.92E+00	9.64E-01	6.29E-01	7.33E-01	2.56E+00	0.00E+00	1.53E+00	1.38E+00	1.85E+00	1.78E+00	2.11E+00	1.20E+00	1.33E+00
COAD_TCGA-NH-A50V	4.84E+00	6.29E-01	1.02E+00	3.53E+00	1.58E+00	8.98E-01	1.00E+00	3.82E+00	2.42E+00	5.78E+00	4.48E+00	6.16E-01	8.75E-01
COAD_TCGA-NH-A5IV	2.83E+01	1.81E+00	1.18E+01	1.59E+01	6.61E+01	4.02E+00	6.27E+00	5.05E+01	1.05E+01	7.10E+01	8.05E+00	1.71E+00	2.96E+00
COAD_TCGA-NH-A6GA	2.81E+00	8.54E-01	1.37E+00	1.10E+00	1.64E+00	1.28E+00	4.27E-01	1.24E+00	2.29E+00	3.66E+00	2.91E+00	1.03E+00	7.89E-01
COAD_TCGA-NH-A6GB	4.65E+00	1.53E+00	1.65E+00	2.84E+00	2.01E+00	4.71E-01	1.23E+00	3.66E+00	3.67E+00	5.65E+00	4.28E+00	8.00E-01	1.00E+00
COAD_TCGA-NH-A6GC	3.93E+00	8.46E-01	1.43E+00	5.00E-01	7.19E-01	1.66E+00	0.00E+00	2.49E+00	1.45E+00	4.33E+00	3.41E+00	1.41E+00	1.47E+00
COAD_TCGA-NH-A8F7	4.45E+00	1.61E+00	1.29E+00	2.34E+00	9.89E-01	8.17E-01	7.12E-01	1.98E+00	2.26E+00	7.59E+00	5.79E+00	1.05E+00	6.05E-01
COAD_TCGA-NH-A8F8	3.09E+00	7.78E-01	7.45E-01	1.45E+00	1.64E+00	7.52E-01	8.03E-01	1.46E+00	3.97E+00	6.12E+00	4.25E+00	5.78E-01	5.22E-01
COAD_TCGA-QG-A5YV	3.57E+00	1.00E+00	1.99E+00	3.06E+00	1.16E+00	8.56E-01	1.27E+00	3.04E+00	1.92E+00	6.20E+00	3.65E+00	1.11E+00	6.74E-01
COAD_TCGA-QG-A5YW	3.21E+00	1.32E+00	1.18E+00	3.52E+00	2.32E+00	6.71E-01	1.22E+00	2.04E+00	2.58E+00	3.05E+00	2.52E+00	7.78E-01	1.45E+00
COAD_TCGA-QG-A5YX	1.96E+00	4.99E-01	1.12E+00	2.13E-01	4.23E-01	9.33E-01	0.00E+00	1.90E+00	1.45E+00	1.70E+00	8.75E-01	6.80E-01	6.84E-01
COAD_TCGA-QG-A5Z1	3.90E+00	8.20E-01	1.28E+00	1.78E+00	9.21E-01	7.00E-01	1.17E+00	2.55E+00	1.54E+00	1.94E+00	2.28E+00	4.42E-01	4.82E-01
COAD_TCGA-QG-A5Z2	1.80E+01	2.89E+00	6.80E+00	6.07E+00	3.29E+01	4.51E+00	5.15E+00	1.93E+01	3.89E+00	2.46E+01	7.30E+00	9.46E-01	1.61E+00
COAD_TCGA-QL-A97D	4.20E+00	9.64E-01	1.67E+00	1.73E+00	1.15E+00	2.09E+00	2.10E+00	2.93E+00	3.93E+00	6.27E+00	5.85E+00	1.35E+00	8.09E-01
COAD_TCGA-RU-A8FL	2.78E+00	3.59E-01	1.54E+00	3.27E+00	2.49E+00	1.02E+00	1.34E+00	1.69E+00	2.60E+00	4.35E+00	4.11E+00	8.97E-01	1.52E+00
COAD_TCGA-SS-A7HO	4.47E+00	1.09E+00	1.51E+00	3.10E+00	1.96E+00	1.46E+00	2.67E-01	3.07E+00	4.19E+00	7.58E+00	5.54E+00	7.77E-01	1.00E+00
COAD_TCGA-T9-A92H	3.91E+00	1.55E+00	1.27E+00	2.43E+00	3.32E+00	1.96E+00	1.23E+00	3.92E+00	3.62E+00	2.65E+00	4.97E+00	1.86E+00	1.73E+00
COAD_TCGA-WS-AB45	4.97E+01	2.09E+00	2.11E+01	1.78E+01	5.92E+01	7.25E+00	5.52E+00	6.59E+01	0.00E+00	6.27E+01	2.26E+00	1.26E+00	2.82E+00
UCEC_TCGA-2E-A9G8	1.93E+00	6.11E-01	6.40E-01	1.11E+00	1.35E+00	0.00E+00	4.67E-01	1.11E+00	1.65E+00	5.47E-01	2.62E+00	1.10E+00	8.62E-01
UCEC_TCGA-4E-A92E	1.50E+00	6.05E-01	1.72E+00	8.06E-01	8.41E-01	8.67E-01	6.40E-01	9.00E-01	3.16E+00	1.17E+00	1.11E+00	2.82E+00	1.00E-01
UCEC_TCGA-5B-A90C	1.51E+00	1.06E+00	9.89E-01	1.56E+00	1.33E+00	1.15E+00	0.00E+00	1.29E+00	2.03E+00	1.26E+00	1.28E+00	3.94E-01	7.52E-01
