Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I	SBS96J	SBS96K	SBS96L	SBS96M	SBS96N	SBS96O	SBS96P	SBS96Q	SBS96R	SBS96S	SBS96T
BRCA_TCGA-D8-A1JT	0	2	1	6	0	3	0	1	0	2	0	0	6	3	0	10	0	6	1	0
BRCA_TCGA-D8-A1JU	0	0	1	6	0	0	0	0	4	1	0	0	0	0	1	3	1	2	0	1
BRCA_TCGA-D8-A1X5	7	5	2	7	0	6	0	3	6	0	0	4	0	4	7	2	3	4	6	0
BRCA_TCGA-D8-A1X6	3	5	1	3	1	8	0	0	1	3	0	0	1	1	2	4	0	6	0	3
BRCA_TCGA-D8-A1X7	0	0	2	4	2	0	0	0	0	1	0	0	5	8	0	0	0	5	4	1
BRCA_TCGA-D8-A1X9	4	0	0	5	10	2	0	8	4	0	5	1	0	0	8	2	2	17	29	5
BRCA_TCGA-D8-A1XA	0	0	2	3	0	5	0	0	4	0	1	1	0	3	0	2	1	0	6	0
BRCA_TCGA-D8-A1XB	0	6	4	4	1	4	0	1	1	1	2	0	0	3	6	6	0	0	6	5
BRCA_TCGA-D8-A1XC	1	3	1	0	4	12	0	0	1	2	0	0	5	3	0	0	0	2	0	0
BRCA_TCGA-D8-A1XF	0	6	6	6	1	5	0	2	0	0	0	11	0	4	2	1	0	5	2	0
BRCA_TCGA-D8-A1XG	0	1	2	1	5	0	0	3	0	0	3	1	1	0	1	1	0	6	0	2
BRCA_TCGA-D8-A1XK	6	62	9	55	9	24	18	29	445	25	296	6	44	0	3	41	44	48	12	124
BRCA_TCGA-D8-A1XL	4	4	4	4	0	1	1	3	3	6	9	8	5	1	7	4	2	32	3	9
BRCA_TCGA-D8-A1XM	1	0	8	8	0	2	1	0	0	3	0	0	0	16	14	0	0	0	8	3
BRCA_TCGA-D8-A1XO	0	0	0	2	2	2	0	0	0	2	0	0	2	0	10	3	0	0	3	3
BRCA_TCGA-D8-A1XQ	6	56	27	96	78	45	10	32	134	64	161	8	55	7	34	38	20	96	19	45
BRCA_TCGA-D8-A1XR	0	4	1	1	3	2	0	3	2	2	0	0	0	3	1	5	1	0	0	4
BRCA_TCGA-D8-A1XS	0	3	5	2	0	0	0	0	0	1	0	0	1	2	4	2	0	2	3	1
BRCA_TCGA-D8-A1XT	0	4	2	1	0	11	0	1	3	0	0	2	0	7	2	2	1	7	2	0
BRCA_TCGA-D8-A1XU	0	0	1	1	2	4	0	0	0	1	0	0	3	5	9	2	0	3	0	4
BRCA_TCGA-D8-A1XV	0	0	1	10	0	4	0	0	1	0	3	3	1	0	4	1	0	3	1	4
BRCA_TCGA-D8-A1XW	0	3	3	7	0	0	0	0	6	12	0	0	6	2	13	13	7	38	5	7
BRCA_TCGA-D8-A1XY	1	6	3	9	2	8	2	3	0	0	1	0	1	11	4	0	0	6	1	1
BRCA_TCGA-D8-A1XZ	1	8	7	18	5	6	0	0	1	17	0	2	0	0	10	3	0	12	6	0
BRCA_TCGA-D8-A1Y0	4	0	2	5	6	5	0	4	4	0	2	3	0	3	12	5	1	16	0	9
BRCA_TCGA-D8-A1Y1	1	23	12	85	11	24	0	6	7	4	15	0	10	13	17	0	0	0	0	5
BRCA_TCGA-D8-A1Y2	0	0	2	4	1	1	0	0	0	0	0	2	1	0	10	0	0	0	0	1
BRCA_TCGA-D8-A1Y3	0	4	3	11	0	14	2	0	0	4	4	0	0	0	2	14	0	7	1	1
BRCA_TCGA-D8-A27E	0	0	1	0	2	2	0	0	0	0	0	0	0	1	0	0	0	5	0	0
BRCA_TCGA-D8-A27F	2	0	1	3	0	0	2	0	3	12	2	0	2	0	10	2	0	17	8	6
BRCA_TCGA-D8-A27G	24	6	72	0	9	0	0	0	0	0	0	0	0	205	809	0	0	0	31	20
BRCA_TCGA-D8-A27H	0	1	1	8	2	0	2	2	5	1	6	6	4	2	49	0	1	70	0	0
BRCA_TCGA-D8-A27I	0	1	2	6	1	0	0	0	0	1	0	0	0	0	7	12	0	4	2	0
BRCA_TCGA-D8-A27K	0	0	1	3	1	4	0	0	0	0	1	0	2	0	1	5	0	1	2	0
BRCA_TCGA-D8-A27L	0	4	5	2	0	1	0	0	0	0	0	1	0	21	13	4	0	0	0	2
BRCA_TCGA-D8-A27M	4	5	4	0	2	6	4	0	3	1	2	12	2	0	13	0	0	25	7	0
BRCA_TCGA-D8-A27N	1	6	4	10	0	5	0	1	0	6	3	0	3	5	2	0	0	6	3	5
BRCA_TCGA-D8-A27P	0	5	1	1	1	1	0	0	1	3	0	0	2	3	1	5	0	3	1	2
BRCA_TCGA-D8-A27R	0	2	3	1	3	1	0	0	0	0	0	0	0	3	3	6	0	13	0	0
BRCA_TCGA-D8-A27T	0	5	1	3	0	4	2	2	0	1	3	0	0	5	2	0	0	2	0	1
BRCA_TCGA-D8-A27V	7	3	20	2	0	3	0	0	3	0	3	4	1	35	140	7	0	0	7	0
BRCA_TCGA-D8-A27W	0	7	4	11	0	6	0	0	3	7	0	0	0	0	5	5	1	0	5	1
BRCA_TCGA-D8-A3Z6	1	3	1	3	4	6	0	0	0	0	5	0	1	1	8	1	0	1	0	2
BRCA_TCGA-D8-A4Z1	1	2	5	0	1	0	0	0	0	0	0	0	0	9	21	0	0	0	2	5
BRCA_TCGA-D8-A73U	5	4	11	4	5	0	0	0	1	0	4	0	0	62	98	0	0	0	0	13
BRCA_TCGA-D8-A73W	0	9	1	5	1	5	0	0	0	13	0	0	0	1	4	5	4	1	3	0
BRCA_TCGA-D8-A73X	0	3	4	9	0	2	0	2	3	0	3	1	4	2	5	8	0	2	2	2
BRCA_TCGA-E2-A105	1	3	1	5	1	11	0	1	6	7	0	0	1	9	5	1	0	7	2	6
BRCA_TCGA-E2-A107	1	1	3	5	0	1	2	0	2	2	3	0	0	5	4	0	0	0	0	7
BRCA_TCGA-E2-A108	4	0	6	5	1	1	0	3	3	4	2	1	4	10	112	7	0	21	0	2
BRCA_TCGA-E2-A109	3	6	3	3	4	13	0	4	1	3	5	8	2	9	0	0	1	13	4	2
BRCA_TCGA-E2-A10A	0	3	0	0	1	1	0	0	0	3	0	0	2	7	6	1	0	3	1	0
BRCA_TCGA-E2-A10B	0	3	4	2	0	3	2	3	2	4	4	0	0	9	24	6	2	1	3	1
BRCA_TCGA-E2-A10C	10	2	38	0	2	0	0	0	0	0	0	0	0	106	332	0	0	0	9	20
BRCA_TCGA-E2-A10F	0	3	2	4	0	3	0	0	2	0	0	2	0	3	3	3	0	0	5	0
BRCA_TCGA-E2-A14N	0	3	5	2	1	5	0	0	0	5	2	6	2	1	19	13	7	30	2	6
BRCA_TCGA-E2-A14O	1	1	6	4	0	12	0	0	1	0	0	3	0	1	1	0	0	2	2	2
BRCA_TCGA-E2-A14P	3	8	9	9	3	8	0	0	5	0	3	3	4	22	19	0	0	0	13	3
BRCA_TCGA-E2-A14Q	1	1	1	4	0	11	0	0	0	1	5	5	0	2	5	0	2	0	2	0
BRCA_TCGA-E2-A14R	3	1	4	5	10	6	6	2	2	0	10	9	0	2	14	9	2	45	7	6
BRCA_TCGA-E2-A14T	0	5	4	5	0	0	0	0	1	1	1	0	0	0	9	3	5	2	2	5
BRCA_TCGA-E2-A14V	1	3	11	14	0	5	0	3	5	9	0	0	5	4	52	9	5	14	0	1
BRCA_TCGA-E2-A14W	0	2	4	0	4	5	4	1	1	7	3	8	1	4	10	6	2	34	2	4
BRCA_TCGA-E2-A14X	0	7	4	7	0	0	0	0	0	4	0	0	0	3	5	5	0	2	0	0
BRCA_TCGA-E2-A14Y	0	2	0	3	0	4	0	0	1	2	1	0	1	5	25	0	0	2	0	4
BRCA_TCGA-E2-A14Z	2	1	7	3	0	5	2	1	2	6	0	1	0	15	22	0	3	10	5	10
BRCA_TCGA-E2-A150	7	7	4	7	7	2	8	0	3	6	0	1	0	0	6	4	6	15	4	4
BRCA_TCGA-E2-A152	3	0	20	3	5	0	2	0	0	6	2	0	3	20	93	0	0	4	9	1
BRCA_TCGA-E2-A153	0	2	2	6	0	0	0	0	2	3	0	0	2	3	4	0	0	0	0	2
BRCA_TCGA-E2-A154	2	4	6	8	0	2	0	1	0	8	1	0	3	0	2	0	0	8	11	2
BRCA_TCGA-E2-A155	2	4	4	3	4	10	0	0	1	8	3	0	2	4	12	6	1	6	6	5
BRCA_TCGA-E2-A156	0	0	1	3	2	2	0	0	0	0	3	1	0	4	3	1	1	1	1	2
BRCA_TCGA-E2-A158	1	0	3	7	6	3	2	4	1	4	3	5	0	0	4	10	4	35	2	3
BRCA_TCGA-E2-A159	2	4	6	3	1	9	0	0	1	1	3	4	1	22	126	0	5	2	9	2
BRCA_TCGA-E2-A15A	3	4	0	5	3	4	0	0	2	1	0	6	0	6	3	4	4	8	9	0
BRCA_TCGA-E2-A15C	0	4	2	6	5	11	0	2	2	0	0	2	1	4	1	1	0	8	0	1
BRCA_TCGA-E2-A15D	3	3	2	6	3	0	0	0	2	1	1	0	5	0	1	6	1	0	0	0
BRCA_TCGA-E2-A15E	1	1	1	8	0	3	0	0	3	1	7	0	0	0	6	3	0	6	0	0
BRCA_TCGA-E2-A15F	0	1	1	4	0	3	0	0	0	2	1	0	3	3	0	0	0	5	0	5
BRCA_TCGA-E2-A15G	0	0	5	8	0	5	1	0	3	9	7	0	2	8	4	0	0	8	5	8
BRCA_TCGA-E2-A15H	0	4	2	2	4	8	0	0	0	0	3	1	0	3	0	3	0	2	1	0
BRCA_TCGA-E2-A15I	1	2	1	8	1	6	0	0	0	0	0	0	3	7	1	2	0	3	5	3
BRCA_TCGA-E2-A15J	0	4	0	0	0	3	0	0	1	2	0	0	3	3	0	0	0	3	3	0
BRCA_TCGA-E2-A15K	1	5	2	7	1	2	0	3	1	3	0	0	1	10	0	7	0	5	5	0
BRCA_TCGA-E2-A15L	0	2	2	8	0	2	0	0	0	0	4	2	0	1	3	5	0	4	1	0
BRCA_TCGA-E2-A15M	3	8	4	5	1	12	0	1	3	2	1	4	3	8	28	5	0	12	2	6
BRCA_TCGA-E2-A15O	0	1	2	7	1	0	0	0	0	1	3	0	0	3	0	1	2	6	2	5
BRCA_TCGA-E2-A15P	0	3	1	1	0	6	0	0	2	1	2	0	2	4	0	0	0	3	1	2
BRCA_TCGA-E2-A15R	0	2	5	6	0	11	0	0	1	2	0	0	2	7	2	0	0	0	4	5
BRCA_TCGA-E2-A15S	0	0	1	7	3	0	2	4	7	3	0	3	0	3	10	3	4	9	1	8
BRCA_TCGA-E2-A15T	0	0	1	9	4	3	0	0	2	0	0	0	0	2	3	9	0	2	4	1
BRCA_TCGA-E2-A1AZ	1	5	11	0	0	1	0	0	0	3	9	4	1	0	25	0	0	11	6	2
BRCA_TCGA-E2-A1B0	0	2	6	4	1	7	0	0	6	0	0	0	12	1	7	5	1	0	3	5
BRCA_TCGA-E2-A1B1	1	0	2	7	1	2	2	0	0	0	0	0	2	21	23	0	0	5	0	0
BRCA_TCGA-E2-A1B4	0	5	3	0	1	0	0	0	1	0	0	5	0	9	3	7	0	6	2	0
BRCA_TCGA-E2-A1B5	0	2	4	2	0	4	2	0	2	0	0	0	4	2	18	2	1	0	1	2
BRCA_TCGA-E2-A1B6	0	4	0	7	2	0	0	0	0	2	2	8	1	0	3	3	0	21	1	2
BRCA_TCGA-E2-A1BC	0	6	0	2	1	1	2	0	1	1	3	3	0	2	2	2	0	9	6	0
BRCA_TCGA-E2-A1BD	1	0	3	6	0	13	0	0	0	4	3	5	0	0	1	0	0	2	3	2
BRCA_TCGA-E2-A1IE	0	0	1	3	1	4	0	1	2	5	0	3	0	1	0	1	2	4	1	1
BRCA_TCGA-E2-A1IF	0	2	1	3	0	0	0	0	1	0	4	1	3	0	0	5	0	2	2	0
BRCA_TCGA-E2-A1IG	0	1	6	8	2	0	1	0	2	1	0	3	2	12	2	3	0	6	6	2
BRCA_TCGA-E2-A1IH	1	4	3	5	0	0	0	0	5	3	5	0	3	8	26	0	1	6	8	7
BRCA_TCGA-E2-A1II	0	3	0	3	0	2	8	0	0	1	2	0	0	0	1	0	0	8	0	6
BRCA_TCGA-E2-A1IJ	0	0	0	4	1	0	0	0	0	0	0	2	2	1	0	0	1	0	7	0
BRCA_TCGA-E2-A1IK	0	1	3	1	0	0	0	0	1	0	0	0	0	0	1	6	0	2	0	2
BRCA_TCGA-E2-A1IL	1	5	3	0	0	4	0	0	0	2	2	0	0	3	0	0	1	8	2	0
BRCA_TCGA-E2-A1IN	1	5	11	4	5	4	0	1	2	5	5	1	1	22	154	0	2	14	4	7
BRCA_TCGA-E2-A1IO	0	0	2	5	0	1	2	0	1	1	0	0	0	0	1	0	0	0	1	2
BRCA_TCGA-E2-A1IU	0	1	6	1	1	1	0	0	1	3	0	1	0	1	5	2	1	6	0	1
BRCA_TCGA-E2-A1L6	0	1	6	0	2	3	0	0	0	3	3	0	0	1	1	3	0	4	1	0
BRCA_TCGA-E2-A1L7	2	0	0	8	0	0	2	1	3	6	3	5	3	4	3	9	4	19	8	1
BRCA_TCGA-E2-A1L8	0	0	0	6	1	0	1	2	4	0	0	4	0	5	4	2	0	4	1	4
BRCA_TCGA-E2-A1L9	0	2	2	1	1	7	0	0	0	2	2	3	2	0	2	1	0	2	0	1
BRCA_TCGA-E2-A1LA	1	2	2	1	8	12	0	0	0	0	14	0	1	0	8	4	5	38	1	10
BRCA_TCGA-E2-A1LB	3	0	3	4	2	0	2	2	2	0	0	0	0	11	19	0	0	4	0	3
BRCA_TCGA-E2-A1LG	3	0	16	5	4	3	0	1	0	0	1	3	2	20	145	0	2	14	0	0
BRCA_TCGA-E2-A1LH	10	0	4	11	0	7	1	8	10	1	9	1	6	7	51	3	8	84	5	5
BRCA_TCGA-E2-A1LI	0	1	2	1	0	0	0	2	0	1	2	3	0	1	10	0	0	14	0	0
BRCA_TCGA-E2-A1LK	0	12	7	11	0	7	3	0	0	3	3	0	0	0	3	0	1	1	2	1
BRCA_TCGA-E2-A1LL	1	4	1	4	3	4	0	0	3	0	0	4	0	0	5	10	5	16	1	0
BRCA_TCGA-E2-A2P6	1	9	16	2	6	4	0	0	0	0	3	0	0	55	79	0	0	0	0	11
BRCA_TCGA-E2-A56Z	1	4	3	12	5	0	2	0	7	0	0	0	1	6	0	7	1	8	2	1
BRCA_TCGA-E2-A570	0	2	1	3	0	6	0	0	3	1	0	0	0	6	0	1	1	6	0	0
BRCA_TCGA-E2-A572	0	1	0	7	1	0	0	0	2	0	0	0	0	0	3	9	0	4	2	0
BRCA_TCGA-E2-A573	2	6	2	4	3	1	5	0	5	7	0	6	0	2	4	2	2	17	0	4
BRCA_TCGA-E2-A574	2	9	14	7	0	3	2	0	5	8	0	5	1	27	48	0	1	21	0	3
BRCA_TCGA-E2-A576	0	2	4	12	8	8	0	0	0	0	0	7	1	7	0	4	1	7	2	7
BRCA_TCGA-E2-A9RU	6	13	9	14	0	8	0	0	4	0	5	0	0	20	11	0	1	9	6	1
BRCA_TCGA-E9-A1N3	3	2	0	2	3	0	0	2	0	0	3	1	0	0	3	2	2	7	1	0
BRCA_TCGA-E9-A1N4	0	1	4	5	0	0	0	0	0	2	2	0	0	3	7	0	0	6	2	2
BRCA_TCGA-E9-A1N5	0	2	1	0	2	0	0	0	2	9	1	0	0	0	12	2	0	3	0	5
BRCA_TCGA-E9-A1N8	3	1	5	0	0	0	1	0	6	1	2	0	0	0	7	2	0	4	0	4
BRCA_TCGA-E9-A1N9	1	2	2	2	0	13	0	3	0	3	4	5	0	0	7	0	1	11	4	8
BRCA_TCGA-E9-A1NA	2	2	5	4	1	4	2	3	0	8	2	2	12	9	17	0	0	28	16	0
BRCA_TCGA-E9-A1NE	5	4	0	2	3	0	0	0	1	2	0	2	4	2	5	2	0	29	0	1
BRCA_TCGA-E9-A1NF	0	0	5	4	3	3	1	0	0	3	2	0	0	14	14	1	0	1	5	5
BRCA_TCGA-E9-A1NG	0	0	1	3	2	2	0	0	0	1	0	0	2	0	1	5	0	2	1	1
BRCA_TCGA-E9-A1NH	1	0	1	6	0	3	0	0	4	5	2	0	0	1	3	7	1	0	2	1
BRCA_TCGA-E9-A1QZ	0	2	1	2	0	0	0	0	4	1	0	3	0	0	0	1	0	2	6	1
BRCA_TCGA-E9-A1R0	0	3	4	4	1	5	0	0	0	0	0	0	0	4	6	5	0	0	0	3
BRCA_TCGA-E9-A1R2	0	2	2	2	1	4	0	0	6	0	5	2	0	0	13	6	1	16	5	1
BRCA_TCGA-E9-A1R3	0	2	2	3	0	0	0	0	0	4	4	0	1	1	2	0	0	4	0	2
BRCA_TCGA-E9-A1R4	4	4	8	0	3	6	0	0	0	3	4	5	4	26	68	0	0	0	11	7
BRCA_TCGA-E9-A1R5	1	0	3	13	0	0	0	0	2	2	5	1	0	4	4	3	0	7	3	3
BRCA_TCGA-E9-A1R6	3	0	5	6	3	6	0	0	1	0	2	0	0	1	1	0	1	6	0	1
BRCA_TCGA-E9-A1R7	1	4	1	0	3	7	0	0	1	4	0	0	1	5	8	9	3	5	3	8
BRCA_TCGA-E9-A1RA	1	1	1	3	0	2	0	0	0	0	1	0	0	5	3	2	3	0	0	3
BRCA_TCGA-E9-A1RB	0	3	1	2	1	4	0	3	1	4	6	0	1	0	0	1	0	5	3	3
BRCA_TCGA-E9-A1RC	0	6	4	7	0	2	1	0	0	3	6	2	7	3	0	1	0	9	2	2
BRCA_TCGA-E9-A1RD	0	2	1	1	2	3	0	0	0	1	0	0	0	3	6	0	0	3	0	1
BRCA_TCGA-E9-A1RE	0	6	4	9	9	6	2	0	3	0	1	5	1	5	1	5	0	8	1	0
BRCA_TCGA-E9-A1RF	5	6	5	12	11	8	2	0	0	0	4	15	0	5	17	11	0	61	8	0
BRCA_TCGA-E9-A1RG	0	2	1	4	0	0	0	1	3	2	1	2	0	5	6	4	0	10	0	0
BRCA_TCGA-E9-A1RH	3	1	5	6	8	14	2	1	6	0	0	6	0	8	12	9	1	23	6	0
BRCA_TCGA-E9-A1RI	2	2	1	4	3	0	0	0	1	0	0	0	0	6	3	0	0	1	2	4
BRCA_TCGA-E9-A226	2	4	9	1	1	5	0	0	2	0	0	0	0	14	34	0	0	7	0	0
BRCA_TCGA-E9-A227	0	0	1	0	0	3	0	0	0	3	1	0	0	5	1	0	0	5	0	0
BRCA_TCGA-E9-A228	0	5	0	5	0	11	0	1	2	0	0	5	0	10	8	0	2	3	0	0
BRCA_TCGA-E9-A229	1	4	0	1	1	7	0	0	1	0	0	0	0	1	6	2	1	5	0	0
BRCA_TCGA-E9-A22A	0	0	1	4	0	0	0	0	0	1	0	2	2	3	6	1	0	10	2	4
BRCA_TCGA-E9-A22B	0	6	4	8	0	3	5	0	1	0	2	1	0	12	7	6	3	5	7	6
BRCA_TCGA-E9-A22D	1	5	6	11	0	0	0	0	0	2	0	0	0	4	3	0	0	8	0	0
BRCA_TCGA-E9-A22E	3	2	2	8	1	1	3	1	3	5	1	5	2	8	28	9	7	41	4	10
BRCA_TCGA-E9-A22G	3	1	2	0	1	8	0	3	10	5	13	3	6	2	6	0	6	33	12	3
BRCA_TCGA-E9-A22H	0	2	2	4	0	5	0	0	2	0	1	0	0	3	1	0	0	4	0	2
BRCA_TCGA-E9-A243	3	1	2	6	6	0	0	0	3	3	9	0	0	5	15	2	1	24	5	4
BRCA_TCGA-E9-A244	5	6	0	13	6	4	2	3	0	7	7	0	3	1	6	7	2	33	11	5
BRCA_TCGA-E9-A245	1	0	1	0	0	0	0	0	0	3	1	0	3	1	0	2	0	0	8	3
BRCA_TCGA-E9-A247	0	10	3	7	3	8	0	1	2	0	0	2	0	0	1	0	1	7	2	0
BRCA_TCGA-E9-A248	1	4	1	3	0	4	0	3	1	0	0	0	1	3	5	0	0	0	0	2
BRCA_TCGA-E9-A249	0	5	2	4	0	0	0	0	0	0	2	1	1	0	1	1	0	4	1	3
BRCA_TCGA-E9-A24A	3	0	2	1	0	7	0	0	0	0	1	1	0	0	0	0	1	1	1	4
BRCA_TCGA-E9-A295	8	4	4	19	0	9	1	1	1	0	0	30	0	0	5	3	0	9	12	3
BRCA_TCGA-E9-A2JS	1	8	7	10	0	18	0	2	3	0	0	12	2	2	2	5	2	1	14	0
BRCA_TCGA-E9-A2JT	1	0	1	0	0	0	2	0	0	1	0	0	0	0	19	0	0	0	2	2
BRCA_TCGA-E9-A3HO	0	0	2	3	7	0	0	0	0	2	4	0	0	3	6	10	1	26	3	5
BRCA_TCGA-E9-A3QA	0	1	2	1	0	2	0	2	0	5	0	0	0	0	20	11	0	18	0	0
BRCA_TCGA-E9-A3X8	0	2	1	2	1	4	0	0	0	0	0	0	0	6	5	4	2	10	0	0
BRCA_TCGA-E9-A54Y	1	4	3	4	2	8	0	0	1	1	2	0	0	11	11	0	1	0	7	2
BRCA_TCGA-E9-A5FK	1	1	1	4	4	3	0	0	0	3	1	0	1	4	1	3	1	6	4	1
BRCA_TCGA-E9-A5FL	3	7	5	1	7	6	1	2	3	0	4	7	4	0	22	21	1	31	2	6
BRCA_TCGA-E9-A5UO	0	2	1	4	2	6	0	2	0	2	0	1	2	1	1	6	0	7	1	0
BRCA_TCGA-E9-A6HE	0	3	2	1	2	6	0	0	1	0	0	0	0	3	0	2	1	0	1	0
BRCA_TCGA-EW-A1IW	2	2	4	3	0	16	0	0	0	11	0	1	0	12	54	5	1	1	2	13
BRCA_TCGA-EW-A1IX	1	0	1	0	4	0	0	0	0	1	1	2	0	6	23	0	0	2	1	0
BRCA_TCGA-EW-A1IY	0	0	7	0	2	2	0	1	3	0	0	1	0	12	9	0	0	0	0	1
BRCA_TCGA-EW-A1IZ	0	52	27	73	40	20	1	35	36	36	40	0	37	7	3	12	3	0	0	13
BRCA_TCGA-EW-A1J1	0	3	2	3	0	2	0	2	0	0	0	0	0	1	0	0	2	5	1	2
BRCA_TCGA-EW-A1J3	0	2	0	1	0	3	0	0	3	0	0	3	3	7	0	3	0	5	0	0
BRCA_TCGA-EW-A1J5	7	0	31	2	8	0	0	0	0	0	0	0	0	112	359	0	0	0	4	17
BRCA_TCGA-EW-A1J6	0	1	1	7	0	3	0	0	1	4	0	5	0	0	2	4	0	11	5	0
BRCA_TCGA-EW-A1OV	0	0	10	4	4	2	0	0	0	0	0	0	0	32	75	0	0	0	2	11
BRCA_TCGA-EW-A1OX	0	2	1	1	1	0	0	0	0	1	0	0	0	2	4	1	0	4	0	4
BRCA_TCGA-EW-A1OZ	1	5	4	7	0	11	1	0	1	7	2	5	4	6	8	0	6	7	1	0
BRCA_TCGA-EW-A1P0	0	0	1	2	3	1	0	2	0	1	3	1	1	0	1	0	2	4	5	1
BRCA_TCGA-EW-A1P1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
BRCA_TCGA-EW-A1P3	0	0	1	2	1	7	0	0	0	0	2	0	0	5	0	5	0	3	1	1
BRCA_TCGA-EW-A1P4	1	0	3	8	8	2	0	0	3	0	0	0	1	0	8	23	1	19	0	0
BRCA_TCGA-EW-A1P5	1	6	1	3	1	2	0	0	0	0	0	0	0	0	1	3	0	1	1	0
BRCA_TCGA-EW-A1P6	0	1	1	5	0	0	0	0	1	0	0	0	0	4	0	10	0	2	2	0
BRCA_TCGA-EW-A1P7	0	0	0	0	5	2	0	0	1	0	0	0	1	0	0	0	1	9	0	0
BRCA_TCGA-EW-A1P8	0	5	2	1	1	0	1	1	1	3	3	0	0	6	0	0	0	14	1	0
BRCA_TCGA-EW-A1PA	1	3	5	1	0	0	0	3	1	0	0	0	0	5	2	4	0	14	0	2
BRCA_TCGA-EW-A1PB	6	0	3	3	8	8	4	0	4	0	0	3	0	14	70	0	0	54	5	0
BRCA_TCGA-EW-A1PD	2	2	1	0	4	0	2	3	4	5	0	6	5	11	13	0	2	30	0	3
BRCA_TCGA-EW-A1PE	0	4	2	1	3	3	2	0	2	0	0	0	2	4	4	0	2	6	1	2
BRCA_TCGA-EW-A1PG	0	1	4	0	0	1	0	0	2	0	0	0	0	1	0	0	0	0	0	2
BRCA_TCGA-EW-A1PH	1	3	5	4	0	13	0	0	1	1	4	0	3	2	6	5	1	10	0	3
BRCA_TCGA-EW-A2FR	1	1	2	4	0	6	0	0	0	4	3	0	2	7	10	0	0	8	3	3
BRCA_TCGA-EW-A2FS	1	1	0	5	0	6	2	3	1	6	4	0	7	5	0	1	0	2	0	1
BRCA_TCGA-EW-A2FV	0	1	3	2	2	0	2	0	0	0	2	1	1	3	0	4	0	1	4	6
BRCA_TCGA-EW-A2FW	1	3	0	4	0	6	0	0	1	0	0	0	0	3	2	0	0	0	0	6
BRCA_TCGA-EW-A423	0	8	3	4	0	7	4	0	2	14	4	0	0	14	13	3	0	11	0	1
BRCA_TCGA-EW-A6S9	1	3	2	4	1	3	0	1	0	0	2	1	0	3	3	0	0	6	0	1
BRCA_TCGA-EW-A6SA	2	7	7	10	6	0	6	1	1	16	3	5	7	13	12	0	0	19	4	4
BRCA_TCGA-EW-A6SB	0	3	6	6	3	8	0	3	2	0	3	0	5	4	4	16	3	14	0	1
BRCA_TCGA-EW-A6SC	0	3	0	2	5	0	0	0	1	1	4	2	2	6	5	5	0	0	1	2
BRCA_TCGA-EW-A6SD	3	4	2	4	1	3	0	3	2	0	5	0	0	5	26	0	0	0	4	6
BRCA_TCGA-GI-A2C8	2	8	2	7	1	5	2	3	0	15	7	6	5	0	19	2	2	38	12	12
BRCA_TCGA-GM-A2D9	12	2	34	4	13	0	1	0	0	0	0	0	0	172	381	0	0	0	15	11
BRCA_TCGA-GM-A2DA	1	0	4	9	5	1	0	0	0	1	2	0	0	0	8	0	0	7	3	4
BRCA_TCGA-GM-A2DB	4	4	4	13	1	3	0	4	0	2	0	5	8	6	8	22	1	23	7	13
BRCA_TCGA-GM-A2DC	0	0	1	6	1	10	0	0	0	0	0	0	0	1	0	0	2	2	1	3
BRCA_TCGA-GM-A2DD	1	4	3	2	5	4	2	1	2	2	4	3	7	1	4	1	1	12	0	9
BRCA_TCGA-GM-A2DF	0	3	3	7	1	4	0	2	3	3	0	0	0	6	4	0	3	13	0	1
BRCA_TCGA-GM-A2DH	7	4	8	5	7	4	0	1	1	11	4	8	0	0	96	7	2	40	19	8
BRCA_TCGA-GM-A2DI	0	1	9	2	0	0	0	0	0	3	0	0	0	15	52	0	0	0	7	2
BRCA_TCGA-GM-A2DK	0	0	3	2	2	4	2	1	3	1	4	1	0	3	3	1	1	0	2	4
BRCA_TCGA-GM-A2DL	4	0	3	4	2	5	2	0	1	0	0	2	1	6	8	0	0	3	8	0
BRCA_TCGA-GM-A2DM	1	0	2	1	0	0	0	0	2	0	1	0	1	2	3	7	0	0	1	6
BRCA_TCGA-GM-A2DN	0	1	1	1	0	2	0	0	0	0	1	2	0	5	1	3	0	1	0	1
BRCA_TCGA-GM-A2DO	3	2	24	1	0	2	0	0	3	9	0	0	0	42	131	0	0	0	0	3
BRCA_TCGA-GM-A3NW	1	6	5	7	0	3	0	0	0	2	0	0	2	15	43	0	2	9	0	0
BRCA_TCGA-GM-A3XL	1	2	4	2	3	8	1	0	2	5	9	0	2	0	37	13	0	51	4	0
BRCA_TCGA-GM-A4E0	0	3	3	6	1	1	0	2	0	0	0	1	1	1	0	10	0	3	2	0
BRCA_TCGA-GM-A5PV	0	1	3	4	0	0	0	0	3	0	2	4	0	6	6	4	1	10	0	3
BRCA_TCGA-GM-A5PX	0	1	2	1	0	7	0	0	0	7	3	0	7	1	7	3	1	1	0	1
BRCA_TCGA-HN-A2NL	1	0	1	9	0	1	0	3	0	0	5	8	8	1	8	10	0	22	6	8
BRCA_TCGA-HN-A2OB	0	0	1	3	3	0	0	0	0	0	0	0	0	0	3	2	2	2	0	3
