Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I	SBS96J	SBS96K	SBS96L	SBS96M	SBS96N
BRCA_TCGA-E9-A1N3	2	3	2	0	3	2	0	0	0	4	0	10	3	2
BRCA_TCGA-E9-A1N4	5	0	1	4	2	0	1	0	0	1	0	9	11	0
BRCA_TCGA-E9-A1N5	1	0	2	1	9	0	0	3	0	1	0	8	13	1
BRCA_TCGA-E9-A1N8	0	3	1	5	0	0	0	8	0	2	0	8	9	0
BRCA_TCGA-E9-A1N9	8	1	0	2	0	3	0	0	15	7	4	19	7	0
BRCA_TCGA-E9-A1NA	5	3	2	6	5	3	6	0	8	1	11	47	20	0
BRCA_TCGA-E9-A1NE	0	6	6	0	3	0	0	3	0	0	5	32	7	0
BRCA_TCGA-E9-A1NF	4	0	0	6	4	0	2	2	1	1	15	6	20	0
BRCA_TCGA-E9-A1NG	4	0	0	1	4	0	0	1	0	0	4	6	1	0
BRCA_TCGA-E9-A1NH	7	1	0	1	2	0	0	6	0	4	6	7	2	1
BRCA_TCGA-E9-A1QZ	2	0	2	1	0	0	0	4	0	0	1	13	0	0
BRCA_TCGA-E9-A1R0	7	0	4	4	0	0	0	1	0	0	10	1	8	0
BRCA_TCGA-E9-A1R2	3	0	2	2	0	0	0	7	0	7	5	25	14	1
BRCA_TCGA-E9-A1R3	4	0	2	2	2	0	0	0	0	5	0	7	3	0
BRCA_TCGA-E9-A1R4	0	3	5	10	0	0	3	0	26	4	14	10	78	0
BRCA_TCGA-E9-A1R5	13	1	0	3	2	0	0	3	0	4	2	17	5	1
BRCA_TCGA-E9-A1R6	8	2	0	5	1	0	0	0	9	2	0	7	1	1
BRCA_TCGA-E9-A1R7	0	1	6	1	4	0	0	2	3	2	15	16	10	3
BRCA_TCGA-E9-A1RA	3	1	0	1	0	0	0	0	0	1	9	2	5	3
BRCA_TCGA-E9-A1RB	5	0	2	1	3	4	0	0	0	7	5	11	0	0
BRCA_TCGA-E9-A1RC	10	0	6	4	0	0	2	2	4	7	3	16	1	0
BRCA_TCGA-E9-A1RD	2	0	2	1	2	0	0	0	3	0	3	4	6	0
BRCA_TCGA-E9-A1RE	12	0	6	4	5	0	2	2	17	1	3	12	2	0
BRCA_TCGA-E9-A1RF	15	5	6	5	7	0	2	0	15	6	8	81	20	0
BRCA_TCGA-E9-A1RG	4	0	1	1	0	2	0	4	0	1	5	15	8	0
BRCA_TCGA-E9-A1RH	9	2	1	5	3	0	3	5	22	2	14	31	13	1
BRCA_TCGA-E9-A1RI	4	3	2	1	2	0	0	2	0	0	5	5	5	0
BRCA_TCGA-E9-A226	2	1	5	10	0	0	0	0	12	0	5	4	40	0
BRCA_TCGA-E9-A227	0	0	0	1	0	0	0	0	5	2	3	5	3	0
BRCA_TCGA-E9-A228	10	0	4	0	0	0	0	0	16	0	8	2	10	2
BRCA_TCGA-E9-A229	4	1	4	0	0	0	0	0	3	1	5	4	7	1
BRCA_TCGA-E9-A22A	5	0	0	1	1	0	1	0	3	0	0	17	8	0
BRCA_TCGA-E9-A22B	10	0	5	4	0	0	9	1	0	3	13	17	11	3
BRCA_TCGA-E9-A22D	13	1	5	7	1	0	0	0	0	0	0	8	5	0
BRCA_TCGA-E9-A22E	10	3	1	2	3	2	3	5	0	0	9	63	35	8
BRCA_TCGA-E9-A22G	1	3	2	2	2	3	0	13	3	15	11	48	8	6
BRCA_TCGA-E9-A22H	7	0	1	2	0	0	0	2	1	2	3	6	2	0
BRCA_TCGA-E9-A243	7	3	1	2	9	0	1	5	0	9	0	32	19	1
BRCA_TCGA-E9-A244	17	6	4	0	10	2	3	0	0	10	6	54	7	2
BRCA_TCGA-E9-A245	0	2	0	1	2	0	3	1	1	1	1	10	0	1
BRCA_TCGA-E9-A247	14	0	11	3	1	1	0	2	7	0	0	8	0	0
BRCA_TCGA-E9-A248	6	1	5	1	0	4	0	0	1	0	3	1	6	0
BRCA_TCGA-E9-A249	5	0	5	2	0	0	0	0	0	3	0	9	1	0
BRCA_TCGA-E9-A24A	3	2	0	2	0	0	0	0	5	2	2	6	0	0
BRCA_TCGA-E9-A295	22	7	0	4	0	2	1	0	27	0	0	43	3	0
BRCA_TCGA-E9-A2JS	18	0	6	7	0	1	0	0	19	2	12	23	0	1
BRCA_TCGA-E9-A2JT	0	1	0	1	1	0	2	0	0	0	0	0	23	0
BRCA_TCGA-E9-A3HO	1	0	0	2	9	0	0	3	0	5	6	36	8	2
BRCA_TCGA-E9-A3QA	1	0	1	2	2	2	0	0	0	2	4	27	21	0
BRCA_TCGA-E9-A3X8	3	0	2	1	0	0	0	0	0	0	13	10	6	2
BRCA_TCGA-E9-A54Y	7	1	3	3	0	0	2	0	15	3	7	3	14	0
BRCA_TCGA-E9-A5FK	5	1	1	1	5	0	1	0	3	2	8	8	3	1
BRCA_TCGA-E9-A5FL	2	3	9	6	7	2	0	5	4	9	6	55	23	2
BRCA_TCGA-E9-A5UO	7	0	2	1	3	1	0	0	4	2	6	11	1	0
BRCA_TCGA-E9-A6HE	2	0	4	2	0	0	0	0	6	1	5	1	0	1
BRCA_TCGA-EW-A1IW	9	1	0	4	2	0	0	0	17	3	16	13	61	1
BRCA_TCGA-EW-A1IX	0	1	0	1	6	0	0	0	2	1	0	3	28	0
BRCA_TCGA-EW-A1IY	0	0	0	8	0	0	0	2	11	0	5	0	12	0
BRCA_TCGA-EW-A1IZ	104	1	48	28	68	44	3	61	0	45	13	11	4	5
BRCA_TCGA-EW-A1J1	5	0	2	2	0	2	0	0	0	0	1	9	0	2
BRCA_TCGA-EW-A1J3	0	0	3	0	0	0	1	3	6	0	13	3	1	0
BRCA_TCGA-EW-A1J5	0	4	0	38	1	0	6	0	49	0	27	0	415	0
BRCA_TCGA-EW-A1J6	9	0	0	0	1	1	0	1	0	0	5	25	2	0
BRCA_TCGA-EW-A1OV	2	0	0	12	0	0	1	0	20	0	14	0	91	0
BRCA_TCGA-EW-A1OX	1	0	3	1	1	0	0	0	0	0	0	10	5	0
BRCA_TCGA-EW-A1OZ	12	1	4	4	0	0	1	0	14	4	11	8	10	7
BRCA_TCGA-EW-A1P0	2	0	0	1	4	1	0	1	1	3	2	11	0	2
BRCA_TCGA-EW-A1P1	1	0	0	0	0	0	0	0	0	0	0	2	0	0
BRCA_TCGA-EW-A1P3	4	0	0	1	0	0	0	0	5	3	8	6	1	0
BRCA_TCGA-EW-A1P4	10	1	0	3	8	0	0	12	0	1	0	31	9	2
BRCA_TCGA-EW-A1P5	6	1	6	1	0	0	0	0	0	1	0	4	1	0
BRCA_TCGA-EW-A1P6	6	0	1	1	1	0	1	3	0	0	4	9	0	0
BRCA_TCGA-EW-A1P7	0	0	0	0	5	0	0	1	3	0	0	9	0	1
BRCA_TCGA-EW-A1P8	0	0	7	3	1	2	2	0	0	2	9	12	1	0
BRCA_TCGA-EW-A1PA	1	1	4	6	0	4	0	2	0	0	4	14	5	0
BRCA_TCGA-EW-A1PB	3	6	0	4	5	0	4	2	14	0	10	57	77	0
BRCA_TCGA-EW-A1PD	0	3	3	1	7	4	2	5	0	0	12	35	19	2
BRCA_TCGA-EW-A1PE	1	0	5	2	1	0	2	2	6	0	2	9	6	2
BRCA_TCGA-EW-A1PG	1	0	1	4	0	0	0	3	1	1	0	0	0	0
BRCA_TCGA-EW-A1PH	11	1	2	5	0	0	0	0	8	7	6	14	7	1
BRCA_TCGA-EW-A2FR	6	1	0	2	0	0	0	0	7	4	8	13	13	0
BRCA_TCGA-EW-A2FS	8	1	0	0	2	3	3	1	9	6	8	3	1	0
BRCA_TCGA-EW-A2FV	2	0	1	4	2	0	3	0	0	3	4	12	1	0
BRCA_TCGA-EW-A2FW	7	1	2	0	0	0	0	0	4	1	4	4	3	0
BRCA_TCGA-EW-A423	8	0	10	4	3	0	5	1	0	7	20	11	19	0
BRCA_TCGA-EW-A6S9	6	1	2	2	0	1	0	0	3	4	3	5	4	0
BRCA_TCGA-EW-A6SA	10	3	8	8	16	2	10	3	0	0	16	30	17	0
BRCA_TCGA-EW-A6SB	10	0	2	7	3	3	0	6	4	7	9	21	5	4
BRCA_TCGA-EW-A6SC	0	0	4	0	5	0	0	2	4	5	9	3	7	0
BRCA_TCGA-EW-A6SD	7	3	3	2	0	4	0	3	0	6	2	5	33	0
BRCA_TCGA-GI-A2C8	13	3	7	1	8	5	2	0	0	8	3	73	23	2
BRCA_TCGA-GM-A2D9	0	9	0	42	0	0	16	0	82	0	55	0	441	0
BRCA_TCGA-GM-A2DA	10	1	0	4	6	0	0	0	0	1	0	14	9	0
BRCA_TCGA-GM-A2DB	16	5	1	4	3	5	1	4	2	4	11	58	12	2
BRCA_TCGA-GM-A2DC	11	0	0	0	0	0	0	0	6	1	5	3	0	1
BRCA_TCGA-GM-A2DD	2	1	6	3	3	0	1	3	13	6	3	20	5	2
BRCA_TCGA-GM-A2DF	10	0	3	3	2	2	0	3	0	0	13	8	6	3
BRCA_TCGA-GM-A2DH	6	7	4	9	11	2	0	1	0	5	13	69	103	2
BRCA_TCGA-GM-A2DI	1	0	1	11	2	0	3	0	0	0	10	0	63	0
BRCA_TCGA-GM-A2DK	4	0	0	3	1	0	3	2	8	6	3	3	3	1
BRCA_TCGA-GM-A2DL	5	4	0	3	0	0	4	0	10	0	3	10	10	0
BRCA_TCGA-GM-A2DM	0	1	0	3	0	0	1	6	2	2	1	6	4	1
BRCA_TCGA-GM-A2DN	2	0	1	1	0	0	0	0	5	2	4	2	2	0
BRCA_TCGA-GM-A2DO	0	2	1	29	1	0	2	0	17	0	17	0	151	0
BRCA_TCGA-GM-A3NW	10	1	6	6	1	0	0	0	3	0	8	8	50	2
BRCA_TCGA-GM-A3XL	7	1	2	4	5	0	0	4	0	15	3	61	42	0
BRCA_TCGA-GM-A4E0	8	0	1	3	2	3	1	2	0	0	1	13	0	0
BRCA_TCGA-GM-A5PV	4	0	0	4	0	0	0	5	0	3	7	14	9	1
BRCA_TCGA-GM-A5PX	3	0	2	2	3	0	0	1	8	4	6	4	7	2
BRCA_TCGA-HN-A2NL	10	1	0	1	0	5	1	5	2	7	7	43	9	0
BRCA_TCGA-HN-A2OB	4	0	0	1	3	0	0	1	0	0	0	4	4	2
BRCA_TCGA-JL-A3YX	6	1	3	2	3	4	1	0	3	2	5	0	19	0
BRCA_TCGA-LD-A66U	5	1	4	1	9	0	0	3	15	0	1	5	0	0
BRCA_TCGA-LD-A74U	2	0	2	29	0	0	3	0	45	0	46	0	225	0
BRCA_TCGA-LD-A7W5	13	1	2	4	9	0	0	0	4	3	8	3	17	1
BRCA_TCGA-LD-A7W6	7	2	4	1	2	0	1	5	0	0	7	14	3	0
BRCA_TCGA-LD-A9QF	12	0	0	3	0	0	0	4	0	0	6	11	3	0
BRCA_TCGA-LL-A440	1	0	0	1	0	0	0	0	1	0	2	0	1	0
BRCA_TCGA-LL-A50Y	12	0	0	0	5	0	1	8	0	1	5	8	3	0
BRCA_TCGA-LL-A5YL	6	0	2	13	1	0	2	0	20	0	15	4	30	0
BRCA_TCGA-LL-A5YM	4	0	3	1	3	0	1	0	6	0	5	14	3	0
BRCA_TCGA-LL-A5YN	6	0	1	3	5	0	0	4	0	1	11	8	0	4
BRCA_TCGA-LL-A5YO	1	2	4	1	5	0	2	1	0	4	0	23	15	3
BRCA_TCGA-LL-A5YP	0	5	5	2	10	0	1	5	0	2	17	44	14	0
BRCA_TCGA-LL-A6FP	0	2	3	7	4	0	0	2	9	2	16	15	14	1
BRCA_TCGA-LL-A6FQ	13	0	7	4	0	0	1	0	8	7	15	11	3	0
BRCA_TCGA-LL-A6FR	14	0	0	4	12	0	0	6	0	1	4	17	4	1
BRCA_TCGA-LL-A73Y	6	3	3	14	8	0	0	13	0	4	0	20	120	2
BRCA_TCGA-LL-A73Z	9	0	1	1	10	0	1	0	0	1	5	16	3	1
BRCA_TCGA-LL-A740	4	1	4	2	5	0	0	8	8	0	17	14	5	0
BRCA_TCGA-LL-A7SZ	11	3	4	8	6	0	0	1	3	11	7	8	9	4
BRCA_TCGA-LL-A7T0	16	2	8	6	4	0	3	5	0	1	2	17	12	1
BRCA_TCGA-LL-A8F5	13	3	0	4	12	5	7	9	1	18	18	86	18	6
BRCA_TCGA-LL-A9Q3	6	0	8	5	1	3	0	0	13	2	4	18	7	1
BRCA_TCGA-OK-A5Q2	10	0	0	9	5	0	0	0	0	3	1	6	6	3
BRCA_TCGA-OL-A5D6	11	1	0	4	2	0	0	4	0	1	9	16	7	2
BRCA_TCGA-OL-A5D7	8	1	1	1	5	0	0	3	8	5	6	26	13	3
BRCA_TCGA-OL-A5D8	6	0	6	1	0	0	3	0	0	3	5	5	4	6
BRCA_TCGA-OL-A5DA	6	1	2	17	6	0	0	3	1	1	9	9	57	2
BRCA_TCGA-OL-A5RU	7	0	5	1	0	0	1	2	7	0	11	11	1	0
BRCA_TCGA-OL-A5RV	7	0	0	1	4	0	0	0	0	0	0	4	0	1
BRCA_TCGA-OL-A5RW	0	1	7	10	15	0	0	8	0	14	10	72	112	4
BRCA_TCGA-OL-A5RX	6	0	5	3	1	0	1	2	2	4	0	9	2	0
BRCA_TCGA-OL-A5RY	3	0	2	0	3	0	0	0	0	2	0	1	2	0
BRCA_TCGA-OL-A5RZ	19	4	15	9	0	1	2	4	12	0	17	49	18	2
BRCA_TCGA-OL-A5S0	9	0	1	3	3	0	0	2	9	0	3	7	5	2
BRCA_TCGA-OL-A66H	2	0	2	0	2	0	0	0	5	2	1	13	0	0
BRCA_TCGA-OL-A66I	7	0	3	3	0	4	1	2	0	0	13	18	5	0
BRCA_TCGA-OL-A66J	12	3	5	2	0	2	0	4	0	7	14	7	10	2
BRCA_TCGA-OL-A66K	5	0	13	1	0	0	0	0	1	1	7	15	4	0
BRCA_TCGA-OL-A66L	0	1	5	8	0	0	2	0	14	5	9	0	50	0
BRCA_TCGA-OL-A66N	16	0	4	4	3	1	0	2	3	3	6	12	3	1
BRCA_TCGA-OL-A66O	12	0	2	0	1	0	2	1	0	4	4	8	2	2
BRCA_TCGA-OL-A66P	0	3	6	6	0	0	3	8	31	7	7	50	1	1
BRCA_TCGA-OL-A6VO	7	3	3	1	3	0	0	0	0	3	6	7	3	2
BRCA_TCGA-OL-A6VQ	3	2	3	6	1	0	0	1	22	1	3	0	40	0
BRCA_TCGA-OL-A6VR	1	0	3	1	2	0	0	1	4	0	0	4	1	0
BRCA_TCGA-OL-A97C	8	1	5	1	11	6	3	4	2	3	8	15	2	1
BRCA_TCGA-PE-A5DC	9	0	5	4	4	2	2	4	20	4	13	60	19	8
BRCA_TCGA-PE-A5DD	3	0	3	7	0	0	0	0	19	5	12	2	34	0
BRCA_TCGA-PE-A5DE	0	1	9	84	0	0	9	0	58	0	62	0	466	0
BRCA_TCGA-PL-A8LV	7	8	4	3	6	0	1	7	0	12	13	48	44	2
BRCA_TCGA-PL-A8LX	7	0	2	1	6	0	0	6	9	1	2	13	0	2
BRCA_TCGA-PL-A8LY	1	0	0	0	1	0	0	0	0	3	1	0	0	1
BRCA_TCGA-PL-A8LZ	0	0	5	7	0	7	1	0	26	6	18	56	10	0
BRCA_TCGA-S3-A6ZF	18	1	0	0	0	0	0	0	7	0	9	10	5	2
BRCA_TCGA-S3-A6ZG	13	0	0	10	7	0	0	0	0	5	2	17	3	3
BRCA_TCGA-S3-A6ZH	7	1	5	5	2	0	0	0	5	0	0	13	3	4
BRCA_TCGA-S3-AA0Z	8	3	1	1	0	0	2	0	23	8	12	4	15	0
BRCA_TCGA-S3-AA10	2	0	3	1	6	0	1	8	15	2	18	68	21	5
BRCA_TCGA-S3-AA11	0	4	5	5	3	1	2	3	13	4	10	44	2	0
BRCA_TCGA-S3-AA12	10	0	0	3	0	2	1	4	0	2	17	13	6	2
BRCA_TCGA-S3-AA14	9	0	2	1	2	0	0	0	0	0	0	4	6	0
BRCA_TCGA-S3-AA15	1	1	3	5	0	1	0	0	4	1	6	1	35	2
BRCA_TCGA-S3-AA17	10	0	3	6	11	1	6	5	0	13	8	56	18	4
BRCA_TCGA-UL-AAZ6	8	4	5	4	20	5	2	7	0	3	8	50	20	4
BRCA_TCGA-UU-A93S	1	6	24	2	1	7	3	0	0	9	30	91	18	4
BRCA_TCGA-V7-A7HQ	2	0	2	1	0	0	0	1	4	0	4	13	4	0
BRCA_TCGA-W8-A86G	9	0	0	1	5	0	3	4	0	0	3	7	3	0
BRCA_TCGA-WT-AB41	6	0	0	4	7	0	2	1	10	0	11	2	18	1
BRCA_TCGA-WT-AB44	10	3	10	2	2	0	3	0	0	4	7	18	0	1
BRCA_TCGA-XX-A899	1	0	1	10	5	0	1	2	1	0	10	4	25	0
BRCA_TCGA-XX-A89A	14	3	4	22	3	0	5	1	0	6	9	7	191	0
BRCA_TCGA-Z7-A8R5	19	0	0	0	5	0	0	0	3	3	1	2	1	0
BRCA_TCGA-Z7-A8R6	2	2	9	10	4	0	1	1	10	0	14	0	53	1
COAD_TCGA-3L-AA1B	51	5	14	20	0	3	0	0	24	4	18	35	6	0
COAD_TCGA-4N-A93T	44	7	1	11	13	3	4	0	2	12	12	31	2	1
COAD_TCGA-4T-AA8H	49	7	25	11	4	6	1	0	0	6	44	25	1	0
COAD_TCGA-5M-AAT4	59	10	26	9	3	6	6	0	6	5	14	71	18	22
COAD_TCGA-5M-AAT5	37	8	14	4	0	0	0	0	14	4	18	21	1	3
COAD_TCGA-5M-AAT6	843	4	409	110	228	93	0	262	53	477	0	0	0	30
COAD_TCGA-5M-AATA	41	3	15	9	7	0	1	10	0	1	13	15	0	3
COAD_TCGA-5M-AATE	61	6	14	12	14	5	4	7	0	0	15	26	13	7
COAD_TCGA-A6-2671	32	3	10	4	3	0	7	0	0	1	3	29	2	0
COAD_TCGA-A6-2674	50	2	15	11	0	3	4	0	9	6	13	29	22	3
COAD_TCGA-A6-2675	57	3	19	6	0	0	0	3	7	4	11	20	8	2
COAD_TCGA-A6-2677	59	4	14	21	10	6	6	0	0	8	22	46	0	3
COAD_TCGA-A6-2681	56	1	10	7	0	2	8	0	27	15	2	47	0	7
COAD_TCGA-A6-2684	49	1	18	9	0	1	0	0	4	9	22	24	9	1
COAD_TCGA-A6-2685	17	0	5	3	0	0	0	0	20	4	3	9	6	0
COAD_TCGA-A6-2686	685	16	369	110	416	219	0	50	227	270	114	31	0	20
COAD_TCGA-A6-3809	307	16	194	23	183	113	15	141	104	249	0	83	0	48
COAD_TCGA-A6-3810	64	4	14	15	15	6	1	4	0	10	33	49	21	14
COAD_TCGA-A6-4105	51	0	33	6	0	7	9	5	17	8	7	61	12	3
COAD_TCGA-A6-4107	76	10	12	12	12	0	3	0	32	22	22	38	5	3
COAD_TCGA-A6-5656	68	3	21	11	1	1	2	5	0	5	13	30	2	2
COAD_TCGA-A6-5657	44	2	3	16	1	4	2	0	21	0	17	39	10	0
COAD_TCGA-A6-5659	73	7	21	33	0	0	0	0	71	16	25	62	1	0
COAD_TCGA-A6-5660	58	2	10	10	2	0	2	0	22	15	6	33	7	0
COAD_TCGA-A6-5661	467	28	265	64	290	146	2	24	0	141	29	93	4	8
COAD_TCGA-A6-5662	25	0	9	8	6	0	0	5	0	2	6	24	5	1
COAD_TCGA-A6-5664	28	4	5	1	2	0	6	9	0	7	0	12	1	3
COAD_TCGA-A6-5665	509	19	305	71	174	154	0	457	146	281	18	48	0	38
COAD_TCGA-A6-5666	49	7	7	14	0	6	3	5	0	6	0	16	4	6
COAD_TCGA-A6-5667	22	0	0	6	0	0	1	0	26	1	16	15	3	0
COAD_TCGA-A6-6137	46	6	8	13	9	0	0	8	0	3	20	40	4	4
COAD_TCGA-A6-6138	46	2	7	6	12	0	4	6	0	9	37	19	1	2
COAD_TCGA-A6-6142	32	0	3	4	7	0	9	9	10	3	14	19	4	3
COAD_TCGA-A6-6648	21	1	26	4	0	0	4	3	10	10	23	10	5	0
COAD_TCGA-A6-6649	60	4	16	10	11	5	0	1	0	6	11	25	11	5
COAD_TCGA-A6-6651	28	2	11	3	1	1	2	3	2	11	3	37	14	3
COAD_TCGA-A6-6652	32	0	2	1	10	0	0	2	23	5	11	12	5	5
COAD_TCGA-A6-6653	518	5	125	74	182	63	0	105	127	92	38	32	0	20
COAD_TCGA-A6-6654	149	4	28	18	0	2	4	3	0	2	3	17	10	3
COAD_TCGA-A6-6780	348	3	182	27	130	167	2	135	103	295	7	43	0	35
COAD_TCGA-A6-6781	1126	9	328	100	320	107	0	0	166	225	87	0	0	6
COAD_TCGA-A6-6782	44	8	7	13	5	1	2	6	10	2	13	60	13	7
COAD_TCGA-A6-A565	143	0	70	19	87	33	1	30	0	63	30	5	4	4
COAD_TCGA-A6-A566	71	8	13	13	7	3	4	1	17	0	29	46	4	1
COAD_TCGA-A6-A567	25	6	1	10	1	0	0	4	0	2	5	20	1	2
COAD_TCGA-A6-A56B	49	1	9	9	2	0	3	0	7	6	5	36	4	0
COAD_TCGA-AA-3489	28	7	5	9	7	4	9	8	0	3	13	42	10	2
COAD_TCGA-AA-3492	628	22	480	102	367	194	21	252	96	327	38	91	20	36
COAD_TCGA-AA-3496	46	4	9	13	2	0	2	3	41	8	10	23	2	9
COAD_TCGA-AA-3502	85	2	30	26	2	2	6	0	7	13	17	49	3	5
COAD_TCGA-AA-3506	86	6	16	17	0	4	1	14	0	0	15	43	1	8
COAD_TCGA-AA-3510	0	1566	410	1412	133	0	864	90	105	0	0	0	3	0
COAD_TCGA-AA-3511	29	0	7	18	2	0	17	0	31	6	12	29	14	13
COAD_TCGA-AA-3522	3	2	4	3	0	0	0	0	0	0	1	3	0	0
COAD_TCGA-AA-3556	10	0	7	0	0	0	0	0	3	2	3	0	0	1
COAD_TCGA-AA-3655	32	0	18	9	0	2	6	12	6	1	11	8	2	0
COAD_TCGA-AA-3660	56	5	34	13	3	0	4	0	0	2	25	32	3	1
COAD_TCGA-AA-3662	49	4	0	5	4	0	3	1	0	8	11	24	5	0
COAD_TCGA-AA-3663	291	30	262	32	354	325	2	445	148	343	17	30	0	81
COAD_TCGA-AA-3697	62	5	12	13	16	9	6	8	0	3	0	106	27	12
COAD_TCGA-AA-3712	21	12	10	8	4	4	7	2	16	0	1	37	75	0
COAD_TCGA-AA-3713	283	15	305	44	109	108	0	59	0	104	67	74	11	26
COAD_TCGA-AA-3947	495	34	571	83	349	339	23	168	226	380	31	142	2	116
COAD_TCGA-AA-3984	17	1734	896	2195	111	37	1487	474	553	0	0	0	0	58
COAD_TCGA-AA-A00N	172	1599	938	2488	81	89	1190	525	159	0	0	0	0	87
COAD_TCGA-AA-A010	86	3740	1295	2066	242	697	1117	386	1339	0	0	0	0	209
COAD_TCGA-AA-A01P	321	12	156	48	150	57	5	109	69	97	0	46	4	22
COAD_TCGA-AA-A01R	1074	0	377	139	230	148	0	72	181	232	22	17	0	14
COAD_TCGA-AA-A022	621	20	383	98	231	142	0	97	0	184	47	76	0	8
COAD_TCGA-AD-5900	449	5	343	92	295	203	6	75	125	251	0	60	5	1
COAD_TCGA-AD-6548	55	0	0	11	2	0	0	2	40	8	10	28	6	9
COAD_TCGA-AD-6888	52	0	18	13	0	4	9	0	17	10	4	16	0	1
COAD_TCGA-AD-6889	467	19	294	61	385	190	1	51	154	315	54	59	0	20
COAD_TCGA-AD-6890	64	5	17	8	0	0	5	2	0	6	0	27	8	2
COAD_TCGA-AD-6895	412	5	398	104	261	49	0	130	143	118	259	218	68	31
COAD_TCGA-AD-6899	64	5	26	17	0	2	0	0	8	8	33	27	21	2
COAD_TCGA-AD-6901	82	7	24	21	17	7	14	0	17	23	7	86	25	8
COAD_TCGA-AD-6963	33	0	12	2	4	0	0	2	23	6	0	14	13	3
COAD_TCGA-AD-6964	180	3	240	43	393	73	0	386	279	188	129	0	0	2
COAD_TCGA-AD-6965	51	3	19	10	0	6	3	0	15	8	12	27	8	0
COAD_TCGA-AD-A5EJ	403	31	248	43	284	228	8	89	25	253	51	42	11	29
COAD_TCGA-AD-A5EK	33	2	12	4	1	3	1	0	18	0	16	27	8	2
COAD_TCGA-AM-5820	38	5	14	6	0	0	0	0	2	5	12	16	4	0
COAD_TCGA-AM-5821	309	16	387	40	157	154	7	114	84	204	0	59	0	73
COAD_TCGA-AU-3779	51	8	8	6	9	1	9	3	0	1	12	27	7	1
COAD_TCGA-AU-6004	379	4	175	63	104	71	0	62	96	182	4	20	0	7
COAD_TCGA-AY-5543	48	7	3	13	7	1	4	10	12	14	11	26	8	1
COAD_TCGA-AY-6196	42	2	1	10	24	7	4	10	16	6	32	140	14	6
COAD_TCGA-AY-6197	212	7	135	38	164	103	0	280	93	242	30	15	0	7
COAD_TCGA-AY-6386	53	1	5	11	2	0	0	0	26	11	15	23	1	0
COAD_TCGA-AY-A54L	54	7	12	10	8	9	6	0	7	11	20	47	4	5
COAD_TCGA-AY-A69D	85	15	18	22	9	8	6	4	0	14	46	48	4	0
COAD_TCGA-AY-A71X	46	1	18	14	0	2	0	1	0	2	12	17	3	4
COAD_TCGA-AY-A8YK	20	1	12	7	3	6	2	0	10	8	3	20	1	3
COAD_TCGA-AZ-4308	26	0	6	8	3	0	4	16	2	0	6	21	4	0
COAD_TCGA-AZ-4315	23	2213	1215	2818	138	133	1552	871	599	0	0	0	0	146
COAD_TCGA-AZ-4323	22	1	0	6	10	2	2	8	0	2	8	11	0	7
COAD_TCGA-AZ-4614	68	1	18	7	8	5	3	2	30	7	9	67	12	35
COAD_TCGA-AZ-4615	247	14	70	39	124	99	0	94	6	205	0	45	10	18
COAD_TCGA-AZ-4616	35	4	14	12	0	4	7	5	0	12	8	17	4	6
COAD_TCGA-AZ-4681	30	0	11	3	1	4	1	0	0	6	13	27	7	1
COAD_TCGA-AZ-4682	47	3	4	11	3	0	0	0	0	6	6	17	7	3
COAD_TCGA-AZ-5403	17	6	13	6	2	0	7	7	1	0	15	25	3	4
COAD_TCGA-AZ-5407	44	5	23	4	5	0	0	0	0	3	12	31	0	4
COAD_TCGA-AZ-6598	567	17	698	97	334	213	0	147	174	261	92	75	0	19
COAD_TCGA-AZ-6599	0	2	33	30	5	0	10	0	20	0	250	0	69	0
COAD_TCGA-AZ-6600	52	6	6	7	0	0	0	0	30	9	6	53	10	3
COAD_TCGA-AZ-6601	1151	9	397	120	330	237	0	32	207	236	79	0	0	11
COAD_TCGA-AZ-6603	37	1	3	13	1	0	4	2	7	5	9	17	0	0
COAD_TCGA-AZ-6605	37	3	11	20	15	2	0	22	0	11	10	26	6	8
COAD_TCGA-AZ-6606	70	2	9	12	6	2	0	4	23	12	18	17	14	16
COAD_TCGA-AZ-6607	19	0	3	5	1	0	9	6	2	10	23	15	3	5
COAD_TCGA-AZ-6608	39	1	1	5	10	0	7	32	0	6	0	96	9	14
COAD_TCGA-CA-5254	79	1	21	12	1	5	11	8	32	11	17	63	5	1
COAD_TCGA-CA-5255	23	1	4	6	6	1	0	7	1	5	6	13	0	2
COAD_TCGA-CA-5256	35	2	10	7	3	0	5	0	14	12	10	6	0	2
COAD_TCGA-CA-5796	31	2	4	3	0	0	0	3	14	5	13	20	0	1
COAD_TCGA-CA-5797	19	1	0	2	6	0	3	4	5	0	18	25	6	0
COAD_TCGA-CA-6715	26	6	2	11	0	11	0	6	25	7	7	19	0	3
COAD_TCGA-CA-6716	87	6	20	11	7	8	4	5	0	0	7	41	10	1
COAD_TCGA-CA-6717	203	3804	501	2325	96	506	3494	1007	23	339	0	0	0	667
COAD_TCGA-CA-6718	0	1826	154	878	21	51	1260	85	0	102	0	0	0	51
COAD_TCGA-CA-6719	54	7	18	13	0	1	0	16	12	12	18	10	0	0
COAD_TCGA-CK-4947	47	1	13	5	1	0	8	3	1	10	7	29	2	6
