Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I	SBS96J	SBS96K	SBS96L	SBS96M	SBS96N	SBS96O	SBS96P	SBS96Q	SBS96R
COAD_TCGA-CM-5860	6.90E-01	2.32E+00	1.19E+00	5.51E+00	5.19E+00	9.43E-01	8.70E-01	2.67E-01	1.15E+00	6.18E-01	1.83E+00	1.51E+00	1.44E+00	8.95E-01	9.00E-01	7.64E-01	2.36E+00	5.63E-01
COAD_TCGA-CM-5861	1.66E+00	6.40E+00	3.74E+00	2.46E+01	2.78E+01	1.99E+01	2.05E+01	3.15E+00	1.90E+01	1.28E+01	3.27E+00	1.04E+01	5.68E+00	1.38E+00	6.97E+00	3.34E+00	2.83E+00	9.22E+00
COAD_TCGA-CM-5862	9.78E-01	1.89E+00	1.41E+00	5.20E+00	4.60E+00	1.22E+00	6.01E-01	8.95E-01	1.69E+00	1.03E+00	1.28E+00	1.44E+00	1.18E+00	9.09E-01	1.75E+00	1.28E+00	2.03E+00	1.53E+00
COAD_TCGA-CM-5863	7.02E-01	1.75E+00	8.88E-01	4.00E+00	3.40E+00	4.16E-01	6.84E-01	1.82E+00	6.36E-01	7.00E-01	9.89E-01	1.03E+00	1.36E+00	6.46E-01	5.37E-01	1.63E-01	1.26E+00	0.00E+00
COAD_TCGA-CM-5864	1.31E+00	1.37E+00	1.17E+00	5.75E+00	3.44E+00	2.34E+00	1.05E+00	1.71E+00	5.56E+00	9.60E-01	1.61E+00	2.51E+00	2.41E+00	9.43E-01	7.17E+00	3.79E-01	7.47E+00	4.14E+00
COAD_TCGA-CM-5868	7.75E-01	2.34E+00	9.22E-01	3.82E+00	3.96E+00	1.11E+00	1.27E+00	1.05E+00	1.89E+00	5.62E-01	1.59E+00	1.39E+00	1.15E+00	9.00E-01	6.70E-01	1.01E+00	2.26E+00	1.67E+00
COAD_TCGA-CM-6161	3.48E-01	2.17E+00	1.04E+00	6.81E+00	5.34E+00	1.74E+00	4.00E-01	2.49E-01	1.08E+00	1.16E+00	9.19E-01	9.17E-01	2.23E+00	5.33E-01	9.17E-01	3.42E-01	1.17E+00	1.22E+00
COAD_TCGA-CM-6163	2.60E-01	2.71E+00	1.10E+00	4.59E+00	5.89E+00	4.07E-01	9.07E-01	4.00E-01	1.20E+00	1.12E+00	6.11E-01	7.00E-01	1.15E+00	1.41E+00	7.72E-01	4.67E-01	1.81E+00	9.12E-01
COAD_TCGA-CM-6164	4.90E-01	1.15E+00	4.67E-01	2.38E+00	2.68E+00	3.06E-01	8.36E-01	1.79E+00	4.07E-01	1.40E+00	1.17E+00	1.05E+00	1.86E+00	3.48E-01	1.03E+00	0.00E+00	1.90E+00	1.26E+00
COAD_TCGA-CM-6165	6.05E-01	1.16E+00	9.78E-01	2.48E+00	3.29E+00	3.23E+00	3.00E+00	5.16E-01	3.67E-01	7.75E-01	1.27E+00	2.48E+00	1.44E+00	7.15E-01	1.79E+00	1.00E-01	1.54E+00	1.21E+00
COAD_TCGA-CM-6166	1.03E+00	1.93E+00	6.50E-01	1.96E+00	2.72E+00	9.55E-01	5.47E-01	4.67E-01	1.30E+00	1.12E+00	0.00E+00	0.00E+00	1.22E+00	1.39E+00	1.37E+00	0.00E+00	1.54E+00	8.94E-01
COAD_TCGA-CM-6167	6.80E-01	2.11E+00	9.21E-01	4.14E+00	4.01E+00	5.16E-01	2.67E-01	3.06E-01	7.86E-01	0.00E+00	1.02E+00	1.30E+00	1.25E+00	3.00E-01	1.03E+00	3.00E-01	1.92E+00	1.53E+00
COAD_TCGA-CM-6168	9.78E-01	3.82E+00	2.11E+00	7.33E+00	5.84E+00	2.11E+00	3.79E+00	9.00E-01	3.15E+00	2.24E+00	1.41E+00	2.74E+00	2.31E+00	1.62E+00	1.21E+00	8.41E-01	1.77E+00	2.33E+00
COAD_TCGA-CM-6169	6.53E-01	2.19E+00	1.06E+00	5.30E+00	4.13E+00	1.45E+00	1.05E+00	0.00E+00	1.40E+00	7.61E-01	0.00E+00	1.17E+00	1.42E+00	7.49E-01	1.03E+00	6.67E-01	2.14E+00	1.29E+00
COAD_TCGA-CM-6170	3.40E-01	2.80E+00	9.57E-01	6.25E+00	5.05E+00	7.64E-01	1.29E+00	4.00E-01	1.00E+00	4.07E-01	0.00E+00	1.15E+00	3.17E+00	1.85E+00	1.80E+00	1.60E+00	1.92E+00	1.36E+00
COAD_TCGA-CM-6171	1.58E+00	2.71E+01	8.63E+00	5.96E+01	5.85E+01	1.52E+01	1.34E+01	1.24E+00	1.75E+01	5.67E+00	3.87E+00	1.06E+01	5.43E+00	1.08E+00	2.42E+00	1.54E+00	3.45E+00	2.66E+00
COAD_TCGA-CM-6172	5.00E-01	2.64E+00	1.43E+00	4.54E+00	3.46E+00	6.46E-01	0.00E+00	3.00E-01	1.22E+00	2.13E-01	6.99E-01	6.00E-01	1.14E+00	9.52E-01	1.40E+00	1.33E+00	2.58E+00	1.79E+00
COAD_TCGA-CM-6674	5.54E-01	1.34E+01	6.18E+00	4.42E+01	4.37E+01	1.22E+01	1.39E+01	9.89E-01	1.25E+01	4.46E+00	1.28E+00	4.76E+00	3.01E+00	8.97E-01	3.02E+00	1.55E+00	2.48E+00	4.48E+00
COAD_TCGA-CM-6675	2.13E-01	1.99E+00	1.15E+00	3.53E+00	3.33E+00	1.08E+00	1.20E+00	7.02E-01	5.00E-01	1.47E+00	6.87E-01	1.08E+00	3.04E+00	4.47E-01	1.39E+00	1.36E+00	2.00E+00	2.16E+00
COAD_TCGA-CM-6676	6.11E-01	2.61E+00	1.84E+00	4.21E+00	4.53E+00	1.12E+00	1.71E+00	4.82E-01	7.00E-01	9.78E-01	1.14E+00	1.37E+00	1.66E+00	1.00E-01	6.54E-01	7.46E-01	2.74E+00	1.05E+00
COAD_TCGA-CM-6677	1.32E+00	3.95E+00	1.75E+00	7.17E+00	5.47E+00	9.43E-01	1.44E+00	0.00E+00	6.40E-01	1.11E+00	1.13E+00	7.75E-01	1.85E+00	3.67E-01	1.24E+00	1.35E+00	1.61E+00	1.28E+00
COAD_TCGA-CM-6678	9.83E-01	3.73E+00	1.61E+00	8.59E+00	8.40E+00	7.90E-01	0.00E+00	1.24E+00	1.66E+00	1.19E+00	1.10E+00	9.78E-01	2.58E+00	3.06E-01	1.72E+00	3.00E-01	1.49E+00	9.29E-01
COAD_TCGA-CM-6679	4.47E-01	6.57E-01	3.59E-01	2.39E+00	1.98E+00	9.12E-01	3.42E-01	1.53E+00	6.67E-01	2.52E+00	7.27E-01	1.40E+00	1.97E+00	8.72E-01	4.82E-01	3.96E-01	1.43E+00	1.19E+00
COAD_TCGA-CM-6680	0.00E+00	2.45E+00	1.26E+00	5.20E+00	4.55E+00	8.75E-01	6.15E-01	8.84E-01	5.16E-01	2.30E+00	9.36E-01	8.97E-01	1.13E+00	6.53E-01	8.67E-01	0.00E+00	2.05E+00	7.77E-01
COAD_TCGA-D5-5537	4.00E-01	1.42E+00	1.35E+00	3.75E+00	4.72E+00	1.21E+00	0.00E+00	8.46E-01	1.02E+00	1.10E+00	1.29E+00	1.54E+00	1.48E+00	4.73E-01	1.80E+00	2.67E-01	1.96E+00	1.48E+00
COAD_TCGA-D5-5538	5.59E-01	1.71E+00	1.19E+00	4.22E+00	5.14E+00	1.24E+00	7.90E-01	6.00E-01	1.78E+00	1.81E+00	2.03E+00	2.10E+00	1.29E+00	8.30E-01	1.97E+00	9.43E-01	2.47E+00	8.00E-01
COAD_TCGA-D5-5539	3.14E-01	1.90E+00	1.71E+00	5.60E+00	5.25E+00	1.70E+00	4.00E-01	7.00E-01	1.39E+00	5.16E-01	1.26E+00	8.62E-01	1.39E+00	1.19E+00	1.73E+00	1.35E+00	1.91E+00	9.60E-01
COAD_TCGA-D5-5540	9.80E-01	3.12E+00	1.78E+00	6.04E+00	5.79E+00	9.43E-01	0.00E+00	2.14E+00	1.04E+00	1.20E+00	1.25E+00	8.06E-01	1.07E+00	1.03E+00	1.21E+00	1.29E+00	1.57E+00	1.92E+00
COAD_TCGA-D5-5541	0.00E+00	2.17E+00	1.25E+00	3.00E+00	2.13E+00	4.48E-01	0.00E+00	0.00E+00	6.40E-01	1.03E+00	8.00E-01	8.44E-01	1.80E+00	7.16E-01	1.19E+00	6.87E-01	7.52E-01	7.86E-01
COAD_TCGA-D5-6529	6.23E-01	2.57E+00	1.48E+00	7.28E+00	5.01E+00	1.78E+00	5.00E-01	8.49E-01	1.65E+00	8.00E-01	3.40E-01	7.45E-01	1.57E+00	1.03E+00	1.52E+00	5.47E-01	2.38E+00	1.04E+00
COAD_TCGA-D5-6530	1.28E+00	1.60E+01	8.81E+00	4.63E+01	4.59E+01	1.93E+01	1.26E+01	1.90E+00	1.75E+01	6.14E+00	2.29E+00	5.57E+00	5.50E+00	5.58E-01	3.00E+00	8.92E-01	1.34E+00	2.30E+00
COAD_TCGA-D5-6531	1.18E+00	2.46E+00	1.57E+00	8.36E+00	8.56E+00	1.10E+00	1.25E+00	3.06E-01	1.52E+00	8.33E-01	9.89E-01	6.00E-01	2.85E+00	1.16E+00	2.55E+00	1.51E+00	4.66E+00	2.77E+00
COAD_TCGA-D5-6532	1.02E+00	2.68E+00	1.93E+00	4.45E+00	5.35E+00	5.17E-01	7.52E-01	8.46E-01	1.76E+00	1.01E+00	6.37E-01	1.92E+00	1.45E+00	1.79E+00	1.53E+00	1.11E+00	1.93E+00	1.53E+00
COAD_TCGA-D5-6533	1.01E+00	1.48E+00	1.53E+00	4.13E+00	6.04E+00	1.28E+00	1.35E+00	1.82E+00	3.08E+00	8.44E-01	1.14E+00	9.83E-01	2.33E+00	1.93E+00	1.80E+00	6.40E-01	3.96E+00	3.93E+00
COAD_TCGA-D5-6534	1.05E+00	2.49E+00	1.25E+00	3.85E+00	4.60E+00	1.19E+00	1.57E+00	1.18E+00	2.45E+00	5.86E-01	2.86E+00	1.04E+00	2.08E+00	8.75E-01	4.53E+00	8.70E-01	5.08E+00	1.80E+00
COAD_TCGA-D5-6535	1.55E+00	1.06E+00	1.13E+00	2.70E+00	4.27E+00	1.50E+00	1.17E+00	1.92E+00	2.16E+00	2.06E+00	3.46E+00	0.00E+00	2.08E+00	1.75E+00	3.50E+00	1.12E+00	4.63E+00	1.83E+00
COAD_TCGA-D5-6536	0.00E+00	3.34E+00	9.94E-01	4.78E+00	3.82E+00	8.75E-01	7.16E-01	0.00E+00	2.04E+00	9.40E-01	7.30E-01	7.67E-01	5.93E-01	9.07E-01	2.26E+00	0.00E+00	3.78E+00	2.23E+00
COAD_TCGA-D5-6537	1.01E+00	2.57E+00	1.52E+00	4.94E+00	6.49E+00	8.00E-01	1.38E+00	3.00E-01	8.44E-01	7.33E-01	1.40E+00	1.11E+00	6.96E-01	3.07E-01	6.05E-01	6.86E-01	2.20E+00	1.33E+00
COAD_TCGA-D5-6538	6.71E-01	2.95E+00	1.93E+00	6.10E+00	6.46E+00	1.00E+00	9.78E-01	1.36E+00	1.07E+00	8.06E-01	6.67E-01	8.49E-01	2.06E+00	1.00E-01	1.71E+00	7.00E-01	2.20E+00	1.41E+00
COAD_TCGA-D5-6539	8.62E-01	1.63E+00	1.12E+00	1.51E+00	2.11E+00	9.12E-01	8.43E-01	5.96E-01	1.09E+00	1.50E+00	6.18E-01	4.67E-01	1.15E+00	8.23E-01	1.75E+00	8.75E-01	2.69E+00	2.02E+00
COAD_TCGA-D5-6540	2.21E+00	9.49E+00	7.03E+00	4.39E+01	4.17E+01	2.18E+01	1.69E+01	1.15E+00	1.39E+01	3.27E+00	9.14E+00	1.23E+01	5.91E+00	1.14E+00	6.47E+00	3.23E+00	2.26E+00	3.75E+00
COAD_TCGA-D5-6541	4.99E-01	2.21E+00	1.18E+00	5.86E+00	5.32E+00	1.25E+00	5.12E-01	6.67E-01	1.66E+00	4.00E-01	7.77E-01	9.43E-01	9.34E-01	7.31E-01	1.30E+00	0.00E+00	1.11E+00	8.14E-01
COAD_TCGA-D5-6898	7.12E-01	2.41E+00	6.87E-01	3.58E+00	3.84E+00	3.65E-01	7.92E-01	0.00E+00	5.16E-01	1.30E+00	0.00E+00	1.63E+00	1.08E+00	6.18E-01	6.32E-01	3.59E-01	1.75E+00	1.59E+00
COAD_TCGA-D5-6920	1.11E+00	2.01E+00	1.27E+00	3.92E+00	4.54E+00	1.28E+00	0.00E+00	5.47E-01	9.80E-01	6.63E-01	0.00E+00	9.60E-01	8.67E-01	1.46E+00	1.10E+00	7.00E-01	1.93E+00	1.20E+00
COAD_TCGA-D5-6922	3.89E-01	1.61E+00	1.94E+00	3.72E+00	4.81E+00	9.21E-01	0.00E+00	4.73E-01	1.39E+00	7.37E-01	8.03E-01	6.63E-01	1.72E+00	1.12E+00	2.30E+00	7.63E-01	2.23E+00	1.28E+00
COAD_TCGA-D5-6924	7.27E-01	2.62E+00	1.36E+00	4.62E+00	5.93E+00	1.49E+00	9.24E-01	1.14E+00	4.27E+00	6.29E-01	1.51E+00	7.42E-01	2.35E+00	1.15E+00	2.21E+00	9.21E-01	4.67E+00	2.89E+00
COAD_TCGA-D5-6926	7.33E-01	1.50E+00	1.49E+00	5.27E+00	4.80E+00	6.46E-01	4.00E-01	1.57E+00	7.72E-01	9.21E-01	0.00E+00	9.75E-01	1.85E+00	1.51E+00	1.22E+00	1.08E+00	2.40E+00	1.11E+00
COAD_TCGA-D5-6927	2.17E+00	3.05E+00	2.32E+00	1.91E+01	1.49E+01	8.06E+00	7.92E+00	3.17E+00	6.59E+00	5.75E+00	3.74E+00	4.86E+00	3.02E+00	0.00E+00	6.62E+00	1.04E+00	1.87E+00	3.76E+00
COAD_TCGA-D5-6928	5.15E+00	7.04E+00	9.93E+00	5.00E+01	4.86E+01	2.85E+01	1.70E+01	1.70E+00	2.79E+01	7.14E+00	9.56E+00	4.97E+00	4.99E+00	2.07E+00	5.78E+00	1.37E+00	5.17E+00	3.55E+00
COAD_TCGA-D5-6929	4.82E-01	2.39E+00	1.47E+00	3.69E+00	4.97E+00	2.18E+00	2.64E+00	1.07E+00	1.51E+00	1.02E+00	1.38E+00	2.19E+00	1.07E+00	2.12E+00	1.40E+00	7.48E-01	2.02E+00	1.27E+00
COAD_TCGA-D5-6930	3.08E+00	2.17E+01	3.83E+00	2.89E+01	3.06E+01	3.05E+01	7.81E+00	7.30E-01	1.81E+01	3.90E+00	7.87E+00	4.59E+00	8.54E+00	1.28E+00	8.33E+00	2.47E+00	3.27E+00	6.23E+00
COAD_TCGA-D5-6931	8.83E-01	2.47E+00	1.85E+00	5.93E+00	3.54E+00	2.00E+00	2.04E+00	2.91E+00	1.43E+00	1.25E+00	2.86E+00	2.41E+00	3.38E+00	1.44E+00	2.17E+00	3.74E+00	2.36E+00	1.53E+00
COAD_TCGA-D5-6932	1.35E+00	1.78E+00	9.78E-01	4.73E+00	3.21E+00	2.70E+00	2.19E+00	1.00E+00	2.74E+00	1.69E+00	1.33E+00	1.39E+00	1.53E+00	6.50E-01	4.59E+00	1.08E+00	4.60E+00	3.70E+00
COAD_TCGA-D5-7000	0.00E+00	1.60E+00	9.40E-01	4.92E+00	4.60E+00	1.17E+00	6.33E-01	6.11E-01	1.43E+00	4.01E-01	1.24E+00	9.33E-01	1.29E+00	1.01E+00	1.13E+00	9.83E-01	1.79E+00	1.63E+00
COAD_TCGA-DM-A0X9	6.00E-01	3.03E+00	2.27E+00	6.34E+00	7.05E+00	1.25E+00	1.07E+00	1.73E+00	1.50E+00	1.05E+00	2.35E+00	1.52E+00	1.87E+00	9.87E-01	2.00E+00	9.24E-01	2.45E+00	2.06E+00
COAD_TCGA-DM-A0XD	9.04E-01	2.56E+00	1.76E+00	8.71E+00	8.39E+00	1.51E+00	1.19E+00	1.30E+00	1.35E+00	9.00E-01	1.30E+00	8.72E-01	1.54E+00	1.27E+00	1.63E+00	4.42E-01	2.03E+00	1.63E+00
COAD_TCGA-DM-A0XF	8.14E-01	1.47E+00	8.43E-01	2.28E+00	2.53E+00	1.67E+00	2.91E+00	1.22E+00	1.59E+00	9.87E-01	6.29E-01	1.29E+00	1.52E+00	1.37E+00	1.94E+00	8.57E-01	2.85E+00	3.38E+00
COAD_TCGA-DM-A1D0	8.00E-01	2.07E+00	1.14E+00	3.36E+00	4.30E+00	3.59E-01	7.90E-01	1.32E+00	3.58E+00	1.35E+00	2.22E+00	8.95E-01	1.45E+00	1.09E+00	3.86E+00	8.95E-01	4.70E+00	2.66E+00
COAD_TCGA-DM-A1D4	1.29E+00	4.27E+00	1.35E+00	8.94E+00	7.83E+00	1.11E+00	1.58E+00	1.26E+00	1.25E+00	2.19E+00	1.35E+00	2.01E+00	1.29E+00	4.07E-01	1.20E+00	6.57E-01	2.07E+00	8.82E-01
COAD_TCGA-DM-A1D6	4.00E-01	2.75E+00	1.27E+00	6.33E+00	5.62E+00	9.46E-01	1.75E+00	9.94E-01	1.11E+00	9.57E-01	4.67E-01	6.90E-01	6.84E-01	2.00E+00	1.80E+00	4.28E-01	1.95E+00	1.74E+00
COAD_TCGA-DM-A1D7	3.42E-01	2.23E+00	8.54E-01	3.36E+00	3.40E+00	1.89E+00	2.35E+00	6.74E-01	2.57E+00	6.33E-01	2.22E+00	1.63E+00	1.75E+00	1.09E+00	3.27E+00	8.44E-01	4.87E+00	3.54E+00
COAD_TCGA-DM-A1D8	1.06E+00	3.03E+00	9.52E-01	4.57E+00	4.79E+00	1.17E+00	3.06E+00	1.43E+00	1.18E+00	1.25E+00	1.41E+00	1.95E+00	2.27E+00	1.16E+00	1.80E+00	1.79E+00	5.91E+00	3.12E+00
COAD_TCGA-DM-A1D9	5.12E-01	1.45E+00	1.23E+00	3.03E+00	3.02E+00	1.29E+00	1.83E+00	1.16E+00	2.46E+00	8.14E-01	1.65E+00	4.33E-01	1.72E+00	1.67E+00	4.19E+00	4.73E-01	6.70E+00	4.92E+00
COAD_TCGA-DM-A1DA	1.01E+00	2.65E+00	1.42E+00	5.09E+00	3.15E+00	2.30E+00	3.77E+00	7.75E-01	3.97E+00	6.90E-01	2.22E+00	1.93E+00	2.76E+00	1.03E+00	5.06E+00	1.25E+00	6.64E+00	4.27E+00
COAD_TCGA-DM-A1DB	7.46E-01	1.28E+00	1.20E+00	2.17E+00	2.96E+00	8.54E-01	6.87E-01	5.00E-01	9.36E-01	1.21E+00	0.00E+00	1.00E+00	1.47E+00	1.22E+00	4.23E-01	1.28E+00	1.81E+00	4.33E-01
COAD_TCGA-DM-A1HA	1.02E+00	3.04E+00	1.24E+00	5.95E+00	6.63E+00	1.19E+00	1.00E-01	3.96E-01	2.76E+00	1.17E+00	2.05E+00	5.63E-01	2.07E+00	1.37E+00	2.19E+00	3.35E-01	2.90E+00	2.21E+00
COAD_TCGA-DM-A1HB	2.07E+00	8.32E+00	4.15E+00	2.58E+01	2.70E+01	1.27E+01	1.42E+01	2.10E+00	8.82E+00	5.16E+00	5.72E+00	9.80E+00	3.60E+00	8.54E-01	7.23E+00	1.26E+00	4.88E+00	6.62E+00
COAD_TCGA-DM-A280	6.05E-01	1.31E+00	8.31E-01	4.85E+00	4.71E+00	2.08E+00	0.00E+00	1.48E+00	6.87E-01	1.23E+00	5.16E-01	0.00E+00	1.01E+00	1.48E+00	1.65E+00	2.79E+00	2.14E+00	1.43E+00
COAD_TCGA-DM-A282	1.10E+00	2.26E+00	4.33E-01	4.70E+00	5.14E+00	8.72E-01	1.15E+00	7.00E-01	1.25E+00	1.24E+00	1.22E+00	9.68E-01	1.96E+00	7.64E-01	1.54E+00	1.00E-01	2.39E+00	1.01E+00
COAD_TCGA-DM-A285	7.77E-01	2.99E+00	1.17E+00	4.56E+00	3.10E+00	9.71E-01	2.13E-01	1.57E+00	1.48E+00	1.48E+00	1.91E+00	2.14E+00	1.84E+00	7.89E-01	2.13E+00	1.31E+00	2.66E+00	3.58E+00
COAD_TCGA-DM-A288	1.03E+00	1.61E+00	7.72E-01	2.58E+00	2.87E+00	9.91E-01	9.60E-01	0.00E+00	1.56E+00	8.82E-01	1.07E+00	5.39E-01	1.62E+00	1.17E+00	1.04E+00	5.63E-01	1.66E+00	1.16E+00
COAD_TCGA-DM-A28A	1.60E+00	2.60E+00	1.02E+00	4.64E+00	5.58E+00	8.84E-01	1.65E+00	1.00E-01	1.03E+00	1.19E+00	1.22E+00	1.81E+00	1.97E+00	9.57E-01	1.29E+00	2.69E-01	2.21E+00	1.04E+00
COAD_TCGA-DM-A28C	8.33E-01	1.80E+00	8.98E-01	4.40E+00	4.51E+00	6.84E-01	3.94E-01	6.29E-01	1.72E+00	1.00E-01	6.00E-01	1.15E+00	1.16E+00	1.23E+00	1.87E+00	5.47E-01	1.39E+00	1.59E+00
COAD_TCGA-DM-A28E	5.21E-01	1.82E+00	7.95E-01	4.26E+00	3.09E+00	1.85E+00	0.00E+00	7.89E-01	7.42E-01	2.25E+00	4.73E-01	1.62E+00	6.05E-01	1.24E+00	1.45E+00	8.19E-01	1.31E+00	1.14E+00
COAD_TCGA-DM-A28F	1.60E+00	3.06E+00	1.58E+00	5.31E+00	5.75E+00	2.49E+00	2.37E+00	1.93E+00	1.54E+00	2.21E+00	8.60E-01	1.79E+00	1.83E+00	1.78E+00	6.14E+00	1.95E+00	6.87E+00	3.84E+00
COAD_TCGA-DM-A28G	3.65E-01	1.46E+00	8.88E-01	5.62E+00	4.50E+00	2.96E+00	1.61E+00	1.12E+00	1.24E+00	1.46E+00	1.34E+00	1.32E+00	2.34E+00	8.41E-01	1.87E+00	9.40E-01	2.19E+00	7.31E-01
COAD_TCGA-DM-A28H	7.15E-01	1.97E+00	1.38E+00	2.82E+00	1.65E+00	1.22E+00	6.00E-01	1.85E+00	1.45E+00	1.21E+00	1.44E+00	1.60E+00	1.92E+00	1.29E+00	2.48E+00	2.21E-01	2.62E+00	1.06E+00
COAD_TCGA-DM-A28K	7.31E-01	2.81E+00	1.56E+00	6.20E+00	6.37E+00	1.39E+00	8.75E-01	0.00E+00	1.29E+00	8.97E-01	1.01E+00	1.01E+00	1.27E+00	6.53E-01	1.11E+00	1.13E+00	1.48E+00	1.28E+00
COAD_TCGA-DM-A28M	6.15E-01	2.14E+00	1.14E+00	4.59E+00	4.15E+00	6.84E-01	6.53E-01	7.33E-01	0.00E+00	1.53E+00	5.47E-01	7.02E-01	1.91E+00	4.01E-01	1.03E+00	1.62E+00	1.05E+00	3.06E-01
COAD_TCGA-F4-6459	8.19E-01	1.37E+00	9.31E-01	3.71E+00	2.49E+00	8.97E-01	8.72E-01	5.67E-01	1.30E+00	6.84E-01	1.01E+00	1.57E+00	2.78E+00	1.24E+00	2.11E+00	9.45E-01	3.55E+00	2.60E+00
COAD_TCGA-F4-6460	8.70E-01	2.08E+00	1.63E+00	3.37E+00	3.52E+00	8.19E-01	1.25E+00	1.13E+00	2.73E+00	1.02E+00	1.66E+00	1.32E+00	2.00E+00	1.03E+00	3.73E+00	9.29E-01	3.88E+00	3.03E+00
COAD_TCGA-F4-6461	7.78E-01	1.53E+00	1.05E+00	4.24E+00	4.61E+00	1.50E+00	8.03E-01	1.90E+00	1.15E+00	1.01E+00	6.05E-01	1.79E+00	2.02E+00	8.79E-01	1.45E+00	7.03E-01	2.54E+00	1.41E+00
COAD_TCGA-F4-6463	4.48E-01	2.69E+00	1.04E+00	3.87E+00	4.38E+00	1.19E+00	0.00E+00	5.17E-01	1.23E+00	0.00E+00	6.23E-01	6.99E-01	9.89E-01	4.99E-01	3.40E-01	3.59E-01	1.30E+00	9.52E-01
COAD_TCGA-F4-6569	1.60E+00	1.07E+00	1.09E+00	3.70E+00	4.70E+00	1.16E+00	9.33E-01	9.36E-01	1.54E+00	1.24E+00	5.39E-01	8.75E-01	9.12E-01	1.12E+00	2.22E+00	1.05E+00	2.51E+00	1.04E+00
COAD_TCGA-F4-6570	2.96E+00	6.63E+00	7.93E+00	4.94E+01	4.28E+01	2.52E+01	1.79E+01	1.49E+00	2.20E+01	8.82E+00	9.62E+00	4.87E+00	7.31E+00	2.34E+00	5.16E+00	1.51E+00	5.15E+00	3.55E+00
COAD_TCGA-F4-6703	1.02E+00	4.65E+00	2.69E+00	1.17E+01	1.27E+01	1.07E+01	7.25E+00	2.17E+00	6.69E+00	2.21E+00	3.31E+00	3.90E+00	3.33E+00	1.33E+00	3.35E+00	2.70E+00	2.74E+00	3.30E+00
COAD_TCGA-F4-6704	6.40E-01	2.53E+00	1.06E+00	1.93E+00	3.86E+00	1.04E+00	1.79E+00	8.92E-01	5.73E-01	1.00E-01	8.98E-01	1.25E+00	1.78E+00	5.93E-01	8.82E-01	9.00E-01	1.65E+00	4.33E-01
COAD_TCGA-F4-6805	7.67E-01	1.20E+00	8.70E-01	3.36E+00	3.00E+00	1.42E+00	8.41E-01	4.99E-01	1.15E+00	1.13E+00	0.00E+00	1.11E+00	9.55E-01	2.67E-01	2.73E+00	9.04E-01	1.89E+00	1.17E+00
COAD_TCGA-F4-6806	1.06E+00	1.81E+00	9.32E-01	4.69E+00	3.98E+00	1.18E+00	5.78E-01	1.13E+00	1.10E+00	2.91E-01	3.96E-01	8.36E-01	2.20E+00	1.03E+00	1.34E+00	0.00E+00	1.80E+00	1.00E+00
COAD_TCGA-F4-6807	1.15E+00	1.55E+00	1.52E+00	4.72E+00	2.70E+00	4.34E+00	3.77E+00	3.42E-01	3.08E+00	5.67E-01	3.41E+00	3.55E+00	3.23E+00	1.02E+00	3.70E+00	1.37E+00	4.18E+00	3.39E+00
COAD_TCGA-F4-6808	8.72E-01	2.83E+00	1.73E+00	6.10E+00	6.54E+00	2.02E+00	2.47E+00	0.00E+00	9.68E-01	9.12E-01	1.31E+00	1.97E+00	1.50E+00	5.54E-01	1.53E+00	1.17E+00	2.91E+00	1.36E+00
COAD_TCGA-F4-6809	1.47E+00	1.44E+00	7.00E-01	2.96E+00	2.02E+00	1.20E+00	1.31E+00	2.30E+00	2.06E+00	2.06E+00	1.67E+00	1.13E+00	9.87E-01	1.56E+00	2.88E+00	1.81E+00	3.98E+00	1.84E+00
COAD_TCGA-F4-6854	0.00E+00	1.77E+00	1.34E+00	4.16E+00	3.20E+00	9.45E-01	1.51E+00	1.37E+00	1.06E+00	1.12E+00	1.92E+00	6.40E-01	1.23E+00	9.68E-01	1.32E+00	1.30E+00	2.11E+00	1.93E+00
COAD_TCGA-F4-6855	4.90E-01	2.36E+00	8.79E-01	4.06E+00	4.26E+00	5.59E-01	1.39E+00	1.00E+00	8.43E-01	5.96E-01	1.32E+00	1.09E+00	1.67E+00	1.00E+00	1.67E+00	0.00E+00	1.55E+00	1.81E+00
COAD_TCGA-F4-6856	1.35E+00	1.53E+01	4.28E+00	3.01E+01	2.47E+01	2.34E+01	8.72E+00	1.35E+00	1.38E+01	4.44E+00	4.03E+00	5.04E+00	4.37E+00	1.02E+00	5.92E+00	1.24E+00	4.00E+00	4.20E+00
COAD_TCGA-G4-6293	4.67E-01	1.89E+00	1.25E+00	5.07E+00	4.12E+00	1.10E+00	0.00E+00	6.86E-01	1.70E+00	4.27E-01	1.05E+00	1.08E+00	3.31E+00	2.91E-01	1.73E+00	3.96E-01	2.07E+00	1.51E+00
COAD_TCGA-G4-6294	3.89E-01	1.86E+00	1.29E+00	3.09E+00	2.59E+00	1.24E+00	1.23E+00	0.00E+00	3.40E+00	4.82E-01	1.23E+00	1.11E+00	1.17E+00	1.33E+00	2.80E+00	1.39E+00	3.65E+00	3.64E+00
COAD_TCGA-G4-6295	6.51E-01	2.54E+00	1.08E+00	4.65E+00	2.07E+00	8.62E-01	8.03E-01	1.19E+00	3.77E+00	8.44E-01	2.68E+00	1.25E+00	1.86E+00	9.36E-01	5.29E+00	6.00E-01	5.60E+00	2.92E+00
