Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I	SBS96J	SBS96K	SBS96L	SBS96M	SBS96N	SBS96O	SBS96P	SBS96Q	SBS96R	SBS96S	SBS96T	SBS96U	SBS96V	SBS96W	SBS96X
BRCA_TCGA-C8-A132	1	2	2	0	7	0	0	0	1	0	4	4	4	0	1	6	3	28	1	7	0	8	4	1
BRCA_TCGA-C8-A133	1	0	2	0	1	0	0	3	0	3	3	0	3	2	2	5	0	0	2	2	2	1	0	1
BRCA_TCGA-C8-A134	7	2	2	2	3	3	2	5	0	4	3	2	11	6	0	0	7	7	0	0	0	29	14	8
BRCA_TCGA-C8-A135	1	8	5	7	10	6	0	1	4	0	0	0	0	2	0	4	7	6	0	0	2	5	3	6
BRCA_TCGA-C8-A137	0	2	7	0	8	0	0	0	2	0	0	0	3	0	9	7	0	16	1	2	3	0	1	1
BRCA_TCGA-C8-A138	3	1	1	6	4	0	0	3	3	0	2	0	2	0	8	0	3	0	0	0	5	5	1	5
BRCA_TCGA-C8-A1HE	0	2	3	4	0	0	0	0	0	1	2	0	5	0	0	24	3	10	0	0	0	0	0	0
BRCA_TCGA-C8-A1HF	1	2	2	3	1	1	1	1	0	3	0	0	1	0	2	10	0	6	0	0	0	1	4	0
BRCA_TCGA-C8-A1HG	0	6	4	10	4	2	0	0	5	2	1	0	3	2	5	4	0	4	0	3	2	8	3	1
BRCA_TCGA-C8-A1HI	1	1	1	2	14	5	0	0	2	0	2	0	3	2	2	8	7	10	0	0	0	6	0	6
BRCA_TCGA-C8-A1HJ	2	3	2	4	2	2	0	3	2	7	5	7	0	6	0	0	3	13	3	5	0	38	7	10
BRCA_TCGA-C8-A1HK	2	3	6	4	0	6	0	0	2	2	0	1	3	2	0	1	0	26	0	0	0	4	3	8
BRCA_TCGA-C8-A1HL	1	4	1	2	1	2	2	1	0	2	4	0	6	2	1	0	0	0	0	0	1	3	0	4
BRCA_TCGA-C8-A1HM	10	7	21	7	6	2	0	0	0	6	6	0	10	0	31	74	0	243	0	0	14	8	0	3
BRCA_TCGA-C8-A1HN	1	4	1	7	7	2	2	0	0	6	2	0	7	2	5	4	0	2	0	1	4	8	0	5
BRCA_TCGA-C8-A1HO	2	0	2	3	4	3	2	1	1	0	0	0	4	0	0	11	0	5	0	7	2	2	0	0
BRCA_TCGA-C8-A26V	1	5	7	3	2	1	0	0	0	5	0	0	4	0	0	17	3	35	2	0	4	6	0	1
BRCA_TCGA-C8-A26W	0	2	7	2	2	1	0	0	2	3	1	1	4	0	7	14	3	16	0	0	0	4	0	0
BRCA_TCGA-C8-A26X	1	5	4	10	0	0	0	0	1	3	6	2	5	7	1	3	1	3	0	6	6	6	3	2
BRCA_TCGA-C8-A26Y	17	4	43	9	3	6	2	0	5	2	3	3	10	0	13	309	0	371	19	0	97	0	0	0
BRCA_TCGA-C8-A26Z	1	6	3	6	2	0	0	0	0	0	3	2	0	0	4	2	1	0	1	5	2	6	2	3
BRCA_TCGA-C8-A273	1	1	2	1	4	2	0	0	0	1	0	0	2	0	0	0	0	1	1	5	0	3	0	0
BRCA_TCGA-C8-A274	4	8	14	4	4	4	0	3	1	2	2	3	0	4	0	126	0	96	0	0	6	0	0	0
BRCA_TCGA-C8-A275	0	2	10	5	2	4	0	0	0	1	3	1	0	0	17	24	0	66	2	3	0	0	1	1
BRCA_TCGA-C8-A278	1	1	4	4	6	3	0	0	1	1	1	0	0	0	0	7	3	8	0	0	0	6	0	7
BRCA_TCGA-C8-A27A	3	2	4	2	2	0	2	0	0	1	0	2	5	0	0	8	0	3	0	1	0	4	0	1
BRCA_TCGA-C8-A27B	2	4	4	0	2	2	0	1	3	4	0	2	4	0	7	0	3	69	5	8	4	38	0	0
BRCA_TCGA-C8-A3M7	5	7	19	9	5	0	0	3	0	3	3	0	0	1	19	101	0	46	0	0	0	0	0	0
BRCA_TCGA-C8-A3M8	0	5	3	0	5	0	0	0	3	4	1	5	10	0	0	2	0	10	0	0	0	7	1	6
BRCA_TCGA-C8-A8HP	5	7	24	4	1	2	0	1	0	0	8	0	0	0	6	93	0	111	0	0	11	0	0	0
BRCA_TCGA-C8-A8HQ	3	2	35	10	10	1	0	5	0	1	1	0	3	0	0	151	0	150	0	0	0	0	0	0
BRCA_TCGA-C8-A8HR	0	4	2	6	1	0	4	0	2	4	0	0	4	2	6	0	3	3	4	1	0	10	4	0
BRCA_TCGA-C8-A9FZ	0	4	1	3	3	3	0	0	2	0	0	0	0	0	1	1	0	3	0	1	0	6	1	0
BRCA_TCGA-D8-A13Y	1	2	3	4	4	2	2	0	2	6	2	3	5	2	11	9	0	10	2	0	0	6	5	1
BRCA_TCGA-D8-A13Z	1	4	4	10	2	2	0	0	0	0	6	0	2	0	1	0	5	14	6	9	7	25	4	1
BRCA_TCGA-D8-A140	1	10	6	4	11	7	2	1	7	0	7	2	8	2	13	25	0	5	0	2	5	3	0	13
BRCA_TCGA-D8-A141	0	1	1	5	0	0	0	0	0	0	1	0	2	0	1	0	0	0	0	1	0	4	0	5
BRCA_TCGA-D8-A142	1	8	6	10	19	0	6	3	6	3	1	3	15	4	8	0	1	16	6	2	0	25	5	18
BRCA_TCGA-D8-A143	0	4	0	4	5	2	0	0	0	1	2	0	2	1	3	3	0	1	1	8	2	12	7	3
BRCA_TCGA-D8-A145	0	5	1	5	3	2	0	0	3	3	3	0	4	0	0	1	0	3	0	2	0	5	4	3
BRCA_TCGA-D8-A146	0	4	4	2	3	0	0	0	3	1	2	0	2	0	5	5	8	0	0	0	0	0	0	2
BRCA_TCGA-D8-A147	2	1	6	1	5	1	1	5	1	1	11	2	0	7	19	3	7	49	10	9	0	42	6	11
BRCA_TCGA-D8-A1J8	20	40	59	24	28	58	0	19	13	32	39	4	16	0	35	247	8	305	0	0	14	0	0	0
BRCA_TCGA-D8-A1J9	10	3	26	2	0	0	0	0	0	2	3	2	0	0	5	100	0	114	4	0	4	0	0	3
BRCA_TCGA-D8-A1JB	1	1	2	3	2	2	0	1	1	2	2	4	6	0	1	4	0	4	3	0	0	11	3	10
BRCA_TCGA-D8-A1JC	3	1	9	2	10	1	0	1	0	2	3	0	0	1	12	27	0	39	0	2	0	3	6	0
BRCA_TCGA-D8-A1JD	4	3	4	0	5	6	0	3	0	1	7	4	8	1	0	9	7	16	2	2	1	24	9	6
BRCA_TCGA-D8-A1JE	1	2	0	2	5	3	2	0	0	3	0	0	0	4	1	2	4	2	0	2	1	0	4	2
BRCA_TCGA-D8-A1JF	0	4	2	1	6	8	2	0	0	2	0	1	0	0	1	3	5	3	0	1	0	5	3	2
BRCA_TCGA-D8-A1JG	27	7	18	8	12	7	16	1	1	0	0	5	4	6	13	1	2	13	1	9	0	10	3	5
BRCA_TCGA-D8-A1JH	0	2	1	1	1	0	0	1	1	1	0	0	0	2	0	2	5	0	0	0	0	2	3	2
BRCA_TCGA-D8-A1JI	0	1	2	0	4	4	0	0	2	3	3	0	7	2	5	0	0	0	0	3	2	0	0	4
BRCA_TCGA-D8-A1JJ	1	5	8	5	3	3	0	0	1	3	4	0	0	0	0	35	0	20	3	7	0	0	0	0
BRCA_TCGA-D8-A1JK	5	5	4	4	2	5	10	7	6	8	8	7	23	18	13	16	26	13	5	0	7	21	20	16
BRCA_TCGA-D8-A1JL	2	2	4	0	6	4	0	3	5	7	1	5	8	0	6	0	4	12	2	4	0	26	10	16
BRCA_TCGA-D8-A1JM	0	1	4	6	4	0	0	0	1	2	4	0	0	1	3	1	0	2	0	4	4	6	0	10
BRCA_TCGA-D8-A1JN	5	4	23	7	2	0	2	0	0	1	1	0	5	0	8	86	0	54	0	0	10	0	0	0
BRCA_TCGA-D8-A1JP	1	2	2	0	0	3	4	0	11	3	4	0	10	3	7	0	2	12	5	8	6	29	12	11
BRCA_TCGA-D8-A1JS	1	2	1	1	3	0	0	0	2	1	1	0	1	0	6	1	0	0	0	1	2	3	3	0
BRCA_TCGA-D8-A1JT	0	3	1	3	4	0	0	1	0	0	0	3	8	0	2	0	4	0	0	0	0	6	2	4
BRCA_TCGA-D8-A1JU	0	1	1	1	3	0	0	0	4	1	0	0	2	0	0	2	0	0	1	1	0	2	1	0
BRCA_TCGA-D8-A1X5	6	4	2	5	5	1	0	3	6	0	0	0	2	2	3	2	0	6	3	0	0	0	0	16
BRCA_TCGA-D8-A1X6	3	5	1	6	1	1	0	0	1	0	3	1	3	0	0	4	3	0	0	1	0	8	1	0
BRCA_TCGA-D8-A1X7	0	1	2	1	4	1	0	0	0	0	0	2	1	0	7	0	0	2	0	0	1	3	2	5
BRCA_TCGA-D8-A1X9	3	0	0	1	5	6	0	6	4	4	2	1	6	0	0	0	0	9	2	9	13	11	5	15
BRCA_TCGA-D8-A1XA	0	1	2	4	2	0	0	0	3	1	0	0	2	0	1	0	4	0	0	3	4	1	0	0
BRCA_TCGA-D8-A1XB	0	6	4	4	3	2	0	1	1	3	0	0	2	0	0	8	1	2	0	1	4	1	4	3
BRCA_TCGA-D8-A1XC	1	3	1	9	0	3	0	0	1	0	1	3	0	0	3	1	0	0	0	1	0	2	2	3
BRCA_TCGA-D8-A1XF	0	6	6	5	4	1	0	2	0	0	1	0	0	5	4	0	3	4	0	2	0	2	0	6
BRCA_TCGA-D8-A1XG	0	1	2	0	1	5	0	3	0	3	0	0	0	0	0	2	0	0	0	0	1	7	1	1
BRCA_TCGA-D8-A1XK	6	58	7	40	41	24	17	29	375	272	10	66	4	5	1	0	41	13	45	12	6	39	154	35
BRCA_TCGA-D8-A1XL	4	4	4	1	4	0	1	3	3	6	3	3	2	5	2	4	8	6	2	2	0	22	8	13
BRCA_TCGA-D8-A1XM	1	1	8	5	7	0	0	0	0	0	1	0	4	0	5	14	0	8	0	0	8	0	2	0
BRCA_TCGA-D8-A1XO	0	1	0	2	2	1	0	0	0	0	2	1	1	0	0	6	0	5	1	2	1	0	2	2
BRCA_TCGA-D8-A1XQ	7	61	25	59	73	62	7	32	110	138	49	49	28	8	11	13	48	32	22	33	14	78	53	19
BRCA_TCGA-D8-A1XR	0	6	1	3	0	2	0	3	2	0	3	0	0	0	1	3	4	0	0	0	0	1	3	0
BRCA_TCGA-D8-A1XS	0	3	4	0	3	0	0	0	0	0	0	1	0	0	0	5	0	2	0	1	0	1	0	6
BRCA_TCGA-D8-A1XT	0	4	2	4	0	1	0	1	3	0	0	0	2	2	5	3	0	3	2	5	2	6	0	0
BRCA_TCGA-D8-A1XU	0	1	1	4	0	1	0	0	0	0	2	1	0	0	3	12	1	3	0	0	0	5	0	1
BRCA_TCGA-D8-A1XV	0	1	1	5	7	0	0	0	1	3	0	0	3	2	1	0	0	4	0	3	0	1	3	1
BRCA_TCGA-D8-A1XW	0	4	3	0	7	0	1	0	5	1	7	4	4	0	1	7	3	10	7	8	0	31	9	10
BRCA_TCGA-D8-A1XY	1	6	2	8	6	2	2	3	0	1	1	0	2	0	5	7	2	2	0	0	0	5	0	4
BRCA_TCGA-D8-A1XZ	1	9	6	9	14	5	0	0	1	0	7	0	3	2	2	0	0	11	0	4	3	7	8	4
BRCA_TCGA-D8-A1Y0	4	0	2	5	4	5	0	3	3	2	0	0	0	0	6	2	0	12	1	9	0	11	9	3
BRCA_TCGA-D8-A1Y1	1	29	12	41	60	10	0	6	4	12	2	9	1	0	0	26	9	4	0	5	0	2	0	0
BRCA_TCGA-D8-A1Y2	0	1	1	2	3	0	0	0	0	0	0	1	0	1	0	8	2	3	0	0	0	0	0	0
BRCA_TCGA-D8-A1Y3	0	5	3	13	6	0	2	0	0	5	1	0	8	0	0	3	6	0	0	0	1	8	6	0
BRCA_TCGA-D8-A27E	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	5	0	0
BRCA_TCGA-D8-A27F	2	1	1	0	4	0	2	0	2	1	5	2	3	0	0	0	2	11	0	0	2	11	11	10
BRCA_TCGA-D8-A27G	19	5	67	6	1	2	0	0	0	0	6	0	0	0	55	468	0	511	0	0	36	0	0	0
BRCA_TCGA-D8-A27H	0	2	1	2	7	2	2	1	4	5	1	2	0	4	9	3	1	50	1	9	0	52	2	0
BRCA_TCGA-D8-A27I	0	2	2	1	4	1	0	0	0	0	0	0	0	0	0	5	9	4	0	0	2	4	1	1
BRCA_TCGA-D8-A27K	0	1	1	4	2	1	0	0	0	1	0	2	2	0	0	0	2	1	0	0	2	1	0	1
BRCA_TCGA-D8-A27L	0	4	5	2	2	0	0	0	0	0	0	0	5	1	9	14	0	8	0	2	0	0	0	1
BRCA_TCGA-D8-A27M	4	4	4	3	0	1	4	0	2	1	2	2	0	9	2	0	2	13	0	7	2	19	0	9
BRCA_TCGA-D8-A27N	1	6	4	6	6	0	0	2	0	2	3	1	2	0	5	1	0	3	0	2	0	2	6	8
BRCA_TCGA-D8-A27P	0	4	1	1	1	1	0	0	2	1	4	1	1	0	2	2	2	0	0	2	0	2	0	3
BRCA_TCGA-D8-A27R	0	2	3	1	1	3	0	0	0	0	0	0	5	0	1	1	1	3	0	0	0	10	2	2
BRCA_TCGA-D8-A27T	0	5	1	5	1	0	2	1	0	3	0	0	1	0	1	6	1	0	0	0	0	2	0	2
BRCA_TCGA-D8-A27V	6	3	19	4	2	0	0	0	2	3	0	0	8	1	22	58	0	99	0	2	6	0	0	0
BRCA_TCGA-D8-A27W	0	8	3	7	8	1	0	0	3	0	5	0	2	0	0	3	1	3	1	4	4	1	1	0
BRCA_TCGA-D8-A3Z6	1	3	1	5	1	2	0	0	0	5	1	1	2	0	0	8	0	2	0	0	0	3	0	2
BRCA_TCGA-D8-A4Z1	1	2	5	1	0	1	0	0	0	0	0	0	0	0	0	26	0	7	0	0	3	0	0	0
BRCA_TCGA-D8-A73U	5	3	11	5	4	4	0	0	0	4	0	0	1	0	13	109	0	47	0	0	0	1	0	0
BRCA_TCGA-D8-A73W	0	10	1	5	4	2	0	0	0	0	5	0	6	0	0	3	4	2	3	0	2	1	3	1
BRCA_TCGA-D8-A73X	0	4	4	4	7	0	0	1	3	4	0	3	3	0	0	8	3	0	0	0	0	4	0	4
BRCA_TCGA-E2-A105	1	4	1	8	4	0	0	1	5	1	5	2	8	0	2	8	0	3	0	2	2	9	1	0
BRCA_TCGA-E2-A107	1	2	3	2	4	0	2	0	2	3	0	0	3	0	1	9	0	0	0	0	0	0	4	0
BRCA_TCGA-E2-A108	4	1	6	3	4	0	0	3	3	3	4	3	1	1	1	51	2	80	0	0	2	14	0	0
BRCA_TCGA-E2-A109	3	6	3	8	2	3	0	3	1	3	2	0	5	5	8	0	5	1	1	7	0	9	0	9
BRCA_TCGA-E2-A10A	0	3	0	1	0	0	0	0	1	0	2	1	4	0	3	5	1	4	0	0	0	1	0	2
BRCA_TCGA-E2-A10B	0	3	4	4	2	0	2	3	1	4	3	0	2	0	2	16	6	14	2	0	3	2	0	0
BRCA_TCGA-E2-A10C	9	1	36	1	5	0	0	0	0	0	0	0	0	0	24	228	0	201	0	0	14	0	0	0
BRCA_TCGA-E2-A10F	0	3	2	3	3	0	0	0	2	1	0	0	0	2	2	3	0	2	0	3	4	0	0	0
BRCA_TCGA-E2-A14N	0	3	5	3	2	1	0	0	0	2	2	1	7	3	1	7	7	16	6	6	2	25	7	3
BRCA_TCGA-E2-A14O	1	2	6	8	2	0	0	0	1	0	0	0	4	2	0	2	1	0	0	0	0	2	0	5
BRCA_TCGA-E2-A14P	2	7	9	8	7	3	0	0	4	2	0	3	9	2	9	21	1	11	0	0	9	1	0	4
BRCA_TCGA-E2-A14Q	1	1	1	7	2	0	0	0	0	5	0	0	3	4	0	6	0	2	2	0	0	0	0	6
BRCA_TCGA-E2-A14R	2	1	4	4	4	8	5	1	1	8	0	0	9	5	4	0	9	17	1	0	6	37	11	6
BRCA_TCGA-E2-A14T	0	5	4	0	5	0	0	0	1	2	1	0	2	0	0	3	0	5	5	0	0	0	3	7
BRCA_TCGA-E2-A14V	1	5	11	7	10	0	0	3	4	0	5	3	6	0	1	20	1	41	5	1	0	6	3	8
BRCA_TCGA-E2-A14W	0	2	4	3	0	3	4	1	1	3	4	0	2	5	8	0	3	12	2	7	1	24	9	4
BRCA_TCGA-E2-A14X	0	8	4	2	6	0	0	0	0	0	1	0	2	0	0	6	3	2	0	0	0	2	1	0
BRCA_TCGA-E2-A14Y	0	2	0	4	2	0	0	0	1	1	0	1	2	0	0	15	3	14	0	0	1	3	1	0
BRCA_TCGA-E2-A14Z	2	2	7	5	3	0	2	2	2	0	3	0	4	1	2	23	1	10	3	2	1	9	3	8
BRCA_TCGA-E2-A150	6	7	4	3	5	6	8	0	2	0	4	1	2	1	0	5	3	3	5	3	3	15	5	0
BRCA_TCGA-E2-A152	2	1	19	2	3	1	2	0	0	1	8	1	0	0	10	44	0	66	0	0	6	2	0	3
BRCA_TCGA-E2-A153	0	3	2	2	4	0	0	0	1	0	1	2	0	0	0	10	0	0	0	0	0	0	1	0
BRCA_TCGA-E2-A154	2	5	6	3	7	0	0	1	0	0	4	1	2	0	0	0	0	2	0	5	3	2	1	14
BRCA_TCGA-E2-A155	2	4	3	8	1	2	0	0	0	4	9	3	2	0	0	16	0	5	1	5	1	6	0	9
BRCA_TCGA-E2-A156	0	0	1	2	2	1	0	0	0	2	0	0	3	0	0	7	2	2	0	0	0	1	0	2
BRCA_TCGA-E2-A158	1	1	3	3	6	5	2	3	1	3	2	0	4	3	0	0	3	7	3	9	0	27	6	5
BRCA_TCGA-E2-A159	1	4	6	8	2	1	0	0	0	2	1	0	0	0	13	55	3	91	4	2	7	1	0	0
BRCA_TCGA-E2-A15A	3	4	0	3	4	3	0	0	2	0	1	0	4	5	2	3	0	3	3	7	4	5	0	6
BRCA_TCGA-E2-A15C	0	5	2	9	3	4	0	2	2	1	1	0	4	0	4	1	1	1	0	0	0	7	0	3
BRCA_TCGA-E2-A15D	2	4	2	2	7	2	0	0	2	1	1	3	2	0	0	0	2	2	1	1	0	0	0	0
BRCA_TCGA-E2-A15E	1	2	1	3	5	0	0	0	3	5	0	0	2	0	0	0	4	7	0	4	0	3	0	0
BRCA_TCGA-E2-A15F	0	2	1	4	2	0	0	0	0	1	2	1	0	0	4	0	1	1	0	0	0	4	3	2
BRCA_TCGA-E2-A15G	0	1	5	6	6	0	2	0	2	6	4	1	3	0	3	10	0	0	0	2	0	5	6	11
BRCA_TCGA-E2-A15H	0	4	2	6	1	4	0	0	0	3	0	0	3	0	2	0	0	1	0	5	0	1	0	1
BRCA_TCGA-E2-A15I	1	3	1	7	5	0	0	0	0	0	0	1	0	0	6	5	0	0	0	4	2	2	1	5
BRCA_TCGA-E2-A15J	0	5	0	2	0	0	0	0	1	0	2	2	1	0	2	0	0	0	0	1	2	3	0	1
BRCA_TCGA-E2-A15K	1	5	2	3	5	0	0	3	1	1	3	0	4	0	11	0	3	2	0	0	1	2	0	6
BRCA_TCGA-E2-A15L	0	2	2	3	4	0	0	0	0	4	0	0	0	2	2	0	3	4	0	1	1	3	3	0
BRCA_TCGA-E2-A15M	2	8	4	10	3	1	0	1	3	2	1	2	7	3	2	20	1	18	0	0	1	12	3	4
BRCA_TCGA-E2-A15O	0	2	2	1	6	1	0	0	0	2	0	0	1	0	1	3	0	0	1	2	0	4	5	3
BRCA_TCGA-E2-A15P	0	3	1	6	0	0	0	0	2	2	1	0	3	0	3	1	0	0	0	0	0	2	1	3
BRCA_TCGA-E2-A15R	0	3	5	9	3	0	0	0	1	0	0	0	3	0	6	2	0	2	0	4	2	0	4	3
BRCA_TCGA-E2-A15S	0	1	1	1	6	2	2	3	6	0	2	0	5	2	0	9	1	5	4	0	0	9	5	4
BRCA_TCGA-E2-A15T	0	1	2	5	5	3	0	0	2	1	0	0	1	0	2	1	3	3	0	3	2	0	2	4
BRCA_TCGA-E2-A1AZ	1	4	10	0	1	0	0	0	0	5	1	1	2	2	0	5	1	24	0	9	0	4	0	9
BRCA_TCGA-E2-A1B0	0	3	6	6	2	1	0	0	6	1	0	5	0	0	3	4	5	5	1	2	2	0	5	3
BRCA_TCGA-E2-A1B1	1	1	2	5	5	0	2	0	0	0	0	0	0	0	17	10	1	20	0	0	0	2	0	0
BRCA_TCGA-E2-A1B4	0	4	3	0	0	1	0	0	1	0	1	0	2	4	3	9	3	1	0	0	0	5	0	5
BRCA_TCGA-E2-A1B5	0	2	4	3	1	0	2	0	1	0	0	4	2	0	0	17	0	8	1	0	1	0	0	0
BRCA_TCGA-E2-A1B6	0	4	0	1	6	2	0	0	0	1	1	1	1	6	1	0	5	3	0	2	0	16	2	4
BRCA_TCGA-E2-A1BC	0	5	0	1	2	1	2	0	1	3	1	0	4	1	2	0	0	3	0	0	2	4	0	9
BRCA_TCGA-E2-A1BD	1	1	3	10	3	0	0	0	0	3	4	0	2	3	0	0	1	2	0	0	2	2	1	5
BRCA_TCGA-E2-A1IE	0	1	1	4	2	1	0	1	2	0	2	0	0	1	2	0	0	0	2	2	1	3	3	2
BRCA_TCGA-E2-A1IF	0	2	1	0	3	0	0	0	1	4	0	2	4	0	0	0	0	0	0	2	0	1	0	4
BRCA_TCGA-E2-A1IG	0	2	6	2	7	1	0	0	1	0	1	2	4	2	6	7	2	0	0	0	4	7	1	2
BRCA_TCGA-E2-A1IH	1	4	3	1	5	0	0	0	4	5	1	2	5	0	3	13	0	20	1	0	5	5	4	3
BRCA_TCGA-E2-A1II	0	3	0	2	2	0	8	0	0	2	0	0	0	0	0	0	0	2	0	1	0	7	7	0
BRCA_TCGA-E2-A1IJ	0	1	0	1	4	1	0	0	0	0	0	1	0	2	2	0	0	0	2	0	4	0	0	0
BRCA_TCGA-E2-A1IK	0	1	3	0	1	0	0	0	1	0	0	0	0	0	0	0	3	1	0	0	0	2	5	0
BRCA_TCGA-E2-A1IL	1	4	3	2	0	0	0	0	0	1	1	0	3	0	3	0	2	0	1	0	0	3	0	7
BRCA_TCGA-E2-A1IN	1	5	11	6	4	3	0	1	0	4	7	2	0	1	0	84	0	106	2	0	3	8	0	0
BRCA_TCGA-E2-A1IO	0	1	2	2	3	0	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	2
BRCA_TCGA-E2-A1IU	0	1	6	1	1	1	0	0	1	0	1	0	0	0	0	6	0	1	0	5	0	6	1	0
BRCA_TCGA-E2-A1L6	0	1	5	2	0	2	0	0	0	3	2	0	2	1	0	2	1	0	0	0	0	4	1	2
BRCA_TCGA-E2-A1L7	2	0	1	0	9	0	2	1	2	3	3	2	4	3	4	1	6	4	4	2	4	12	3	9
BRCA_TCGA-E2-A1L8	0	1	0	1	7	1	1	1	3	0	0	0	0	2	5	3	3	4	0	0	0	2	2	2
BRCA_TCGA-E2-A1L9	0	2	2	3	0	1	0	0	0	1	1	1	0	2	0	4	6	0	0	0	1	3	1	0
BRCA_TCGA-E2-A1LA	1	2	2	7	0	7	0	0	0	12	0	2	4	0	1	1	1	8	5	6	1	34	13	0
BRCA_TCGA-E2-A1LB	3	1	3	1	4	1	2	2	2	0	1	0	1	0	6	10	1	12	0	0	0	3	2	0
BRCA_TCGA-E2-A1LG	3	1	15	4	3	0	0	1	0	1	4	0	2	1	29	22	0	130	1	2	0	0	0	0
BRCA_TCGA-E2-A1LH	9	1	3	7	8	0	0	6	8	6	0	3	6	0	10	5	9	51	8	13	5	59	11	3
BRCA_TCGA-E2-A1LI	0	1	2	0	1	0	0	2	0	1	0	0	0	2	1	4	2	8	0	3	0	8	0	2
BRCA_TCGA-E2-A1LK	0	11	7	8	8	0	2	0	0	3	1	1	1	0	0	0	0	4	1	1	2	0	4	0
BRCA_TCGA-E2-A1LL	1	4	1	3	3	3	0	0	3	1	0	0	5	2	0	0	4	7	5	1	0	10	2	6
BRCA_TCGA-E2-A2P6	2	8	16	8	2	5	0	0	0	3	0	0	2	0	15	83	0	42	0	0	0	0	0	0
BRCA_TCGA-E2-A56Z	1	5	4	0	9	5	2	0	6	0	0	1	6	0	4	1	4	0	1	1	2	8	0	0
BRCA_TCGA-E2-A570	0	2	1	5	1	0	0	0	2	0	0	0	3	0	6	0	0	1	1	1	0	6	0	1
BRCA_TCGA-E2-A572	0	2	0	2	5	1	0	0	2	0	0	0	0	0	0	2	5	2	0	0	2	5	0	1
BRCA_TCGA-E2-A573	2	6	2	2	3	3	4	0	5	0	4	0	0	5	3	1	3	5	1	0	1	14	8	0
BRCA_TCGA-E2-A574	2	9	13	6	6	0	2	0	4	0	4	0	5	4	19	26	0	36	1	1	0	15	3	0
BRCA_TCGA-E2-A576	0	3	4	7	8	6	0	0	0	0	2	0	3	4	7	0	1	1	1	7	3	5	8	0
BRCA_TCGA-E2-A9RU	5	12	9	10	10	1	0	0	3	4	0	0	6	0	13	5	0	12	1	0	2	5	3	6
BRCA_TCGA-E9-A1N3	2	2	0	0	3	3	0	2	0	2	0	0	2	0	0	1	1	3	2	0	0	2	1	5
BRCA_TCGA-E9-A1N4	0	2	4	0	5	0	0	0	0	2	2	0	0	0	3	3	0	5	0	0	1	5	2	0
BRCA_TCGA-E9-A1N5	0	2	1	0	1	1	0	0	2	1	7	0	0	0	0	7	3	6	0	0	0	3	3	2
BRCA_TCGA-E9-A1N8	3	1	4	0	0	0	0	0	4	1	1	0	0	0	0	1	5	9	0	0	0	1	3	3
BRCA_TCGA-E9-A1N9	1	2	1	10	0	0	0	3	0	3	1	0	1	4	0	9	5	1	0	0	4	16	5	0
BRCA_TCGA-E9-A1NA	2	3	5	4	3	0	2	3	0	1	6	5	2	1	14	1	1	18	0	4	10	18	2	12
BRCA_TCGA-E9-A1NE	5	4	0	0	2	3	0	0	1	0	1	3	3	2	1	5	0	3	0	2	0	25	2	0
BRCA_TCGA-E9-A1NF	0	1	5	4	3	2	0	0	0	2	2	0	4	0	4	19	2	4	0	0	4	5	0	0
BRCA_TCGA-E9-A1NG	0	1	1	2	2	1	0	0	0	0	3	2	3	0	0	2	0	0	0	0	0	2	0	2
BRCA_TCGA-E9-A1NH	1	1	1	3	4	0	0	0	4	3	3	0	3	0	0	2	3	2	1	1	0	0	1	4
BRCA_TCGA-E9-A1QZ	0	2	1	0	2	0	0	0	3	0	0	0	2	2	0	0	0	0	0	0	1	1	1	8
BRCA_TCGA-E9-A1R0	0	3	3	4	2	1	0	0	0	0	0	0	2	0	3	3	3	6	0	2	0	0	3	0
BRCA_TCGA-E9-A1R2	0	2	2	2	2	1	0	0	5	4	0	0	7	0	0	0	0	17	1	5	1	10	4	3
BRCA_TCGA-E9-A1R3	0	2	2	1	2	0	0	0	0	3	1	1	0	0	0	5	0	0	0	3	0	4	1	0
BRCA_TCGA-E9-A1R4	4	4	8	6	1	2	0	0	0	4	2	2	3	3	9	49	0	43	0	0	11	1	1	0
BRCA_TCGA-E9-A1R5	1	1	3	2	12	0	0	0	2	4	1	0	0	0	3	3	0	3	0	9	0	3	0	4
BRCA_TCGA-E9-A1R6	2	1	5	6	4	3	0	0	0	2	0	0	0	0	1	0	0	1	1	1	0	6	2	1
BRCA_TCGA-E9-A1R7	1	4	1	4	0	3	0	0	1	1	3	2	6	0	0	10	2	4	3	4	2	4	6	2
BRCA_TCGA-E9-A1RA	1	1	1	2	2	0	0	0	0	0	0	0	3	0	2	7	1	0	3	0	0	1	1	0
BRCA_TCGA-E9-A1RB	0	3	1	3	1	1	0	3	1	5	2	1	4	0	0	0	0	0	0	4	2	5	2	0
BRCA_TCGA-E9-A1RC	0	6	4	3	6	0	1	0	0	4	1	4	0	2	4	0	3	1	0	5	0	4	3	4
BRCA_TCGA-E9-A1RD	0	2	1	2	1	1	0	0	0	0	1	0	0	0	0	8	0	2	0	1	0	4	0	0
BRCA_TCGA-E9-A1RE	0	6	4	7	7	8	2	0	2	1	0	1	1	4	4	3	1	1	0	5	0	6	0	3
