Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I	SBS96J	SBS96K	SBS96L	SBS96M	SBS96N	SBS96O	SBS96P	SBS96Q	SBS96R	SBS96S	SBS96T	SBS96U	SBS96V	SBS96W
BRCA_TCGA-C8-A1HM	11	7	20	8	7	3	0	0	6	0	8	1	10	2	284	31	0	1	0	14	28	0	7
BRCA_TCGA-C8-A1HN	1	3	2	7	8	2	0	2	2	0	6	1	7	2	2	5	2	0	0	3	10	0	5
BRCA_TCGA-C8-A1HO	3	0	2	3	4	4	1	2	0	1	0	1	5	0	10	3	2	0	3	1	0	0	4
BRCA_TCGA-C8-A26V	1	5	7	4	2	1	0	0	0	0	6	0	5	0	45	0	6	2	0	4	6	0	2
BRCA_TCGA-C8-A26W	0	2	7	2	2	2	0	0	1	2	3	1	3	0	22	10	5	0	2	0	2	3	0
BRCA_TCGA-C8-A26X	1	3	4	13	0	0	0	0	6	1	4	1	6	7	4	2	1	0	4	6	7	1	4
BRCA_TCGA-C8-A26Y	20	2	42	9	3	9	2	0	5	3	0	1	0	1	518	89	58	20	14	87	0	31	2
BRCA_TCGA-C8-A26Z	1	5	3	6	3	0	0	0	2	0	0	1	2	0	0	3	2	0	3	2	8	3	5
BRCA_TCGA-C8-A273	1	1	2	1	4	2	0	0	0	0	1	1	3	0	1	0	0	1	1	0	3	0	2
BRCA_TCGA-C8-A274	4	7	13	4	3	4	3	0	5	0	0	2	0	3	148	24	32	0	4	2	0	16	7
BRCA_TCGA-C8-A275	0	1	10	5	3	5	0	0	4	0	1	2	1	0	81	16	0	2	3	0	4	1	3
BRCA_TCGA-C8-A278	1	0	4	4	6	4	0	0	1	1	0	0	0	0	13	2	3	0	0	0	5	1	8
BRCA_TCGA-C8-A27A	4	2	4	2	2	0	0	2	0	0	1	1	5	0	6	1	5	0	1	0	3	0	1
BRCA_TCGA-C8-A27B	3	4	4	1	2	2	2	0	0	2	4	5	6	0	66	0	0	5	0	4	52	0	0
BRCA_TCGA-C8-A3M7	5	5	18	9	4	0	3	0	6	0	1	0	0	0	80	50	29	0	3	0	0	6	2
BRCA_TCGA-C8-A3M8	0	6	3	0	5	0	0	0	1	3	5	5	9	0	12	0	0	0	3	0	7	0	3
BRCA_TCGA-C8-A8HP	5	6	23	4	1	1	1	0	10	0	0	0	0	0	158	30	12	0	2	9	0	9	2
BRCA_TCGA-C8-A8HQ	3	0	34	10	9	0	6	0	4	0	0	0	3	0	224	37	31	1	0	0	0	10	0
BRCA_TCGA-C8-A8HR	0	3	2	7	1	0	0	4	0	2	5	0	4	2	2	4	1	4	0	0	14	4	1
BRCA_TCGA-C8-A9FZ	0	4	1	3	3	3	0	0	0	2	0	0	0	0	4	1	0	0	0	0	7	0	1
BRCA_TCGA-D8-A13Y	1	1	3	5	4	2	0	2	3	2	6	5	5	2	15	10	1	2	0	0	6	6	1
BRCA_TCGA-D8-A13Z	1	3	4	10	3	1	0	0	6	0	0	0	2	0	13	0	0	6	12	7	33	2	0
BRCA_TCGA-D8-A140	1	10	6	4	10	7	1	2	9	6	0	3	5	2	13	22	8	0	1	4	0	5	15
BRCA_TCGA-D8-A141	0	0	1	6	0	0	0	0	1	0	0	0	2	0	0	1	2	0	0	0	4	0	4
BRCA_TCGA-D8-A142	1	8	7	11	19	1	3	6	1	7	3	3	18	4	14	6	0	5	0	0	32	0	17
BRCA_TCGA-D8-A143	0	3	0	4	5	2	0	0	2	0	1	0	3	0	2	3	0	1	7	2	16	7	3
BRCA_TCGA-D8-A145	0	4	1	5	3	1	0	0	3	3	3	0	4	0	3	0	2	0	0	0	7	5	3
BRCA_TCGA-D8-A146	0	4	4	2	3	0	0	0	2	3	2	1	2	0	1	6	4	0	2	0	0	3	2
BRCA_TCGA-D8-A147	3	0	6	1	5	1	5	2	13	1	3	3	2	8	51	11	0	10	3	0	54	3	15
BRCA_TCGA-D8-A1J8	21	37	58	23	26	62	21	0	54	12	27	3	11	0	419	90	47	1	9	10	0	30	0
BRCA_TCGA-D8-A1J9	11	2	25	2	0	0	0	0	4	0	1	1	0	0	163	26	15	4	2	2	0	7	13
BRCA_TCGA-D8-A1JB	1	0	2	3	2	3	2	0	1	1	2	3	7	0	6	2	2	3	0	0	13	2	8
BRCA_TCGA-D8-A1JC	3	0	9	2	10	1	2	0	5	0	2	0	0	1	52	18	2	0	0	0	4	9	2
BRCA_TCGA-D8-A1JD	4	3	4	0	4	6	3	0	8	0	2	6	8	0	21	1	0	2	10	1	25	10	4
BRCA_TCGA-D8-A1JE	1	2	0	2	5	4	0	2	1	0	3	0	0	4	2	2	2	0	2	1	1	4	2
BRCA_TCGA-D8-A1JF	0	4	2	1	6	6	0	2	2	0	2	3	0	0	4	2	3	0	3	0	6	2	1
BRCA_TCGA-D8-A1JG	31	7	17	8	11	9	1	15	0	0	0	7	6	6	12	9	0	1	3	1	15	2	8
BRCA_TCGA-D8-A1JH	0	2	1	1	1	0	1	0	0	0	1	0	0	2	0	1	7	0	0	0	2	3	2
BRCA_TCGA-D8-A1JI	0	1	2	0	3	4	0	0	3	2	3	0	6	2	0	6	0	0	3	2	0	0	5
BRCA_TCGA-D8-A1JJ	1	4	7	4	2	3	0	0	5	1	2	0	1	0	33	9	10	3	6	0	0	5	2
BRCA_TCGA-D8-A1JK	5	4	4	7	1	7	7	10	9	4	9	6	22	20	15	17	29	4	0	8	23	22	16
BRCA_TCGA-D8-A1JL	3	2	4	0	6	6	3	0	1	5	7	6	10	0	11	3	4	2	4	0	34	2	14
BRCA_TCGA-D8-A1JM	0	0	4	6	4	0	0	0	4	1	1	0	0	1	2	2	1	0	5	3	8	0	11
BRCA_TCGA-D8-A1JN	6	3	21	6	2	0	0	1	2	0	0	0	1	0	90	35	17	0	6	8	0	10	0
BRCA_TCGA-D8-A1JP	1	2	2	0	0	3	0	4	5	11	2	1	11	3	10	6	0	5	8	7	38	6	10
BRCA_TCGA-D8-A1JS	1	2	1	1	3	0	0	0	2	2	1	1	1	0	0	5	0	0	0	2	4	3	0
BRCA_TCGA-D8-A1JT	0	2	1	4	4	0	2	0	0	0	0	5	7	0	0	1	4	0	0	0	7	1	3
BRCA_TCGA-D8-A1JU	0	1	1	1	3	0	0	0	1	3	1	1	2	0	1	0	1	0	0	0	1	2	1
BRCA_TCGA-D8-A1X5	6	4	2	6	5	1	3	0	0	7	0	0	1	2	7	3	0	2	0	0	0	0	17
BRCA_TCGA-D8-A1X6	3	4	1	7	1	0	0	0	3	0	0	2	3	0	1	1	4	0	3	0	6	3	0
BRCA_TCGA-D8-A1X7	0	1	2	1	4	2	0	0	0	0	0	3	1	0	0	5	0	0	0	2	4	3	4
BRCA_TCGA-D8-A1X9	4	0	0	1	5	6	6	0	3	4	3	2	5	0	9	0	0	1	11	13	13	2	14
BRCA_TCGA-D8-A1XA	0	0	2	4	2	0	0	0	0	3	1	0	1	0	0	2	3	0	6	4	0	0	0
BRCA_TCGA-D8-A1XB	0	6	4	4	3	2	1	0	0	0	3	1	2	0	6	2	4	0	0	4	0	5	3
BRCA_TCGA-D8-A1XC	2	2	1	8	0	4	0	0	2	1	0	4	0	0	0	4	0	0	1	0	2	1	2
BRCA_TCGA-D8-A1XF	0	6	6	5	4	1	1	0	2	0	0	0	0	8	2	4	1	0	1	0	4	0	6
BRCA_TCGA-D8-A1XG	0	1	2	0	1	5	3	0	0	0	2	0	0	1	1	0	3	0	0	0	6	1	1
BRCA_TCGA-D8-A1XK	6	59	10	38	43	20	32	17	16	393	284	51	0	5	3	0	48	40	0	6	49	138	42
BRCA_TCGA-D8-A1XL	4	4	4	2	4	0	2	2	3	3	7	3	2	6	7	1	5	2	6	0	22	8	13
BRCA_TCGA-D8-A1XM	1	0	8	5	7	0	0	0	1	0	0	0	2	0	13	11	4	0	0	7	0	5	0
BRCA_TCGA-D8-A1XO	0	0	0	2	2	1	0	0	2	0	0	1	2	0	9	0	1	0	1	1	0	3	4
BRCA_TCGA-D8-A1XQ	8	58	28	56	73	62	33	8	62	113	143	48	32	8	31	9	38	21	46	11	86	45	12
BRCA_TCGA-D8-A1XR	0	4	1	3	0	2	3	0	4	1	0	0	0	0	0	2	8	0	0	0	0	4	0
BRCA_TCGA-D8-A1XS	0	3	4	0	2	0	0	0	1	0	0	1	0	0	3	2	1	0	1	0	0	1	7
BRCA_TCGA-D8-A1XT	0	3	2	7	0	1	1	0	0	3	0	0	3	2	3	5	1	2	1	2	7	0	2
BRCA_TCGA-D8-A1XU	0	0	1	4	1	0	0	0	3	0	0	2	0	0	6	4	6	0	0	0	3	3	2
BRCA_TCGA-D8-A1XV	0	0	1	5	6	0	0	0	0	1	3	1	4	2	5	0	0	0	0	0	2	4	2
BRCA_TCGA-D8-A1XW	0	4	3	0	7	0	0	1	8	5	1	3	6	0	12	3	7	7	3	1	32	8	11
BRCA_TCGA-D8-A1XY	1	6	3	12	6	1	3	2	2	0	0	0	1	0	3	7	4	0	1	0	4	0	3
BRCA_TCGA-D8-A1XZ	1	9	7	9	13	4	0	0	9	1	0	1	5	2	11	0	0	0	2	3	11	3	5
BRCA_TCGA-D8-A1Y0	4	0	2	4	4	5	3	0	1	4	2	0	0	0	13	3	0	0	9	0	15	8	4
BRCA_TCGA-D8-A1Y1	1	27	13	39	59	10	5	0	7	5	11	7	0	0	13	12	9	0	15	0	0	0	0
BRCA_TCGA-D8-A1Y2	0	0	1	2	3	0	0	0	0	0	0	1	0	1	8	1	4	0	1	0	0	0	0
BRCA_TCGA-D8-A1Y3	0	4	4	12	7	0	0	2	2	0	5	0	9	0	1	0	10	0	0	2	8	1	0
BRCA_TCGA-D8-A27E	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0	2	0	4	0	0
BRCA_TCGA-D8-A27F	2	1	1	0	4	0	0	2	5	2	2	2	3	0	10	0	0	0	0	3	18	7	8
BRCA_TCGA-D8-A27G	21	2	66	5	0	3	1	0	17	0	0	0	0	0	765	181	65	0	0	31	0	19	0
BRCA_TCGA-D8-A27H	0	2	1	2	7	2	1	2	2	4	5	3	3	5	51	3	0	1	0	0	65	0	1
BRCA_TCGA-D8-A27I	0	2	2	1	4	1	0	0	1	0	0	0	0	0	5	0	11	0	2	2	5	0	0
BRCA_TCGA-D8-A27K	0	0	1	4	2	0	0	0	1	0	1	3	2	0	1	0	1	0	0	2	1	1	1
BRCA_TCGA-D8-A27L	0	4	5	2	2	0	0	0	0	0	0	0	5	1	13	13	4	0	0	0	0	1	3
BRCA_TCGA-D8-A27M	4	4	4	4	0	2	0	4	2	2	1	2	1	9	13	0	0	0	5	2	21	0	10
BRCA_TCGA-D8-A27N	1	5	4	6	6	0	2	0	3	0	2	2	2	0	2	4	0	0	2	0	4	5	10
BRCA_TCGA-D8-A27P	0	6	1	1	1	0	0	0	4	1	1	2	1	0	0	2	4	0	1	0	2	0	3
BRCA_TCGA-D8-A27R	0	2	3	1	1	3	0	0	0	0	0	0	5	0	3	1	2	0	0	0	12	1	1
BRCA_TCGA-D8-A27T	0	4	1	6	1	0	2	2	1	0	2	0	0	0	1	4	4	0	0	0	1	0	2
BRCA_TCGA-D8-A27V	6	2	19	4	2	1	0	0	0	2	3	0	9	2	137	29	5	0	2	5	0	0	7
BRCA_TCGA-D8-A27W	0	7	4	7	9	0	0	0	5	3	0	0	3	0	4	0	3	1	1	4	0	1	3
BRCA_TCGA-D8-A3Z6	1	2	1	5	2	2	0	0	2	0	5	1	2	0	6	1	4	0	0	0	1	1	1
BRCA_TCGA-D8-A4Z1	1	1	5	1	0	1	0	0	0	0	0	0	0	0	19	7	6	0	0	2	0	3	0
BRCA_TCGA-D8-A73U	4	2	10	5	4	6	0	0	1	0	2	0	0	0	91	49	26	0	0	0	0	7	0
BRCA_TCGA-D8-A73W	0	9	1	5	4	1	0	0	6	0	0	1	6	0	4	0	3	3	3	2	1	2	1
BRCA_TCGA-D8-A73X	0	4	4	3	7	0	1	0	0	2	3	2	3	0	4	1	12	0	2	0	1	0	3
BRCA_TCGA-E2-A105	1	3	1	9	4	0	1	0	6	6	0	1	7	0	5	6	2	0	3	1	7	4	0
BRCA_TCGA-E2-A107	1	1	2	2	4	0	0	2	1	2	2	1	3	0	4	3	1	0	1	0	0	6	0
BRCA_TCGA-E2-A108	4	0	6	3	4	0	3	0	5	2	2	3	1	1	107	11	9	0	0	2	17	5	1
BRCA_TCGA-E2-A109	3	5	3	8	2	2	2	0	2	1	3	3	4	5	0	6	0	0	19	0	9	1	6
BRCA_TCGA-E2-A10A	0	3	0	1	0	0	0	0	2	0	0	2	3	0	7	4	3	0	0	0	1	0	2
BRCA_TCGA-E2-A10B	0	2	4	3	1	0	3	2	4	1	4	0	1	0	20	8	10	2	3	3	0	2	0
BRCA_TCGA-E2-A10C	9	1	35	1	3	2	0	0	4	0	0	0	0	0	308	91	38	0	0	12	0	15	0
BRCA_TCGA-E2-A10F	0	3	2	3	3	0	0	0	0	2	0	0	0	2	3	3	4	0	1	3	0	0	1
BRCA_TCGA-E2-A14N	0	2	5	3	2	1	0	0	2	0	2	0	9	4	19	1	7	6	8	1	26	8	3
BRCA_TCGA-E2-A14O	1	1	6	9	3	0	0	0	0	1	0	0	3	2	1	1	2	0	0	0	1	1	4
BRCA_TCGA-E2-A14P	2	7	8	8	7	4	0	0	0	4	2	2	6	2	19	15	3	0	7	9	0	2	5
BRCA_TCGA-E2-A14Q	1	0	1	8	2	0	0	0	1	0	5	0	3	4	5	2	2	1	0	0	0	0	5
BRCA_TCGA-E2-A14R	3	1	4	5	4	9	1	5	0	1	9	3	8	7	15	1	2	1	4	5	43	10	2
BRCA_TCGA-E2-A14T	0	5	4	0	5	0	0	0	2	1	1	1	2	0	7	0	0	5	0	0	0	4	6
BRCA_TCGA-E2-A14V	1	4	11	7	10	0	3	0	4	5	0	2	7	0	52	5	2	5	2	0	8	4	9
BRCA_TCGA-E2-A14W	0	1	4	3	0	3	0	4	5	1	3	0	4	6	11	4	0	2	7	1	33	5	5
BRCA_TCGA-E2-A14X	0	7	4	2	6	0	0	0	2	0	0	0	2	0	5	2	5	0	0	0	1	1	0
BRCA_TCGA-E2-A14Y	0	1	0	4	2	0	0	0	0	0	1	1	1	0	23	4	3	0	4	1	1	4	0
BRCA_TCGA-E2-A14Z	2	1	7	4	2	0	1	2	3	1	0	0	2	0	21	11	8	3	8	0	6	6	7
BRCA_TCGA-E2-A150	6	7	4	3	5	7	0	7	4	2	0	0	3	0	6	0	3	5	2	4	17	6	0
BRCA_TCGA-E2-A152	3	0	19	2	3	1	0	2	10	0	1	1	0	0	90	19	3	0	5	5	1	1	5
BRCA_TCGA-E2-A153	0	3	2	2	3	0	0	0	2	2	0	1	0	0	4	3	2	0	0	0	0	2	0
BRCA_TCGA-E2-A154	2	5	6	3	7	0	1	0	4	0	0	2	2	0	2	0	0	0	6	3	3	0	12
BRCA_TCGA-E2-A155	2	3	4	8	2	2	0	0	9	1	3	0	3	0	11	4	7	1	3	1	5	3	9
BRCA_TCGA-E2-A156	0	0	1	2	2	2	0	0	0	0	2	0	2	0	4	2	2	0	3	0	0	1	2
BRCA_TCGA-E2-A158	1	0	3	3	5	6	3	2	2	1	3	0	6	3	5	0	1	3	6	0	32	6	6
BRCA_TCGA-E2-A159	1	3	6	7	2	2	0	0	1	0	1	1	0	1	118	20	7	5	13	6	0	4	3
BRCA_TCGA-E2-A15A	3	4	0	4	4	3	0	0	1	2	0	0	4	5	4	4	0	3	3	3	5	2	8
BRCA_TCGA-E2-A15C	0	4	2	9	3	4	1	0	2	2	0	1	3	1	1	3	2	0	3	0	7	1	1
BRCA_TCGA-E2-A15D	2	4	2	2	5	2	0	0	2	2	1	4	2	0	1	0	1	1	0	0	0	1	2
BRCA_TCGA-E2-A15E	1	1	1	3	5	0	0	0	0	3	6	0	2	0	8	0	1	0	4	0	5	0	0
BRCA_TCGA-E2-A15F	0	1	1	4	3	0	0	0	3	0	2	1	0	0	0	3	1	0	0	0	4	4	1
BRCA_TCGA-E2-A15G	0	1	5	6	6	0	0	2	4	3	6	0	3	0	3	6	3	0	4	0	5	6	10
BRCA_TCGA-E2-A15H	0	3	2	5	1	5	0	0	0	0	3	0	3	0	1	2	0	0	5	0	1	0	2
BRCA_TCGA-E2-A15I	1	2	1	7	5	0	0	0	1	0	0	2	0	0	1	7	2	0	2	2	2	2	6
BRCA_TCGA-E2-A15J	0	6	0	2	0	0	0	0	1	1	0	1	1	0	0	2	0	0	1	2	4	0	1
BRCA_TCGA-E2-A15K	1	5	2	4	6	0	3	0	4	1	1	1	5	0	0	5	3	0	0	2	4	0	6
BRCA_TCGA-E2-A15L	0	2	2	4	4	0	0	0	0	0	4	0	0	2	3	1	4	0	0	2	5	1	0
BRCA_TCGA-E2-A15M	3	7	4	10	3	1	1	0	1	3	2	2	7	3	25	7	6	0	2	0	11	6	4
BRCA_TCGA-E2-A15O	0	2	2	1	7	2	0	0	0	0	2	0	1	0	1	2	0	1	2	0	5	5	1
BRCA_TCGA-E2-A15P	0	3	1	4	1	0	0	0	2	2	2	0	3	0	0	3	2	0	0	0	3	0	2
BRCA_TCGA-E2-A15R	0	1	5	10	4	0	0	0	1	1	0	1	3	0	2	6	0	0	4	2	0	4	3
BRCA_TCGA-E2-A15S	0	1	1	1	6	2	3	2	2	6	0	0	5	2	9	1	1	4	1	0	9	8	4
BRCA_TCGA-E2-A15T	0	0	2	5	6	4	0	0	0	2	0	0	2	0	3	1	5	0	4	2	0	1	3
BRCA_TCGA-E2-A1AZ	1	5	10	0	1	0	0	0	1	0	5	1	2	1	25	0	0	0	15	1	5	0	6
BRCA_TCGA-E2-A1B0	0	2	6	7	3	2	0	0	0	5	1	6	0	0	6	2	5	1	0	1	0	7	6
BRCA_TCGA-E2-A1B1	1	0	2	5	5	0	0	2	1	0	0	3	0	0	23	18	0	0	0	0	6	0	0
BRCA_TCGA-E2-A1B4	0	5	3	0	0	1	0	0	1	1	0	0	1	4	2	6	10	0	0	0	4	0	4
BRCA_TCGA-E2-A1B5	0	2	4	3	2	1	0	2	0	1	0	2	3	0	16	2	6	1	0	1	0	0	0
BRCA_TCGA-E2-A1B6	0	4	0	1	6	1	0	0	3	0	2	1	1	6	2	0	2	0	2	0	22	0	3
BRCA_TCGA-E2-A1BC	0	5	0	1	2	1	0	2	1	1	3	0	3	1	3	1	0	0	3	1	5	0	8
BRCA_TCGA-E2-A1BD	1	0	3	10	4	0	0	0	3	0	3	0	2	4	1	0	0	0	2	2	2	3	3
BRCA_TCGA-E2-A1IE	0	0	1	4	2	2	1	0	2	1	0	0	1	2	0	1	1	2	3	1	4	1	1
BRCA_TCGA-E2-A1IF	0	2	1	0	3	0	0	0	0	1	4	2	5	0	0	0	0	0	1	0	1	0	4
BRCA_TCGA-E2-A1IG	0	2	6	2	7	2	0	0	1	1	0	1	3	2	2	9	5	0	0	4	6	3	1
BRCA_TCGA-E2-A1IH	1	4	3	1	5	0	0	0	1	4	5	2	4	0	28	6	2	1	0	5	5	7	1
BRCA_TCGA-E2-A1II	0	3	0	2	2	0	0	8	0	0	2	0	1	0	1	0	0	0	0	0	8	7	0
BRCA_TCGA-E2-A1IJ	0	1	0	1	4	0	0	0	1	0	0	2	0	2	0	1	0	1	0	5	0	0	0
BRCA_TCGA-E2-A1IK	0	1	3	0	1	0	0	0	0	1	0	0	0	0	1	0	2	0	1	0	2	5	0
BRCA_TCGA-E2-A1IL	1	4	3	2	0	0	0	0	1	0	2	0	3	0	0	2	0	1	2	0	4	0	6
BRCA_TCGA-E2-A1IN	1	4	11	6	3	3	1	0	8	0	3	0	0	1	148	21	12	1	3	1	7	8	6
BRCA_TCGA-E2-A1IO	0	1	2	2	2	0	0	2	1	1	0	0	0	0	1	0	0	0	0	0	0	2	2
BRCA_TCGA-E2-A1IU	0	1	7	1	1	1	0	0	1	0	0	0	1	0	4	1	2	0	2	0	5	2	2
BRCA_TCGA-E2-A1L6	0	0	7	2	0	2	0	0	2	0	3	0	2	0	0	1	2	0	0	0	4	1	2
BRCA_TCGA-E2-A1L7	3	0	1	0	8	0	1	2	3	3	4	2	4	3	3	3	4	4	4	4	17	2	6
BRCA_TCGA-E2-A1L8	0	1	0	1	4	2	1	1	0	3	0	0	0	3	4	4	5	0	0	0	3	4	2
BRCA_TCGA-E2-A1L9	0	1	2	3	0	1	0	0	2	0	1	1	0	3	1	1	7	0	3	0	2	0	0
BRCA_TCGA-E2-A1LA	1	0	2	8	0	8	0	0	2	0	13	1	4	0	8	0	2	5	2	2	40	9	0
BRCA_TCGA-E2-A1LB	3	1	3	1	3	2	2	2	1	2	0	0	0	0	17	9	0	0	1	0	4	4	0
BRCA_TCGA-E2-A1LG	3	0	15	5	4	2	1	0	5	0	1	0	2	3	148	21	0	2	0	0	4	0	3
BRCA_TCGA-E2-A1LH	9	0	3	6	9	1	6	1	0	9	8	3	9	0	53	6	0	8	13	4	75	6	2
BRCA_TCGA-E2-A1LI	0	1	2	0	1	0	1	0	0	0	1	0	0	2	11	1	0	0	6	0	9	0	2
BRCA_TCGA-E2-A1LK	0	11	7	8	8	0	0	2	1	0	3	1	2	0	4	0	0	1	0	2	2	2	0
BRCA_TCGA-E2-A1LL	1	4	1	3	3	4	0	0	0	3	1	0	6	3	6	0	2	4	2	0	12	1	5
BRCA_TCGA-E2-A2P6	1	7	15	8	1	6	0	0	2	0	1	0	0	0	75	44	17	0	0	0	0	9	0
BRCA_TCGA-E2-A56Z	1	5	4	0	10	5	0	2	0	6	0	2	6	0	0	4	4	1	1	1	8	0	0
BRCA_TCGA-E2-A570	0	1	1	5	2	0	0	0	0	3	0	0	4	0	0	4	0	1	0	0	8	0	1
BRCA_TCGA-E2-A572	0	1	0	2	5	1	0	0	0	2	0	0	0	0	2	0	10	0	0	2	4	0	0
BRCA_TCGA-E2-A573	3	6	2	2	3	2	0	4	5	4	0	0	0	5	4	2	5	1	0	2	17	5	0
BRCA_TCGA-E2-A574	2	9	13	6	6	0	0	2	5	4	0	1	5	5	47	22	0	1	3	0	21	4	0
BRCA_TCGA-E2-A576	0	3	4	9	9	6	0	0	4	0	0	1	3	5	0	5	0	1	6	2	7	5	0
BRCA_TCGA-E2-A9RU	6	12	9	11	10	1	0	0	0	3	4	1	5	0	12	13	0	1	0	3	7	3	6
BRCA_TCGA-E9-A1N3	3	2	0	0	2	4	1	0	0	0	2	0	2	0	3	0	1	2	5	0	2	0	2
BRCA_TCGA-E9-A1N4	0	2	4	0	5	0	0	0	2	0	2	0	0	0	7	3	0	0	0	2	6	1	0
BRCA_TCGA-E9-A1N5	0	2	1	0	1	1	0	0	7	2	1	0	0	0	10	0	6	0	0	0	2	4	2
BRCA_TCGA-E9-A1N8	3	1	4	0	0	0	0	0	1	4	1	0	0	0	10	0	3	0	1	0	2	4	2
BRCA_TCGA-E9-A1N9	1	1	2	10	0	0	3	0	1	0	3	1	1	4	5	1	8	0	0	4	11	10	0
BRCA_TCGA-E9-A1NA	2	2	5	5	4	1	3	2	5	0	1	5	4	2	17	8	0	0	4	9	26	0	12
BRCA_TCGA-E9-A1NE	5	4	0	0	2	3	0	0	1	1	0	3	4	2	5	1	2	0	0	0	29	0	0
BRCA_TCGA-E9-A1NF	0	0	5	4	3	2	0	0	3	0	1	0	3	0	12	10	10	0	0	4	2	2	0
BRCA_TCGA-E9-A1NG	0	0	1	2	2	1	0	0	3	0	0	1	3	0	1	0	4	0	0	0	1	0	2
BRCA_TCGA-E9-A1NH	1	0	1	4	4	0	0	0	2	4	3	0	3	0	2	0	4	1	0	0	0	2	6
BRCA_TCGA-E9-A1QZ	0	2	1	0	2	0	0	0	0	4	0	0	2	2	0	0	0	0	0	1	1	0	8
BRCA_TCGA-E9-A1R0	0	3	4	5	3	1	0	0	0	0	0	0	3	0	5	3	4	0	0	0	0	4	0
BRCA_TCGA-E9-A1R2	0	2	2	2	2	2	0	0	0	5	4	0	7	0	13	0	0	1	2	1	14	3	6
BRCA_TCGA-E9-A1R3	0	2	2	1	2	0	0	0	2	0	3	1	0	0	2	1	2	0	2	0	4	1	0
BRCA_TCGA-E9-A1R4	4	3	8	6	1	1	0	0	4	0	3	4	1	3	62	21	10	0	6	8	0	6	2
BRCA_TCGA-E9-A1R5	1	1	3	2	12	0	0	0	2	2	4	0	1	0	4	3	0	0	7	0	3	1	5
BRCA_TCGA-E9-A1R6	3	0	5	5	4	3	0	0	0	0	2	0	0	0	1	2	0	1	0	0	6	1	3
BRCA_TCGA-E9-A1R7	1	3	1	4	0	3	0	0	4	1	0	0	6	0	8	4	8	3	4	2	3	6	2
BRCA_TCGA-E9-A1RA	1	0	1	2	2	0	0	0	0	0	0	0	3	0	2	4	5	2	0	0	0	2	1
BRCA_TCGA-E9-A1RB	0	2	1	3	2	0	3	0	2	1	5	2	4	0	0	0	0	0	0	2	6	3	2
BRCA_TCGA-E9-A1RC	0	6	4	3	6	0	0	1	1	0	5	5	1	2	0	3	1	0	8	0	5	1	3
BRCA_TCGA-E9-A1RD	0	2	1	2	1	1	0	0	2	0	0	0	0	0	4	2	2	0	1	0	3	1	1
BRCA_TCGA-E9-A1RE	0	6	4	8	7	10	0	2	1	2	1	1	2	4	1	4	2	0	0	0	7	0	4
BRCA_TCGA-E9-A1RF	5	6	5	8	9	11	0	2	0	0	3	0	4	9	17	5	1	0	18	5	55	0	7
BRCA_TCGA-E9-A1RG	0	2	1	1	3	0	1	0	2	2	1	0	2	1	6	4	5	0	0	0	10	0	0
BRCA_TCGA-E9-A1RH	3	1	5	12	4	6	1	2	2	5	1	2	7	4	11	6	4	1	1	3	22	2	6
BRCA_TCGA-E9-A1RI	2	2	1	1	3	3	0	0	0	1	0	0	1	0	3	3	1	0	3	2	0	3	0
BRCA_TCGA-E9-A226	1	3	8	5	0	2	0	0	1	1	0	0	0	0	35	13	1	0	0	0	6	1	2
BRCA_TCGA-E9-A227	0	0	1	2	0	0	0	0	1	0	1	0	0	0	1	4	0	0	4	0	5	0	0
BRCA_TCGA-E9-A228	0	4	0	13	3	0	1	0	1	1	0	0	0	4	8	9	1	2	0	0	5	0	0
BRCA_TCGA-E9-A229	1	3	0	5	0	1	0	0	0	1	1	0	3	0	7	1	0	2	0	0	4	0	1
BRCA_TCGA-E9-A22A	0	1	1	1	3	0	0	0	1	0	0	1	0	1	6	3	0	0	3	2	9	4	0
BRCA_TCGA-E9-A22B	0	5	4	5	6	0	0	4	0	1	2	0	5	1	7	11	4	2	0	5	4	5	5
BRCA_TCGA-E9-A22D	1	6	6	1	9	0	0	0	2	0	0	0	0	0	3	4	1	0	0	0	7	0	0
BRCA_TCGA-E9-A22E	3	3	2	3	7	1	1	3	2	2	1	3	4	4	29	7	0	6	7	3	38	14	1
BRCA_TCGA-E9-A22G	3	1	2	4	0	1	3	0	2	9	11	4	8	1	7	1	0	6	7	8	33	2	4
BRCA_TCGA-E9-A22H	0	2	2	4	3	0	0	0	0	2	2	0	1	0	0	3	0	0	1	0	4	2	0
BRCA_TCGA-E9-A243	3	2	2	0	6	5	0	0	3	2	7	0	0	0	14	5	2	1	5	4	23	5	0
BRCA_TCGA-E9-A244	5	6	0	5	10	4	3	2	5	0	6	4	9	0	6	0	0	2	4	5	31	4	10
BRCA_TCGA-E9-A245	1	0	1	0	1	0	0	0	1	0	1	3	1	0	0	1	0	0	1	5	0	5	2
BRCA_TCGA-E9-A247	0	9	3	8	5	3	1	0	1	2	0	2	0	2	0	1	0	0	0	2	8	0	0
BRCA_TCGA-E9-A248	1	5	1	4	1	0	3	0	0	0	0	1	1	0	4	2	2	0	0	0	0	2	1
BRCA_TCGA-E9-A249	0	5	2	1	3	0	0	0	0	0	1	1	0	0	1	0	3	0	2	0	3	2	1
